method,n,seed,instance,status,objective,gap_%,time_s,n_items,n_truck,n_drone,n_rendv,profit,rental,arrival,W_final,W_capacity,W_actual,evals,time_to_best_s,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,truck_route_node_ids,drone_arc_node_ids,W_sequence
VNS,40,4,bench_40_4,ok,-44084.4858,,600.0976,39,29,10,10,33578.0,77662.4858,1068.2598,39191.0,91001.0,40195.0,7778666,512.9921,"[36, 35, 34, 27, 29, 30, 31, 16, 14, 12, 17, 18, 13, 11, 7, 10, 8, 9, 6, 5, 20, 21, 28, 23, 22, 4, 3, 41, 2, 33, 15, 32, 19, 25, 40, 24, 38, 39, 37]","[36, 35, 34, 27, 29, 30, 31, 16, 14, 12, 17, 18, 13, 11, 7, 10, 8, 9, 6, 5, 20, 21, 28, 23, 22, 4, 3, 41, 2]","[33, 15, 32, 19, 25, 40, 24, 38, 39, 37]","[13, 9, 21, 28, 23, 22, 4, 41, 2, 1]","[1, 36, 35, 34, 26, 27, 29, 30, 31, 16, 14, 12, 17, 18, 13, 11, 7, 10, 8, 9, 6, 5, 20, 21, 28, 23, 22, 4, 3, 41, 2, 1]","[(1, 33), (33, 13), (13, 15), (15, 9), (9, 32), (32, 21), (21, 19), (19, 28), (28, 25), (25, 23), (23, 40), (40, 22), (22, 24), (24, 4), (4, 38), (38, 41), (41, 39), (39, 2), (2, 37), (37, 1)]","[(1, 0.0), (36, 0.0), (35, 1004.0), (34, 2011.0), (26, 3013.0), (27, 3013.0), (29, 4020.0), (30, 5021.0), (31, 6025.0), (16, 7033.0), (14, 8037.0), (12, 9042.0), (17, 10042.0), (18, 11048.0), (13, 12054.0), (11, 14064.0), (7, 15064.0), (10, 16066.0), (8, 17073.0), (9, 18081.0), (6, 20095.0), (5, 21095.0), (20, 22098.0), (21, 23107.0), (28, 25120.0), (23, 27126.0), (22, 29139.0), (4, 31143.0), (3, 33154.0), (41, 34159.0), (2, 36173.0), (1, 38183.0)]"
VNS,40,8,bench_40_4,ok,-45640.7984,,600.4367,39,29,10,10,33428.0,79068.7984,1087.6038,39188.0,91001.0,40195.0,8218299,488.6954,"[21, 20, 5, 6, 9, 8, 7, 11, 13, 18, 17, 12, 14, 16, 31, 30, 29, 28, 27, 26, 25, 24, 40, 23, 22, 4, 3, 41, 2, 33, 15, 32, 35, 34, 36, 19, 38, 39, 37]","[21, 20, 5, 6, 9, 8, 7, 11, 13, 18, 17, 12, 14, 16, 31, 30, 29, 28, 27, 26, 25, 24, 40, 23, 22, 4, 3, 41, 2]","[33, 15, 32, 35, 34, 36, 19, 38, 39, 37]","[16, 29, 27, 26, 25, 40, 4, 41, 2, 1]","[1, 21, 20, 5, 6, 9, 10, 8, 7, 11, 13, 18, 17, 12, 14, 16, 31, 30, 29, 28, 27, 26, 25, 24, 40, 23, 22, 4, 3, 41, 2, 1]","[(1, 33), (33, 16), (16, 15), (15, 29), (29, 32), (32, 27), (27, 35), (35, 26), (26, 34), (34, 25), (25, 36), (36, 40), (40, 19), (19, 4), (4, 38), (38, 41), (41, 39), (39, 2), (2, 37), (37, 1)]","[(1, 0.0), (21, 0.0), (20, 1007.0), (5, 2016.0), (6, 3019.0), (9, 4019.0), (10, 5028.0), (8, 5028.0), (7, 6036.0), (11, 7038.0), (13, 8038.0), (18, 9044.0), (17, 10050.0), (12, 11056.0), (14, 12056.0), (16, 13061.0), (31, 15069.0), (30, 16077.0), (29, 17081.0), (28, 19087.0), (27, 20090.0), (26, 22103.0), (25, 24114.0), (24, 26122.0), (40, 27124.0), (23, 29130.0), (22, 30137.0), (4, 31139.0), (3, 33151.0), (41, 34156.0), (2, 36170.0), (1, 38180.0)]"
VNS,40,0,bench_40_5,ok,-42455.2767,,600.001,38,29,9,10,31237.0,73692.2767,1013.6489,38175.0,91001.0,40183.0,8178702,589.1735,"[23, 24, 28, 7, 8, 9, 11, 10, 12, 13, 14, 15, 16, 22, 21, 19, 18, 20, 29, 30, 33, 32, 34, 35, 36, 37, 38, 2, 41, 5, 17, 6, 31, 26, 27, 39, 40, 3]","[23, 24, 28, 7, 8, 9, 11, 10, 12, 13, 14, 15, 16, 22, 21, 19, 18, 20, 29, 30, 33, 32, 34, 35, 36, 37, 38, 2, 41]","[5, 17, 6, 31, 26, 27, 39, 40, 3]","[25, 14, 22, 30, 33, 34, 35, 38, 41, 1]","[1, 25, 23, 24, 28, 7, 8, 9, 11, 10, 12, 13, 14, 15, 16, 22, 21, 19, 18, 20, 29, 30, 33, 32, 34, 35, 36, 37, 38, 2, 41, 1]","[(1, 4), (4, 25), (25, 5), (5, 14), (14, 17), (17, 22), (22, 6), (6, 30), (30, 31), (31, 33), (33, 26), (26, 34), (34, 27), (27, 35), (35, 39), (39, 38), (38, 40), (40, 41), (41, 3), (3, 1)]","[(1, 0.0), (25, 0.0), (23, 0.0), (24, 1009.0), (28, 2016.0), (7, 3025.0), (8, 4032.0), (9, 5039.0), (11, 6044.0), (10, 7048.0), (12, 8052.0), (13, 9059.0), (14, 10068.0), (15, 12073.0), (16, 13079.0), (22, 14080.0), (21, 16087.0), (19, 17089.0), (18, 18098.0), (20, 19105.0), (29, 20111.0), (30, 21116.0), (33, 23129.0), (32, 25137.0), (34, 26141.0), (35, 28149.0), (36, 30158.0), (37, 31163.0), (38, 32165.0), (2, 34170.0), (41, 35170.0), (1, 37173.0)]"
VNS,40,4,bench_40_5,ok,-42261.4794,,600.0975,36,27,9,10,29894.0,72155.4794,992.51,36171.0,91001.0,40183.0,7078890,565.43,"[37, 35, 34, 33, 30, 20, 19, 21, 22, 16, 15, 14, 13, 12, 10, 9, 8, 7, 6, 23, 24, 28, 25, 5, 39, 3, 41, 31, 18, 11, 32, 26, 27, 4, 40, 2]","[37, 35, 34, 33, 30, 20, 19, 21, 22, 16, 15, 14, 13, 12, 10, 9, 8, 7, 6, 23, 24, 28, 25, 5, 39, 3, 41]","[31, 18, 11, 32, 26, 27, 4, 40, 2]","[30, 13, 10, 9, 6, 25, 39, 3, 41, 1]","[1, 38, 37, 36, 35, 34, 33, 30, 29, 20, 19, 21, 22, 16, 15, 14, 13, 12, 10, 9, 8, 7, 6, 23, 24, 28, 25, 5, 39, 3, 41, 1]","[(1, 17), (17, 30), (30, 31), (31, 13), (13, 18), (18, 10), (10, 11), (11, 9), (9, 32), (32, 6), (6, 26), (26, 25), (25, 27), (27, 39), (39, 4), (4, 3), (3, 40), (40, 41), (41, 2), (2, 1)]","[(1, 0.0), (38, 0.0), (37, 0.0), (36, 1002.0), (35, 1002.0), (34, 2004.0), (33, 3008.0), (30, 4012.0), (29, 5016.0), (20, 5016.0), (19, 6022.0), (21, 7031.0), (22, 8033.0), (16, 9038.0), (15, 10039.0), (14, 11045.0), (13, 12046.0), (12, 14059.0), (10, 15066.0), (9, 17077.0), (8, 19086.0), (7, 20093.0), (6, 21100.0), (23, 23113.0), (24, 24122.0), (28, 25129.0), (25, 26138.0), (5, 28148.0), (39, 29152.0), (3, 31164.0), (41, 33168.0), (1, 35171.0)]"
VNS,40,8,bench_40_5,ok,-41913.3893,,600.2373,37,27,10,10,30692.0,72605.3893,998.6986,37170.0,91001.0,40183.0,7621958,536.6559,"[35, 34, 33, 30, 20, 18, 19, 21, 22, 13, 14, 16, 15, 10, 11, 8, 7, 6, 23, 24, 28, 25, 5, 39, 3, 41, 2, 36, 17, 12, 9, 31, 27, 4, 40, 37, 38]","[35, 34, 33, 30, 20, 18, 19, 21, 22, 13, 14, 16, 15, 10, 11, 8, 7, 6, 23, 24, 28, 25, 5, 39, 3, 41, 2]","[36, 17, 12, 9, 31, 27, 4, 40, 37, 38]","[13, 10, 11, 8, 24, 25, 39, 3, 2, 1]","[1, 35, 26, 34, 32, 33, 30, 29, 20, 18, 19, 21, 22, 13, 14, 16, 15, 10, 11, 8, 7, 6, 23, 24, 28, 25, 5, 39, 3, 41, 2, 1]","[(1, 36), (36, 13), (13, 17), (17, 10), (10, 12), (12, 11), (11, 9), (9, 8), (8, 31), (31, 24), (24, 27), (27, 25), (25, 4), (4, 39), (39, 40), (40, 3), (3, 37), (37, 2), (2, 38), (38, 1)]","[(1, 0.0), (35, 0.0), (26, 1002.0), (34, 1002.0), (32, 2006.0), (33, 2006.0), (30, 3010.0), (29, 4014.0), (20, 4014.0), (18, 5020.0), (19, 6027.0), (21, 7036.0), (22, 8038.0), (13, 9043.0), (14, 11057.0), (16, 12058.0), (15, 13059.0), (10, 14065.0), (11, 16071.0), (8, 18082.0), (7, 20094.0), (6, 21101.0), (23, 22110.0), (24, 23119.0), (28, 25130.0), (25, 26139.0), (5, 28152.0), (39, 29156.0), (3, 31163.0), (41, 33168.0), (2, 34168.0), (1, 36170.0)]"
VNS,50,0,bench_50_1,ok,-47953.9322,,750.0001,49,39,10,10,43466.0,91419.9322,1257.4956,49219.0,113752.0,50223.0,8470559,139.6538,"[44, 35, 34, 30, 31, 16, 15, 17, 18, 19, 20, 12, 13, 14, 11, 10, 9, 8, 23, 22, 21, 29, 28, 32, 27, 25, 24, 7, 6, 4, 5, 50, 49, 48, 47, 46, 45, 51, 2, 41, 37, 39, 38, 26, 36, 3, 40, 42, 43]","[44, 35, 34, 30, 31, 16, 15, 17, 18, 19, 20, 12, 13, 14, 11, 10, 9, 8, 23, 22, 21, 29, 28, 32, 27, 25, 24, 7, 6, 4, 5, 50, 49, 48, 47, 46, 45, 51, 2]","[41, 37, 39, 38, 26, 36, 3, 40, 42, 43]","[31, 14, 21, 25, 24, 50, 48, 45, 2, 1]","[1, 44, 35, 33, 34, 30, 31, 16, 15, 17, 18, 19, 20, 12, 13, 14, 11, 10, 9, 8, 23, 22, 21, 29, 28, 32, 27, 25, 24, 7, 6, 4, 5, 50, 49, 48, 47, 46, 45, 51, 2, 1]","[(1, 41), (41, 31), (31, 37), (37, 14), (14, 39), (39, 21), (21, 38), (38, 25), (25, 26), (26, 24), (24, 36), (36, 50), (50, 3), (3, 48), (48, 40), (40, 45), (45, 42), (42, 2), (2, 43), (43, 1)]","[(1, 0.0), (44, 0.0), (35, 1006.0), (33, 2010.0), (34, 2010.0), (30, 3012.0), (31, 4016.0), (16, 6024.0), (15, 7025.0), (17, 8027.0), (18, 9029.0), (19, 10034.0), (20, 11041.0), (12, 12047.0), (13, 13049.0), (14, 14055.0), (11, 16062.0), (10, 17069.0), (9, 18074.0), (8, 19078.0), (23, 20080.0), (22, 21088.0), (21, 22091.0), (29, 24100.0), (28, 25101.0), (32, 26106.0), (27, 27113.0), (25, 28120.0), (24, 30130.0), (7, 32140.0), (6, 33148.0), (4, 34152.0), (5, 35153.0), (50, 36162.0), (49, 38175.0), (48, 39176.0), (47, 41187.0), (46, 42189.0), (45, 43193.0), (51, 45202.0), (2, 46207.0), (1, 48219.0)]"
VNS,50,2,bench_50_1,ok,-47264.4879,,750.947,49,39,10,10,43466.0,90730.4879,1248.0122,49219.0,113752.0,50223.0,8215134,59.6868,"[35, 34, 30, 31, 16, 15, 17, 18, 19, 20, 12, 13, 14, 11, 10, 9, 8, 23, 22, 21, 29, 32, 27, 25, 24, 7, 6, 4, 5, 50, 49, 48, 47, 46, 45, 40, 44, 43, 2, 38, 28, 26, 36, 37, 41, 39, 42, 51, 3]","[35, 34, 30, 31, 16, 15, 17, 18, 19, 20, 12, 13, 14, 11, 10, 9, 8, 23, 22, 21, 29, 32, 27, 25, 24, 7, 6, 4, 5, 50, 49, 48, 47, 46, 45, 40, 44, 43, 2]","[38, 28, 26, 36, 37, 41, 39, 42, 51, 3]","[29, 27, 25, 6, 49, 45, 44, 43, 2, 1]","[1, 35, 33, 34, 30, 31, 16, 15, 17, 18, 19, 20, 12, 13, 14, 11, 10, 9, 8, 23, 22, 21, 29, 32, 27, 25, 24, 7, 6, 4, 5, 50, 49, 48, 47, 46, 45, 40, 44, 43, 2, 1]","[(1, 38), (38, 29), (29, 28), (28, 27), (27, 26), (26, 25), (25, 36), (36, 6), (6, 37), (37, 49), (49, 41), (41, 45), (45, 39), (39, 44), (44, 42), (42, 43), (43, 51), (51, 2), (2, 3), (3, 1)]","[(1, 0.0), (35, 0.0), (33, 1004.0), (34, 1004.0), (30, 2006.0), (31, 3010.0), (16, 4015.0), (15, 5016.0), (17, 6018.0), (18, 7020.0), (19, 8025.0), (20, 9032.0), (12, 10038.0), (13, 11040.0), (14, 12046.0), (11, 13047.0), (10, 14054.0), (9, 15059.0), (8, 16063.0), (23, 17065.0), (22, 18073.0), (21, 19076.0), (29, 20085.0), (32, 22090.0), (27, 23097.0), (25, 25109.0), (24, 27119.0), (7, 28125.0), (6, 29133.0), (4, 31141.0), (5, 32142.0), (50, 33151.0), (49, 34160.0), (48, 36167.0), (47, 37172.0), (46, 38174.0), (45, 39178.0), (40, 41185.0), (44, 42190.0), (43, 44196.0), (2, 46202.0), (1, 48213.0)]"
VNS,50,6,bench_50_1,ok,-47147.1808,,750.4067,48,38,10,10,42706.0,89853.1808,1235.9447,48215.0,113752.0,50223.0,8434056,109.9784,"[37, 35, 34, 30, 31, 16, 15, 17, 18, 19, 20, 12, 13, 14, 11, 10, 9, 8, 23, 22, 21, 29, 32, 27, 28, 24, 7, 6, 4, 5, 50, 49, 48, 47, 46, 45, 51, 2, 41, 39, 38, 26, 25, 40, 3, 44, 42, 43]","[37, 35, 34, 30, 31, 16, 15, 17, 18, 19, 20, 12, 13, 14, 11, 10, 9, 8, 23, 22, 21, 29, 32, 27, 28, 24, 7, 6, 4, 5, 50, 49, 48, 47, 46, 45, 51, 2]","[41, 39, 38, 26, 25, 40, 3, 44, 42, 43]","[16, 10, 32, 28, 24, 50, 48, 45, 2, 1]","[1, 36, 37, 35, 33, 34, 30, 31, 16, 15, 17, 18, 19, 20, 12, 13, 14, 11, 10, 9, 8, 23, 22, 21, 29, 32, 27, 28, 24, 7, 6, 4, 5, 50, 49, 48, 47, 46, 45, 51, 2, 1]","[(1, 41), (41, 16), (16, 39), (39, 10), (10, 38), (38, 32), (32, 26), (26, 28), (28, 25), (25, 24), (24, 40), (40, 50), (50, 3), (3, 48), (48, 44), (44, 45), (45, 42), (42, 2), (2, 43), (43, 1)]","[(1, 0.0), (36, 0.0), (37, 0.0), (35, 1006.0), (33, 2010.0), (34, 2010.0), (30, 3012.0), (31, 4016.0), (16, 5021.0), (15, 7025.0), (17, 8027.0), (18, 9029.0), (19, 10034.0), (20, 11041.0), (12, 12047.0), (13, 13049.0), (14, 14055.0), (11, 15056.0), (10, 16063.0), (9, 18068.0), (8, 19072.0), (23, 20074.0), (22, 21082.0), (21, 22085.0), (29, 23094.0), (32, 24095.0), (27, 26106.0), (28, 27113.0), (24, 29122.0), (7, 31134.0), (6, 32142.0), (4, 33146.0), (5, 34147.0), (50, 35156.0), (49, 37170.0), (48, 38171.0), (47, 40182.0), (46, 41184.0), (45, 42188.0), (51, 44198.0), (2, 45203.0), (1, 47215.0)]"
VNS,50,0,bench_50_2,ok,-59727.9637,,750.0001,44,36,8,10,37813.0,97540.9637,1341.6914,44199.0,113752.0,50224.0,8010750,479.7326,"[47, 21, 17, 18, 7, 6, 11, 10, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 48, 20, 19, 4, 2, 3, 49, 50, 8, 35, 34, 38, 37, 36, 40, 39]","[47, 21, 17, 18, 7, 6, 11, 10, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 30, 31, 32, 33, 41, 42, 43, 44, 45, 46, 48, 20, 19, 4, 2, 3, 49, 50]","[8, 35, 34, 38, 37, 36, 40, 39]","[47, 23, 31, 32, 33, 42, 46, 4, 50, 1]","[1, 47, 21, 23, 17, 18, 5, 7, 6, 11, 10, 9, 12, 16, 13, 15, 14, 25, 24, 29, 28, 27, 30, 31, 22, 32, 33, 41, 42, 43, 44, 45, 46, 48, 20, 19, 4, 2, 3, 49, 50, 1]","[(1, 51), (51, 47), (47, 26), (26, 23), (23, 8), (8, 31), (31, 35), (35, 32), (32, 34), (34, 33), (33, 38), (38, 42), (42, 37), (37, 46), (46, 36), (36, 4), (4, 40), (40, 50), (50, 39), (39, 1)]","[(1, 0.0), (47, 0.0), (21, 1003.0), (23, 2012.0), (17, 2012.0), (18, 3015.0), (5, 4018.0), (7, 4018.0), (6, 5027.0), (11, 6032.0), (10, 7038.0), (9, 8045.0), (12, 9046.0), (16, 10050.0), (13, 11050.0), (15, 12055.0), (14, 12055.0), (25, 13058.0), (24, 14066.0), (29, 15068.0), (28, 16077.0), (27, 17082.0), (30, 18088.0), (31, 19092.0), (22, 21096.0), (32, 21096.0), (33, 23106.0), (41, 25110.0), (42, 26119.0), (43, 28128.0), (44, 29130.0), (45, 30131.0), (46, 31137.0), (48, 33148.0), (20, 34152.0), (19, 35154.0), (4, 36161.0), (2, 38175.0), (3, 39181.0), (49, 40185.0), (50, 41186.0), (1, 43193.0)]"
VNS,50,2,bench_50_2,ok,-61928.216,,750.1786,43,36,7,10,36781.0,98709.216,1357.7609,43196.0,113752.0,50224.0,7656193,388.6512,"[47, 21, 17, 18, 7, 6, 8, 11, 10, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 30, 31, 32, 33, 41, 42, 43, 44, 45, 48, 20, 19, 4, 2, 3, 49, 50, 36, 34, 35, 38, 5, 40, 39]","[47, 21, 17, 18, 7, 6, 8, 11, 10, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 30, 31, 32, 33, 41, 42, 43, 44, 45, 48, 20, 19, 4, 2, 3, 49, 50]","[36, 34, 35, 38, 5, 40, 39]","[46, 26, 18, 32, 33, 43, 48, 4, 50, 1]","[1, 46, 47, 21, 26, 23, 17, 18, 7, 6, 8, 11, 10, 9, 12, 16, 13, 15, 14, 25, 24, 29, 28, 27, 30, 31, 32, 33, 41, 42, 43, 44, 45, 48, 20, 19, 4, 2, 3, 49, 50, 1]","[(1, 51), (51, 46), (46, 37), (37, 26), (26, 22), (22, 18), (18, 36), (36, 32), (32, 34), (34, 33), (33, 35), (35, 43), (43, 38), (38, 48), (48, 5), (5, 4), (4, 40), (40, 50), (50, 39), (39, 1)]","[(1, 0.0), (46, 0.0), (47, 0.0), (21, 1003.0), (26, 2012.0), (23, 2012.0), (17, 2012.0), (18, 3015.0), (7, 4018.0), (6, 5027.0), (8, 6032.0), (11, 7032.0), (10, 8038.0), (9, 9045.0), (12, 10046.0), (16, 11050.0), (13, 12050.0), (15, 13055.0), (14, 13055.0), (25, 14058.0), (24, 15066.0), (29, 16068.0), (28, 17077.0), (27, 18082.0), (30, 19088.0), (31, 20092.0), (32, 21096.0), (33, 23106.0), (41, 25110.0), (42, 26119.0), (43, 27123.0), (44, 29131.0), (45, 30132.0), (48, 31138.0), (20, 33147.0), (19, 34149.0), (4, 35156.0), (2, 37172.0), (3, 38178.0), (49, 39182.0), (50, 40183.0), (1, 42190.0)]"
VNS,50,6,bench_50_2,ok,-62019.44,,750.4021,42,32,10,10,35719.0,97738.44,1344.4077,42204.0,113752.0,50224.0,7997690,208.8564,"[41, 27, 28, 29, 25, 14, 13, 12, 9, 10, 11, 8, 6, 7, 5, 18, 17, 23, 21, 47, 42, 43, 44, 45, 46, 48, 20, 19, 4, 3, 49, 50, 40, 34, 37, 36, 35, 38, 22, 33, 2, 39]","[41, 27, 28, 29, 25, 14, 13, 12, 9, 10, 11, 8, 6, 7, 5, 18, 17, 23, 21, 47, 42, 43, 44, 45, 46, 48, 20, 19, 4, 3, 49, 50]","[40, 34, 37, 36, 35, 38, 22, 33, 2, 39]","[14, 6, 23, 21, 42, 46, 20, 3, 50, 1]","[1, 51, 41, 32, 31, 30, 27, 28, 29, 24, 25, 14, 15, 13, 16, 12, 9, 10, 11, 8, 6, 7, 5, 18, 17, 23, 26, 21, 47, 42, 43, 44, 45, 46, 48, 20, 19, 4, 3, 49, 50, 1]","[(1, 40), (40, 14), (14, 34), (34, 6), (6, 37), (37, 23), (23, 36), (36, 21), (21, 35), (35, 42), (42, 38), (38, 46), (46, 22), (22, 20), (20, 33), (33, 3), (3, 2), (2, 50), (50, 39), (39, 1)]","[(1, 0.0), (51, 0.0), (41, 0.0), (32, 1009.0), (31, 1009.0), (30, 1009.0), (27, 1009.0), (28, 2015.0), (29, 3020.0), (24, 4029.0), (25, 4029.0), (14, 5037.0), (15, 7042.0), (13, 7042.0), (16, 8047.0), (12, 8047.0), (9, 9051.0), (10, 10052.0), (11, 11059.0), (8, 12065.0), (6, 13065.0), (7, 15071.0), (5, 16080.0), (18, 17088.0), (17, 18091.0), (23, 19094.0), (26, 21106.0), (21, 21106.0), (47, 23121.0), (42, 24124.0), (43, 26134.0), (44, 27136.0), (45, 28137.0), (46, 29143.0), (48, 31154.0), (20, 32158.0), (19, 34164.0), (4, 35171.0), (3, 36179.0), (49, 38186.0), (50, 39187.0), (1, 41198.0)]"
VNS,50,0,bench_50_3,ok,-52868.1843,,750.5015,46,36,10,10,38012.0,90880.1843,1250.0713,46219.0,113752.0,50243.0,7441674,202.6091,"[4, 5, 26, 20, 22, 8, 9, 10, 11, 12, 13, 14, 19, 16, 15, 18, 27, 28, 29, 30, 31, 32, 25, 33, 34, 39, 38, 35, 36, 37, 45, 41, 44, 43, 42, 51, 2, 7, 3, 23, 24, 47, 40, 46, 49, 50]","[4, 5, 26, 20, 22, 8, 9, 10, 11, 12, 13, 14, 19, 16, 15, 18, 27, 28, 29, 30, 31, 32, 25, 33, 34, 39, 38, 35, 36, 37, 45, 41, 44, 43, 42, 51]","[2, 7, 3, 23, 24, 47, 40, 46, 49, 50]","[15, 29, 32, 39, 36, 45, 41, 42, 51, 1]","[1, 48, 4, 5, 6, 26, 20, 21, 22, 8, 9, 10, 11, 12, 13, 14, 17, 19, 16, 15, 18, 27, 28, 29, 30, 31, 32, 25, 33, 34, 39, 38, 35, 36, 37, 45, 41, 44, 43, 42, 51, 1]","[(1, 2), (2, 15), (15, 7), (7, 29), (29, 3), (3, 32), (32, 23), (23, 39), (39, 24), (24, 36), (36, 47), (47, 45), (45, 40), (40, 41), (41, 46), (46, 42), (42, 49), (49, 51), (51, 50), (50, 1)]","[(1, 0.0), (48, 0.0), (4, 0.0), (5, 1004.0), (6, 2012.0), (26, 2012.0), (20, 3016.0), (21, 4019.0), (22, 4019.0), (8, 5025.0), (9, 6027.0), (10, 7035.0), (11, 8044.0), (12, 9047.0), (13, 10056.0), (14, 11057.0), (17, 12057.0), (19, 12057.0), (16, 13065.0), (15, 14066.0), (18, 16073.0), (27, 17082.0), (28, 18088.0), (29, 19096.0), (30, 21097.0), (31, 22106.0), (32, 23113.0), (25, 25127.0), (33, 26131.0), (34, 27133.0), (39, 28137.0), (38, 30148.0), (35, 31153.0), (36, 32160.0), (37, 34172.0), (45, 35174.0), (41, 37186.0), (44, 39194.0), (43, 40202.0), (42, 41210.0), (51, 43211.0), (1, 45214.0)]"
VNS,50,2,bench_50_3,ok,-50421.6662,,750.2645,46,37,9,10,38034.0,88455.6662,1216.7217,46228.0,113752.0,50243.0,7941516,559.7819,"[4, 23, 5, 7, 26, 20, 21, 22, 8, 9, 10, 11, 12, 13, 14, 17, 19, 16, 15, 18, 27, 30, 31, 34, 33, 32, 25, 35, 36, 39, 38, 37, 41, 44, 43, 42, 51, 28, 29, 47, 24, 40, 45, 46, 49, 50]","[4, 23, 5, 7, 26, 20, 21, 22, 8, 9, 10, 11, 12, 13, 14, 17, 19, 16, 15, 18, 27, 30, 31, 34, 33, 32, 25, 35, 36, 39, 38, 37, 41, 44, 43, 42, 51]","[28, 29, 47, 24, 40, 45, 46, 49, 50]","[3, 31, 32, 36, 38, 37, 41, 42, 51, 1]","[1, 2, 3, 4, 23, 5, 7, 6, 26, 20, 21, 22, 8, 9, 10, 11, 12, 13, 14, 17, 19, 16, 15, 18, 27, 30, 31, 34, 33, 32, 25, 35, 36, 39, 38, 37, 41, 44, 43, 42, 51, 1]","[(1, 48), (48, 3), (3, 28), (28, 31), (31, 29), (29, 32), (32, 47), (47, 36), (36, 24), (24, 38), (38, 40), (40, 37), (37, 45), (45, 41), (41, 46), (46, 42), (42, 49), (49, 51), (51, 50), (50, 1)]","[(1, 0.0), (2, 0.0), (3, 0.0), (4, 0.0), (23, 1004.0), (5, 2012.0), (7, 3020.0), (6, 4021.0), (26, 4021.0), (20, 5025.0), (21, 6028.0), (22, 7036.0), (8, 8042.0), (9, 9044.0), (10, 10052.0), (11, 11061.0), (12, 12064.0), (13, 13073.0), (14, 14074.0), (17, 15074.0), (19, 16082.0), (16, 17090.0), (15, 18091.0), (18, 19096.0), (27, 20105.0), (30, 21111.0), (31, 22120.0), (34, 24135.0), (33, 25139.0), (32, 26141.0), (25, 28150.0), (35, 29154.0), (36, 30161.0), (39, 32172.0), (38, 33175.0), (37, 35189.0), (41, 37194.0), (44, 39203.0), (43, 40211.0), (42, 41219.0), (51, 43220.0), (1, 45223.0)]"
VNS,50,6,bench_50_3,ok,-52811.5867,,750.7893,47,38,9,10,38604.0,91415.5867,1257.4359,47230.0,113752.0,50243.0,7282129,294.3419,"[4, 5, 23, 47, 24, 26, 20, 22, 8, 9, 10, 11, 12, 13, 14, 17, 19, 16, 15, 18, 27, 28, 29, 30, 31, 32, 25, 33, 34, 39, 38, 37, 41, 44, 43, 49, 50, 51, 7, 6, 35, 36, 40, 45, 42, 46, 2]","[4, 5, 23, 47, 24, 26, 20, 22, 8, 9, 10, 11, 12, 13, 14, 17, 19, 16, 15, 18, 27, 28, 29, 30, 31, 32, 25, 33, 34, 39, 38, 37, 41, 44, 43, 49, 50, 51]","[7, 6, 35, 36, 40, 45, 42, 46, 2]","[48, 29, 32, 34, 38, 37, 41, 43, 50, 1]","[1, 48, 4, 5, 23, 47, 24, 26, 20, 21, 22, 8, 9, 10, 11, 12, 13, 14, 17, 19, 16, 15, 18, 27, 28, 29, 30, 31, 32, 25, 33, 34, 39, 38, 37, 41, 44, 43, 49, 50, 51, 1]","[(1, 3), (3, 48), (48, 7), (7, 29), (29, 6), (6, 32), (32, 35), (35, 34), (34, 36), (36, 38), (38, 40), (40, 37), (37, 45), (45, 41), (41, 42), (42, 43), (43, 46), (46, 50), (50, 2), (2, 1)]","[(1, 0.0), (48, 0.0), (4, 0.0), (5, 1004.0), (23, 2012.0), (47, 3020.0), (24, 4028.0), (26, 5037.0), (20, 6041.0), (21, 7044.0), (22, 7044.0), (8, 8050.0), (9, 9052.0), (10, 10060.0), (11, 11069.0), (12, 12072.0), (13, 13081.0), (14, 14082.0), (17, 15082.0), (19, 16090.0), (16, 17098.0), (15, 18099.0), (18, 19104.0), (27, 20113.0), (28, 21119.0), (29, 22127.0), (30, 24128.0), (31, 25137.0), (32, 26144.0), (25, 28161.0), (33, 29165.0), (34, 30167.0), (39, 32178.0), (38, 33181.0), (37, 35189.0), (41, 37194.0), (44, 39203.0), (43, 40211.0), (49, 42219.0), (50, 43222.0), (51, 45228.0), (1, 46228.0)]"
