method,n,seed,instance,status,objective,gap_%,time_s,n_items,n_truck,n_drone,n_rendv,profit,rental,arrival,W_final,W_capacity,W_actual,evals,time_to_best_s,reheats,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,truck_route_node_ids,drone_arc_node_ids,W_sequence
SA,40,4,bench_40_5,ok,-34802.5304,,600.0434,39,25,14,14,31895.0,66697.5304,917.4351,39181.0,91001.0,40183.0,29912592,525.6356,199,"[5, 25, 24, 23, 7, 8, 9, 15, 16, 14, 13, 21, 19, 18, 20, 29, 30, 33, 34, 35, 36, 37, 38, 2, 41, 39, 28, 6, 11, 22, 10, 17, 12, 27, 32, 31, 26, 3, 40]","[5, 25, 24, 23, 7, 8, 9, 15, 16, 14, 13, 21, 19, 18, 20, 29, 30, 33, 34, 35, 36, 37, 38, 2, 41]","[39, 28, 6, 11, 22, 10, 17, 12, 27, 32, 31, 26, 3, 40]","[25, 23, 8, 9, 15, 13, 18, 30, 33, 34, 35, 38, 41, 1]","[1, 4, 5, 25, 24, 23, 7, 8, 9, 15, 16, 14, 13, 21, 19, 18, 20, 29, 30, 33, 34, 35, 36, 37, 38, 2, 41, 1]","[(4, 39), (39, 25), (25, 28), (28, 23), (23, 6), (6, 8), (8, 11), (11, 9), (9, 22), (22, 15), (15, 10), (10, 13), (13, 17), (17, 18), (18, 12), (12, 30), (30, 27), (27, 33), (33, 32), (32, 34), (34, 31), (31, 35), (35, 26), (26, 38), (38, 3), (3, 41), (41, 40), (40, 1)]","[(1, 0.0), (4, 0.0), (5, 0.0), (25, 1004.0), (24, 3015.0), (23, 4022.0), (7, 6040.0), (8, 7047.0), (9, 9063.0), (15, 11072.0), (16, 13083.0), (14, 14084.0), (13, 15085.0), (21, 17098.0), (19, 18100.0), (18, 19109.0), (20, 21118.0), (29, 22124.0), (30, 23129.0), (33, 25140.0), (34, 27151.0), (35, 29159.0), (36, 31165.0), (37, 32170.0), (38, 33172.0), (2, 35176.0), (41, 36176.0), (1, 38178.0)]"
SA,40,6,bench_40_5,ok,-34426.7835,,600.0405,38,23,15,16,31146.0,65572.7835,901.964,38174.0,91001.0,40183.0,29614542,569.6384,197,"[3, 39, 5, 24, 28, 9, 10, 12, 13, 14, 16, 22, 19, 18, 20, 30, 33, 32, 34, 35, 36, 38, 2, 6, 23, 7, 8, 11, 15, 17, 21, 29, 31, 26, 27, 4, 37, 41]","[3, 39, 5, 24, 28, 9, 10, 12, 13, 14, 16, 22, 19, 18, 20, 30, 33, 32, 34, 35, 36, 38, 2]","[6, 23, 7, 8, 11, 15, 17, 21, 29, 31, 26, 27, 4, 37, 41]","[39, 24, 28, 9, 12, 16, 22, 18, 20, 30, 33, 34, 35, 38, 2, 1]","[1, 3, 39, 5, 25, 24, 28, 9, 10, 12, 13, 14, 16, 22, 19, 18, 20, 30, 33, 32, 34, 35, 36, 38, 2, 1]","[(1, 40), (40, 39), (5, 6), (6, 24), (24, 23), (23, 28), (28, 7), (7, 9), (9, 8), (8, 12), (12, 11), (11, 16), (16, 15), (15, 22), (22, 17), (17, 18), (18, 21), (21, 20), (20, 29), (29, 30), (30, 31), (31, 33), (33, 26), (26, 34), (34, 27), (27, 35), (35, 4), (4, 38), (38, 37), (37, 2), (2, 41), (41, 1)]","[(1, 0.0), (3, 0.0), (39, 1002.0), (5, 2007.0), (25, 3011.0), (24, 3011.0), (28, 5027.0), (9, 7045.0), (10, 9057.0), (12, 10061.0), (13, 12075.0), (14, 13084.0), (16, 14085.0), (22, 16090.0), (19, 18101.0), (18, 19110.0), (20, 21119.0), (30, 23127.0), (33, 25136.0), (32, 27144.0), (34, 28148.0), (35, 30156.0), (36, 32165.0), (38, 33170.0), (2, 35172.0), (1, 37174.0)]"
SA,40,8,bench_40_5,ok,-34931.3567,,600.0432,37,25,12,14,30712.0,65643.3567,902.9348,37177.0,91001.0,40183.0,29992249,389.9424,200,"[2, 37, 36, 35, 34, 32, 31, 30, 29, 20, 19, 21, 13, 14, 16, 15, 9, 8, 7, 23, 24, 25, 5, 39, 3, 33, 27, 18, 17, 22, 12, 11, 10, 28, 6, 40, 41]","[2, 37, 36, 35, 34, 32, 31, 30, 29, 20, 19, 21, 13, 14, 16, 15, 9, 8, 7, 23, 24, 25, 5, 39, 3]","[33, 27, 18, 17, 22, 12, 11, 10, 28, 6, 40, 41]","[35, 34, 31, 20, 19, 13, 16, 9, 7, 24, 25, 39, 3, 1]","[1, 2, 38, 37, 36, 35, 34, 32, 31, 30, 29, 20, 19, 21, 13, 14, 16, 15, 9, 8, 7, 23, 24, 25, 5, 39, 3, 1]","[(1, 4), (4, 35), (35, 33), (33, 34), (34, 26), (26, 31), (31, 27), (27, 20), (20, 18), (18, 19), (19, 17), (17, 13), (13, 22), (22, 16), (16, 12), (12, 9), (9, 11), (11, 7), (7, 10), (10, 24), (24, 28), (28, 25), (25, 6), (6, 39), (39, 40), (40, 3), (3, 41), (41, 1)]","[(1, 0.0), (2, 0.0), (38, 1000.0), (37, 1000.0), (36, 2002.0), (35, 3007.0), (34, 4009.0), (32, 6017.0), (31, 7021.0), (30, 8025.0), (29, 9029.0), (20, 10034.0), (19, 12047.0), (21, 14063.0), (13, 15065.0), (14, 17076.0), (16, 18077.0), (15, 20083.0), (9, 21089.0), (8, 23101.0), (7, 24108.0), (23, 26119.0), (24, 27128.0), (25, 29139.0), (5, 31154.0), (39, 32158.0), (3, 34172.0), (1, 36177.0)]"
SA,50,0,bench_50_1,ok,-37101.6754,,750.077,50,36,14,14,44197.0,81298.6754,1118.2761,50223.0,113752.0,50223.0,32341875,734.5422,173,"[44, 40, 36, 37, 35, 33, 34, 30, 31, 17, 18, 19, 20, 12, 13, 11, 10, 9, 8, 23, 22, 21, 29, 32, 27, 25, 7, 6, 5, 50, 49, 46, 47, 48, 51, 2, 41, 42, 38, 16, 14, 15, 24, 28, 39, 4, 26, 45, 43, 3]","[44, 40, 36, 37, 35, 33, 34, 30, 31, 17, 18, 19, 20, 12, 13, 11, 10, 9, 8, 23, 22, 21, 29, 32, 27, 25, 7, 6, 5, 50, 49, 46, 47, 48, 51, 2]","[41, 42, 38, 16, 14, 15, 24, 28, 39, 4, 26, 45, 43, 3]","[44, 37, 31, 17, 12, 8, 22, 25, 5, 50, 46, 48, 2, 1]","[1, 44, 40, 36, 37, 35, 33, 34, 30, 31, 17, 18, 19, 20, 12, 13, 11, 10, 9, 8, 23, 22, 21, 29, 32, 27, 25, 7, 6, 5, 50, 49, 46, 47, 48, 51, 2, 1]","[(1, 41), (41, 44), (44, 42), (42, 37), (37, 38), (38, 31), (31, 16), (16, 17), (18, 14), (14, 12), (12, 15), (15, 8), (8, 24), (24, 22), (21, 28), (28, 25), (25, 39), (39, 5), (5, 4), (4, 50), (50, 26), (26, 46), (46, 45), (45, 48), (48, 43), (43, 2), (2, 3), (3, 1)]","[(1, 0.0), (44, 0.0), (40, 2009.0), (36, 3014.0), (37, 4018.0), (35, 6030.0), (33, 7034.0), (34, 8038.0), (30, 9040.0), (31, 10044.0), (17, 12053.0), (18, 14056.0), (19, 15061.0), (20, 16068.0), (12, 17074.0), (13, 19077.0), (11, 20083.0), (10, 21090.0), (9, 22095.0), (8, 23099.0), (23, 25103.0), (22, 26111.0), (21, 28120.0), (29, 29129.0), (32, 30130.0), (27, 31137.0), (25, 32144.0), (7, 34155.0), (6, 35163.0), (5, 36167.0), (50, 38176.0), (49, 40186.0), (46, 41187.0), (47, 43195.0), (48, 44197.0), (51, 46206.0), (2, 47211.0), (1, 49217.0)]"
SA,50,2,bench_50_1,ok,-35697.7472,,750.1347,49,31,18,18,43584.0,79281.7472,1090.533,49217.0,113752.0,50223.0,32450305,750.1347,174,"[5, 6, 7, 24, 27, 28, 22, 23, 10, 11, 13, 12, 20, 19, 18, 17, 31, 30, 34, 33, 35, 36, 39, 41, 44, 45, 47, 49, 48, 51, 2, 50, 4, 8, 29, 21, 32, 9, 14, 15, 16, 25, 38, 37, 40, 42, 46, 26, 43]","[5, 6, 7, 24, 27, 28, 22, 23, 10, 11, 13, 12, 20, 19, 18, 17, 31, 30, 34, 33, 35, 36, 39, 41, 44, 45, 47, 49, 48, 51, 2]","[50, 4, 8, 29, 21, 32, 9, 14, 15, 16, 25, 38, 37, 40, 42, 46, 26, 43]","[5, 6, 28, 22, 23, 10, 12, 18, 30, 35, 36, 39, 41, 44, 45, 47, 51, 1]","[1, 3, 5, 6, 7, 24, 27, 28, 22, 23, 10, 11, 13, 12, 20, 19, 18, 17, 31, 30, 34, 33, 35, 36, 39, 41, 44, 45, 47, 49, 48, 51, 2, 1]","[(3, 50), (50, 5), (5, 4), (4, 6), (6, 8), (8, 28), (28, 29), (29, 22), (22, 21), (21, 23), (23, 32), (32, 10), (11, 9), (9, 12), (12, 14), (14, 18), (17, 15), (15, 30), (30, 16), (16, 35), (35, 25), (25, 36), (36, 38), (38, 39), (39, 37), (37, 41), (41, 40), (40, 44), (44, 42), (42, 45), (45, 46), (46, 47), (47, 26), (26, 51), (2, 43), (43, 1)]","[(1, 0.0), (3, 0.0), (5, 0.0), (6, 2018.0), (7, 4023.0), (24, 5031.0), (27, 6037.0), (28, 7044.0), (22, 9051.0), (23, 11055.0), (10, 13072.0), (11, 15084.0), (13, 16091.0), (12, 17097.0), (20, 19103.0), (19, 20109.0), (18, 21116.0), (17, 23122.0), (31, 24124.0), (30, 25129.0), (34, 27135.0), (33, 28137.0), (35, 29141.0), (36, 31146.0), (39, 33156.0), (41, 35160.0), (44, 37169.0), (45, 39180.0), (47, 41190.0), (49, 43196.0), (48, 44197.0), (51, 45202.0), (2, 47211.0), (1, 48217.0)]"
SA,50,4,bench_50_1,ok,-35440.6906,,750.1418,50,32,18,18,44197.0,79637.6906,1095.429,50223.0,113752.0,50223.0,32232046,750.1417,172,"[43, 41, 39, 36, 37, 35, 33, 34, 30, 31, 17, 18, 20, 12, 13, 11, 8, 23, 22, 21, 29, 28, 32, 24, 7, 6, 50, 49, 47, 46, 51, 2, 42, 40, 38, 26, 15, 16, 14, 10, 9, 25, 27, 19, 5, 4, 48, 45, 44, 3]","[43, 41, 39, 36, 37, 35, 33, 34, 30, 31, 17, 18, 20, 12, 13, 11, 8, 23, 22, 21, 29, 28, 32, 24, 7, 6, 50, 49, 47, 46, 51, 2]","[42, 40, 38, 26, 15, 16, 14, 10, 9, 25, 27, 19, 5, 4, 48, 45, 44, 3]","[41, 37, 33, 30, 17, 13, 11, 8, 22, 28, 32, 7, 6, 50, 49, 46, 2, 1]","[1, 43, 41, 39, 36, 37, 35, 33, 34, 30, 31, 17, 18, 20, 12, 13, 11, 8, 23, 22, 21, 29, 28, 32, 24, 7, 6, 50, 49, 47, 46, 51, 2, 1]","[(1, 42), (42, 41), (41, 40), (40, 37), (37, 38), (38, 33), (33, 26), (26, 30), (30, 15), (15, 17), (17, 16), (16, 13), (13, 14), (14, 11), (11, 10), (10, 8), (8, 9), (9, 22), (22, 25), (25, 28), (28, 27), (27, 32), (32, 19), (19, 7), (7, 5), (5, 6), (6, 4), (4, 50), (50, 48), (48, 49), (49, 45), (45, 46), (46, 44), (44, 2), (2, 3), (3, 1)]","[(1, 0.0), (43, 0.0), (41, 1000.0), (39, 3009.0), (36, 4009.0), (37, 5013.0), (35, 7024.0), (33, 8028.0), (34, 10036.0), (30, 11038.0), (31, 13046.0), (17, 14051.0), (18, 16055.0), (20, 17060.0), (12, 18066.0), (13, 19068.0), (11, 21075.0), (8, 23083.0), (23, 25090.0), (22, 26098.0), (21, 28105.0), (29, 29114.0), (28, 30115.0), (32, 32126.0), (24, 34140.0), (7, 35146.0), (6, 37161.0), (50, 39174.0), (49, 41184.0), (47, 43190.0), (46, 44192.0), (51, 46200.0), (2, 47205.0), (1, 49217.0)]"
SA,50,6,bench_50_1,ok,-36775.3777,,750.1446,50,33,17,17,44197.0,80972.3777,1113.7879,50223.0,113752.0,50223.0,32025349,750.1445,171,"[43, 44, 40, 41, 42, 39, 37, 36, 33, 34, 30, 31, 17, 18, 19, 20, 12, 13, 11, 10, 8, 23, 22, 21, 29, 28, 24, 7, 5, 50, 49, 48, 3, 47, 25, 38, 45, 35, 26, 15, 14, 16, 9, 32, 27, 6, 46, 51, 4, 2]","[43, 44, 40, 41, 42, 39, 37, 36, 33, 34, 30, 31, 17, 18, 19, 20, 12, 13, 11, 10, 8, 23, 22, 21, 29, 28, 24, 7, 5, 50, 49, 48, 3]","[47, 25, 38, 45, 35, 26, 15, 14, 16, 9, 32, 27, 6, 46, 51, 4, 2]","[40, 37, 36, 33, 34, 31, 19, 13, 8, 21, 28, 24, 7, 50, 48, 3, 1]","[1, 43, 44, 40, 41, 42, 39, 37, 36, 33, 34, 30, 31, 17, 18, 19, 20, 12, 13, 11, 10, 8, 23, 22, 21, 29, 28, 24, 7, 5, 50, 49, 48, 3, 1]","[(1, 47), (47, 40), (40, 25), (25, 37), (37, 38), (38, 36), (36, 45), (45, 33), (33, 35), (35, 34), (34, 26), (26, 31), (31, 15), (15, 19), (19, 14), (14, 13), (13, 16), (16, 8), (8, 9), (9, 21), (21, 32), (32, 28), (28, 27), (27, 24), (24, 6), (6, 7), (7, 46), (46, 50), (50, 51), (51, 48), (48, 4), (4, 3), (3, 2), (2, 1)]","[(1, 0.0), (43, 0.0), (44, 1000.0), (40, 2006.0), (41, 4013.0), (42, 5016.0), (39, 6022.0), (37, 7022.0), (36, 9034.0), (33, 11042.0), (34, 13050.0), (30, 15056.0), (31, 16060.0), (17, 18069.0), (18, 19071.0), (19, 20076.0), (20, 22085.0), (12, 23091.0), (13, 24093.0), (11, 26100.0), (10, 27107.0), (8, 28112.0), (23, 30115.0), (22, 31123.0), (21, 32126.0), (29, 34139.0), (28, 35140.0), (24, 37152.0), (7, 39165.0), (5, 41177.0), (50, 42186.0), (49, 44199.0), (48, 45200.0), (3, 47210.0), (1, 49217.0)]"
SA,50,8,bench_50_1,ok,-35221.775,,750.0764,48,34,14,15,42926.0,78147.775,1074.935,48211.0,113752.0,50223.0,32186637,42.8709,172,"[4, 5, 7, 28, 21, 22, 23, 8, 9, 10, 11, 13, 12, 20, 19, 18, 17, 31, 30, 34, 35, 37, 36, 39, 41, 40, 44, 45, 46, 47, 49, 48, 51, 2, 29, 32, 27, 14, 16, 15, 25, 33, 26, 38, 6, 50, 42, 43]","[4, 5, 7, 28, 21, 22, 23, 8, 9, 10, 11, 13, 12, 20, 19, 18, 17, 31, 30, 34, 35, 37, 36, 39, 41, 40, 44, 45, 46, 47, 49, 48, 51, 2]","[29, 32, 27, 14, 16, 15, 25, 33, 26, 38, 6, 50, 42, 43]","[4, 28, 23, 9, 13, 17, 30, 34, 35, 36, 39, 45, 49, 2, 1]","[1, 3, 4, 5, 7, 28, 21, 22, 23, 8, 9, 10, 11, 13, 12, 20, 19, 18, 17, 31, 30, 34, 35, 37, 36, 39, 41, 40, 44, 45, 46, 47, 49, 48, 51, 2, 1]","[(1, 24), (24, 4), (5, 29), (29, 28), (28, 32), (32, 23), (23, 27), (27, 9), (11, 14), (14, 13), (13, 16), (16, 17), (17, 15), (15, 30), (30, 25), (25, 34), (34, 33), (33, 35), (35, 26), (26, 36), (36, 38), (38, 39), (39, 6), (6, 45), (45, 50), (50, 49), (49, 42), (42, 2), (2, 43), (43, 1)]","[(1, 0.0), (3, 0.0), (4, 0.0), (5, 1001.0), (7, 2010.0), (28, 3018.0), (21, 5024.0), (22, 6033.0), (23, 7036.0), (8, 9051.0), (9, 10053.0), (10, 12064.0), (11, 13069.0), (13, 14076.0), (12, 16083.0), (20, 17085.0), (19, 18091.0), (18, 19098.0), (17, 20103.0), (31, 22106.0), (30, 23111.0), (34, 25117.0), (35, 27125.0), (37, 29133.0), (36, 30139.0), (39, 32147.0), (41, 34151.0), (40, 35154.0), (44, 36159.0), (45, 37165.0), (46, 39173.0), (47, 40177.0), (49, 41179.0), (48, 43189.0), (51, 44194.0), (2, 45199.0), (1, 47211.0)]"
SA,50,0,bench_50_2,ok,-37492.621,,750.1161,48,35,13,14,39956.0,77448.621,1065.318,48212.0,113752.0,50224.0,31793153,750.1161,170,"[50, 49, 3, 4, 20, 19, 18, 17, 11, 10, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 30, 31, 32, 22, 21, 47, 46, 43, 42, 41, 38, 37, 39, 40, 51, 2, 7, 8, 15, 6, 36, 23, 48, 45, 44, 33, 34, 35]","[50, 49, 3, 4, 20, 19, 18, 17, 11, 10, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 30, 31, 32, 22, 21, 47, 46, 43, 42, 41, 38, 37, 39, 40, 51]","[2, 7, 8, 15, 6, 36, 23, 48, 45, 44, 33, 34, 35]","[4, 17, 10, 16, 24, 27, 32, 47, 46, 42, 41, 38, 39, 1]","[1, 50, 49, 3, 4, 20, 19, 5, 18, 17, 11, 10, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 30, 31, 32, 22, 21, 47, 46, 43, 42, 41, 38, 37, 39, 40, 51, 1]","[(1, 2), (2, 4), (4, 7), (7, 17), (17, 8), (8, 10), (10, 15), (15, 16), (16, 6), (6, 24), (24, 26), (26, 27), (27, 36), (36, 32), (32, 23), (23, 47), (47, 48), (48, 46), (46, 45), (45, 42), (42, 44), (44, 41), (41, 33), (33, 38), (38, 34), (34, 39), (39, 35), (35, 1)]","[(1, 0.0), (50, 0.0), (49, 1005.0), (3, 2006.0), (4, 3010.0), (20, 5024.0), (19, 6026.0), (5, 7033.0), (18, 7033.0), (17, 8036.0), (11, 10048.0), (10, 11054.0), (9, 13061.0), (12, 14062.0), (16, 15066.0), (13, 17068.0), (14, 18073.0), (25, 19076.0), (24, 20084.0), (29, 22091.0), (28, 23100.0), (27, 24105.0), (30, 25111.0), (31, 26115.0), (32, 27119.0), (22, 29129.0), (21, 30133.0), (47, 31142.0), (46, 33152.0), (43, 35162.0), (42, 36164.0), (41, 38174.0), (38, 40184.0), (37, 42192.0), (39, 43197.0), (40, 45204.0), (51, 46206.0), (1, 47206.0)]"
SA,50,2,bench_50_2,ok,-39071.7062,,750.1257,50,33,17,17,40803.0,79874.7062,1098.6892,50224.0,113752.0,50224.0,31566474,750.1257,169,"[44, 43, 45, 50, 49, 3, 20, 19, 5, 18, 6, 11, 10, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 30, 31, 32, 35, 34, 33, 41, 38, 40, 51, 37, 4, 2, 48, 7, 23, 8, 15, 17, 26, 22, 47, 36, 42, 21, 39, 46]","[44, 43, 45, 50, 49, 3, 20, 19, 5, 18, 6, 11, 10, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 30, 31, 32, 35, 34, 33, 41, 38, 40, 51]","[37, 4, 2, 48, 7, 23, 8, 15, 17, 26, 22, 47, 36, 42, 21, 39, 46]","[43, 3, 20, 18, 6, 12, 14, 25, 27, 30, 32, 35, 34, 33, 38, 40, 1]","[1, 44, 43, 45, 50, 49, 3, 20, 19, 5, 18, 6, 11, 10, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 30, 31, 32, 35, 34, 33, 41, 38, 40, 51, 1]","[(1, 37), (37, 43), (45, 4), (4, 3), (3, 2), (2, 20), (20, 48), (48, 18), (18, 7), (7, 6), (6, 23), (23, 12), (12, 8), (8, 14), (14, 15), (15, 25), (25, 17), (17, 27), (27, 26), (26, 30), (30, 22), (22, 32), (32, 47), (47, 35), (35, 36), (36, 34), (34, 42), (42, 33), (33, 21), (21, 38), (38, 39), (39, 40), (40, 46), (46, 1)]","[(1, 0.0), (44, 0.0), (43, 1001.0), (45, 3008.0), (50, 4014.0), (49, 5019.0), (3, 6020.0), (20, 8032.0), (19, 10040.0), (5, 11047.0), (18, 12055.0), (6, 14062.0), (11, 16076.0), (10, 17082.0), (9, 18089.0), (12, 19090.0), (16, 21101.0), (13, 22101.0), (14, 23106.0), (25, 25109.0), (24, 27119.0), (29, 28121.0), (28, 29130.0), (27, 30135.0), (30, 32144.0), (31, 34152.0), (32, 35156.0), (35, 37164.0), (34, 39173.0), (33, 41180.0), (41, 43187.0), (38, 44196.0), (40, 46210.0), (51, 48218.0), (1, 49218.0)]"
SA,50,4,bench_50_2,ok,-39563.7312,,750.1569,47,33,14,15,39311.0,78874.7312,1084.9344,47204.0,113752.0,50224.0,32069169,750.1568,172,"[49, 3, 20, 19, 18, 17, 6, 11, 10, 9, 12, 13, 14, 25, 24, 29, 27, 30, 31, 32, 22, 21, 47, 46, 45, 44, 43, 42, 41, 38, 39, 40, 51, 35, 2, 7, 8, 16, 15, 28, 36, 23, 48, 33, 34, 37, 50]","[49, 3, 20, 19, 18, 17, 6, 11, 10, 9, 12, 13, 14, 25, 24, 29, 27, 30, 31, 32, 22, 21, 47, 46, 45, 44, 43, 42, 41, 38, 39, 40, 51]","[35, 2, 7, 8, 16, 15, 28, 36, 23, 48, 33, 34, 37, 50]","[20, 6, 10, 12, 13, 29, 27, 30, 32, 45, 42, 41, 38, 39, 1]","[1, 49, 3, 4, 20, 19, 5, 18, 17, 6, 11, 10, 9, 12, 13, 14, 25, 24, 29, 27, 30, 31, 32, 22, 21, 47, 46, 45, 44, 43, 42, 41, 38, 39, 40, 51, 1]","[(1, 35), (35, 20), (20, 2), (2, 6), (6, 7), (7, 10), (10, 8), (8, 12), (12, 16), (16, 13), (13, 15), (15, 29), (29, 28), (28, 27), (27, 26), (26, 30), (30, 36), (36, 32), (22, 23), (23, 45), (45, 48), (48, 42), (42, 33), (33, 41), (41, 34), (34, 38), (38, 37), (37, 39), (39, 50), (50, 1)]","[(1, 0.0), (49, 0.0), (3, 1001.0), (4, 2005.0), (20, 2005.0), (19, 4013.0), (5, 5020.0), (18, 5020.0), (17, 6023.0), (6, 7026.0), (11, 9037.0), (10, 10043.0), (9, 12059.0), (12, 13060.0), (13, 15064.0), (14, 17069.0), (25, 18072.0), (24, 19080.0), (29, 20082.0), (27, 22093.0), (30, 24104.0), (31, 25108.0), (32, 26112.0), (22, 28122.0), (21, 29126.0), (47, 30135.0), (46, 31138.0), (45, 32144.0), (44, 34157.0), (43, 35158.0), (42, 36160.0), (41, 38168.0), (38, 40180.0), (39, 42186.0), (40, 44197.0), (51, 45199.0), (1, 46199.0)]"
SA,50,6,bench_50_2,ok,-39150.2332,,750.0713,47,30,17,19,39444.0,78594.2332,1081.0761,47205.0,113752.0,50224.0,31474494,519.8871,168,"[44, 43, 42, 46, 47, 48, 4, 20, 18, 17, 6, 11, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 31, 32, 35, 34, 37, 38, 40, 51, 3, 45, 2, 49, 19, 7, 10, 15, 8, 30, 21, 22, 33, 36, 41, 39, 50]","[44, 43, 42, 46, 47, 48, 4, 20, 18, 17, 6, 11, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 31, 32, 35, 34, 37, 38, 40, 51]","[3, 45, 2, 49, 19, 7, 10, 15, 8, 30, 21, 22, 33, 36, 41, 39, 50]","[42, 46, 48, 20, 18, 23, 6, 11, 9, 13, 24, 27, 31, 32, 35, 34, 38, 40, 1]","[1, 44, 43, 42, 46, 47, 48, 4, 20, 18, 17, 23, 6, 11, 9, 12, 16, 13, 14, 25, 24, 29, 28, 27, 31, 32, 35, 34, 37, 38, 40, 51, 1]","[(1, 3), (3, 42), (42, 45), (45, 46), (46, 2), (2, 48), (48, 49), (49, 20), (20, 5), (5, 18), (18, 19), (19, 23), (23, 26), (26, 6), (6, 7), (7, 11), (11, 10), (10, 9), (9, 15), (15, 13), (13, 8), (8, 24), (24, 30), (30, 27), (27, 21), (21, 31), (31, 22), (22, 32), (32, 33), (33, 35), (35, 36), (36, 34), (34, 41), (41, 38), (38, 39), (39, 40), (40, 50), (50, 1)]","[(1, 0.0), (44, 0.0), (43, 1001.0), (42, 2003.0), (46, 4011.0), (47, 6023.0), (48, 7026.0), (4, 9036.0), (20, 10044.0), (18, 12047.0), (17, 13050.0), (23, 14053.0), (6, 15060.0), (11, 16065.0), (9, 18080.0), (12, 20088.0), (16, 21092.0), (13, 22092.0), (14, 24099.0), (25, 25102.0), (24, 26110.0), (29, 28112.0), (28, 29121.0), (27, 30126.0), (31, 32136.0), (32, 34149.0), (35, 36157.0), (34, 38166.0), (37, 40173.0), (38, 41178.0), (40, 43192.0), (51, 45200.0), (1, 46200.0)]"
SA,50,8,bench_50_2,ok,-38820.8492,,750.0762,48,32,16,17,40165.0,78985.8492,1086.4629,48216.0,113752.0,50224.0,31560821,468.9614,169,"[40, 39, 37, 34, 33, 21, 31, 30, 27, 28, 29, 24, 25, 14, 13, 12, 10, 9, 16, 23, 17, 19, 20, 4, 3, 49, 50, 45, 42, 43, 44, 51, 41, 35, 36, 47, 7, 15, 11, 8, 18, 6, 5, 46, 2, 48, 38, 32]","[40, 39, 37, 34, 33, 21, 31, 30, 27, 28, 29, 24, 25, 14, 13, 12, 10, 9, 16, 23, 17, 19, 20, 4, 3, 49, 50, 45, 42, 43, 44, 51]","[41, 35, 36, 47, 7, 15, 11, 8, 18, 6, 5, 46, 2, 48, 38, 32]","[37, 34, 33, 21, 31, 14, 12, 10, 16, 23, 19, 4, 3, 50, 45, 44, 1]","[1, 40, 39, 37, 34, 33, 21, 22, 31, 30, 27, 28, 29, 24, 25, 14, 13, 12, 10, 9, 16, 23, 17, 19, 20, 4, 3, 49, 50, 45, 42, 43, 44, 51, 1]","[(1, 41), (41, 37), (37, 35), (35, 34), (34, 36), (36, 33), (33, 47), (47, 21), (21, 26), (26, 31), (31, 7), (7, 14), (14, 15), (15, 12), (12, 11), (11, 10), (10, 8), (8, 16), (16, 18), (18, 23), (23, 6), (6, 19), (19, 5), (5, 4), (4, 46), (46, 3), (3, 2), (2, 50), (50, 48), (48, 45), (45, 38), (38, 44), (44, 32), (32, 1)]","[(1, 0.0), (40, 0.0), (39, 1002.0), (37, 2008.0), (34, 4022.0), (33, 6029.0), (21, 8038.0), (22, 10050.0), (31, 10050.0), (30, 11054.0), (27, 12058.0), (28, 13064.0), (29, 14069.0), (24, 15078.0), (25, 16080.0), (14, 17088.0), (13, 19100.0), (12, 20105.0), (10, 22111.0), (9, 24124.0), (16, 25125.0), (23, 27125.0), (17, 29135.0), (19, 30138.0), (20, 32150.0), (4, 33152.0), (3, 35168.0), (49, 37178.0), (50, 38179.0), (45, 40190.0), (42, 42200.0), (43, 43204.0), (44, 44206.0), (51, 46212.0), (1, 47212.0)]"
