param,value,objective,rental,arrival,time_s,gap_%,n_truck,n_drone,n_rendv,n_items,profit,R,Wcap,vmin,vD,W_final,truck_node_ids,drone_node_ids,rendezvous_node_ids
baseline,-,-42226.466,55958.466,769.7176,3.6468,,9,7,9,16,13732.0,72.7,45501.0,0.1,2.0,16072.0,"[4, 8, 10, 9, 15, 13, 18, 17, 21]","[6, 7, 16, 12, 14, 19, 20]","[2, 4, 8, 9, 15, 13, 17, 21, 1]"
R,1.0,15628.6745,825.3255,825.3255,3.9036,,11,9,9,20,16454.0,1.0,45501.0,0.1,2.0,20094.0,"[3, 5, 6, 8, 9, 14, 15, 13, 18, 17, 21]","[11, 4, 7, 10, 16, 12, 2, 19, 20]","[5, 6, 8, 9, 15, 13, 17, 21, 1]"
R,18.18,1523.8305,14930.1695,821.2414,3.631,,11,9,9,20,16454.0,18.18,45501.0,0.1,2.0,20094.0,"[3, 5, 6, 8, 9, 14, 15, 12, 18, 17, 21]","[11, 4, 7, 10, 16, 13, 2, 19, 20]","[5, 6, 8, 9, 15, 12, 17, 21, 1]"
R,36.35,-13235.2544,29302.2544,806.1143,3.9188,,10,9,9,19,16067.0,36.35,45501.0,0.1,2.0,19090.0,"[6, 8, 10, 9, 15, 12, 18, 17, 20, 21]","[11, 4, 7, 16, 14, 13, 5, 19, 2]","[3, 6, 8, 9, 15, 12, 17, 20, 1]"
R,72.7,-42226.466,55958.466,769.7176,3.6134,,9,7,9,16,13732.0,72.7,45501.0,0.1,2.0,16072.0,"[4, 8, 10, 9, 15, 13, 18, 17, 21]","[6, 7, 16, 12, 14, 19, 20]","[2, 4, 8, 9, 15, 13, 17, 21, 1]"
R,145.4,-91945.7918,97947.7918,673.6437,3.6757,,4,3,9,7,6002.0,145.4,45501.0,0.1,2.0,7028.0,"[12, 18, 17, 21]","[16, 19, 20]","[2, 3, 6, 10, 15, 12, 18, 21, 1]"
R,290.8,-194707.0723,197266.0723,678.3565,3.3036,,1,2,10,3,2559.0,290.8,45501.0,0.1,2.0,3015.0,[2],"[6, 11]","[21, 18, 12, 15, 10, 8, 5, 3, 2, 1]"
