method,dataset,n,layout,ED_frac,ED,d_max,instance,seed,status,objective,profit,rental,arrival,time_s,time_to_best_s,n_items,n_truck,n_drone,n_rendv,W_final,W_capacity,evals,reheats,error
VNS,ttd300,10,5,0.75,208.0,278.0,ttd300_n10_L5_f075,3,ok,-31116.3078,5567.0,36683.3078,733.6662,120.0,0.1024,7,4,3,5,7035.0,22750.0,40122176,,
VNS,ttd300,10,1,1.0,306.0,306.0,ttd300_n10_L1_f100,3,ok,-29669.7658,7849.0,37518.7658,750.3753,120.0,22.3702,9,4,5,5,9048.0,22750.0,32539453,,
VNS,ttd300,10,2,1.0,270.0,270.0,ttd300_n10_L2_f100,3,ok,-21359.9423,7851.0,29210.9423,584.2188,120.0004,0.2233,9,5,4,5,9042.0,22750.0,33250884,,
VNS,ttd300,10,3,1.0,300.0,300.0,ttd300_n10_L3_f100,3,ok,-27048.6463,6323.0,33371.6463,667.4329,120.0,23.7693,7,4,3,5,7025.0,22750.0,33081873,,
VNS,ttd300,10,4,1.0,252.0,252.0,ttd300_n10_L4_f100,3,ok,-21573.3511,6216.0,27789.3511,555.787,120.0,0.5542,8,4,4,5,8044.0,22750.0,32570259,,
VNS,ttd300,10,5,1.0,278.0,278.0,ttd300_n10_L5_f100,3,ok,-29298.4085,5567.0,34865.4085,697.3082,120.0,0.5112,7,4,3,5,7035.0,22750.0,33570311,,
VNS,ttd300,10,1,0.25,76.0,306.0,ttd300_n10_L1_f025,4,ok,-45243.1965,4181.0,49424.1965,988.4839,120.0,0.0126,5,5,0,0,5020.0,22750.0,54438705,,
VNS,ttd300,10,2,0.25,68.0,270.0,ttd300_n10_L2_f025,4,ok,-35485.5482,4690.0,40175.5482,803.511,120.0,88.0263,5,4,1,1,5017.0,22750.0,47300611,,
VNS,ttd300,10,3,0.25,75.0,300.0,ttd300_n10_L3_f025,4,ok,-46605.8455,2865.0,49470.8455,989.4169,120.0,0.0213,3,3,0,0,3017.0,22750.0,54213081,,
VNS,ttd300,10,4,0.25,63.0,252.0,ttd300_n10_L4_f025,4,ok,-39204.872,3311.0,42515.872,850.3174,120.0,0.051,4,4,0,0,4020.0,22750.0,55077017,,
VNS,ttd300,10,5,0.25,70.0,278.0,ttd300_n10_L5_f025,4,ok,-43130.5484,4423.0,47553.5484,951.071,120.0,0.0031,5,5,0,0,5027.0,22750.0,55397267,,
VNS,ttd300,10,1,0.5,153.0,306.0,ttd300_n10_L1_f050,4,ok,-41253.16,4327.0,45580.16,911.6032,120.0,16.0708,5,3,2,2,5024.0,22750.0,46044439,,
VNS,ttd300,10,2,0.5,135.0,270.0,ttd300_n10_L2_f050,4,ok,-31974.7911,5293.0,37267.7911,745.3558,120.0,0.3125,6,4,2,2,6025.0,22750.0,43002954,,
VNS,ttd300,10,3,0.5,150.0,300.0,ttd300_n10_L3_f050,4,ok,-43655.7454,3520.0,47175.7454,943.5149,120.0005,0.4428,4,2,2,3,4014.0,22750.0,44476273,,
VNS,ttd300,10,4,0.5,126.0,252.0,ttd300_n10_L4_f050,4,ok,-36633.872,4132.0,40765.872,815.3174,120.0002,0.0246,5,4,1,1,5029.0,22750.0,45072679,,
VNS,ttd300,10,5,0.5,139.0,278.0,ttd300_n10_L5_f050,4,ok,-38700.5448,3882.0,42582.5448,851.6509,120.0,1.0657,5,4,1,2,5018.0,22750.0,42719601,,
VNS,ttd300,10,1,0.75,230.0,306.0,ttd300_n10_L1_f075,4,ok,-35054.7293,6045.0,41099.7293,821.9946,120.0,117.0547,7,4,3,4,7036.0,22750.0,37014495,,
VNS,ttd300,10,2,0.75,202.0,270.0,ttd300_n10_L2_f075,4,ok,-30081.8141,6153.0,36234.8141,724.6963,120.0,0.0355,7,3,4,4,7033.0,22750.0,39898924,,
VNS,ttd300,10,3,0.75,225.0,300.0,ttd300_n10_L3_f075,4,ok,-39634.0283,3861.0,43495.0283,869.9006,120.0,3.078,4,1,3,4,4017.0,22750.0,39019582,,
VNS,ttd300,10,4,0.75,189.0,252.0,ttd300_n10_L4_f075,4,ok,-23642.3451,6137.0,29779.3451,595.5869,120.0,4.8533,8,3,5,5,8033.0,22750.0,39242806,,
VNS,ttd300,10,5,0.75,208.0,278.0,ttd300_n10_L5_f075,4,ok,-31116.3078,5567.0,36683.3078,733.6662,120.0,0.1912,7,4,3,5,7035.0,22750.0,39691108,,
VNS,ttd300,10,1,1.0,306.0,306.0,ttd300_n10_L1_f100,4,ok,-29669.7658,7849.0,37518.7658,750.3753,120.0,44.2215,9,4,5,5,9048.0,22750.0,32887214,,
VNS,ttd300,10,2,1.0,270.0,270.0,ttd300_n10_L2_f100,4,ok,-21359.9423,7851.0,29210.9423,584.2188,120.0,0.068,9,5,4,5,9042.0,22750.0,33336801,,
VNS,ttd300,10,3,1.0,300.0,300.0,ttd300_n10_L3_f100,4,ok,-27048.6463,6323.0,33371.6463,667.4329,120.0,1.2252,7,4,3,5,7025.0,22750.0,33300314,,
VNS,ttd300,10,4,1.0,252.0,252.0,ttd300_n10_L4_f100,4,ok,-21573.3511,6216.0,27789.3511,555.787,120.0001,4.5134,8,4,4,5,8044.0,22750.0,32567140,,
VNS,ttd300,10,5,1.0,278.0,278.0,ttd300_n10_L5_f100,4,ok,-29298.4085,5567.0,34865.4085,697.3082,120.0001,0.6128,7,4,3,5,7035.0,22750.0,33468533,,
VNS,ttd300,20,1,0.25,96.0,384.0,ttd300_n20_L1_f025,1,ok,-54904.7824,12974.0,67878.7824,1357.5756,300.0,1.6191,15,10,5,6,15059.0,45501.0,78072538,,
VNS,ttd300,20,2,0.25,75.0,299.0,ttd300_n20_L2_f025,1,ok,-40691.1572,13934.0,54625.1572,1092.5031,300.0,0.3347,16,11,5,5,16092.0,45501.0,81959811,,
VNS,ttd300,20,3,0.25,89.0,357.0,ttd300_n20_L3_f025,1,ok,-56881.5195,11564.0,68445.5195,1368.9104,300.0007,0.2028,13,12,1,2,13062.0,45501.0,77122873,,
VNS,ttd300,20,4,0.25,82.0,328.0,ttd300_n20_L4_f025,1,ok,-48586.3479,11420.0,60006.3479,1200.127,300.0,0.5335,13,12,1,4,13077.0,45501.0,81616049,,
VNS,ttd300,20,5,0.25,90.0,360.0,ttd300_n20_L5_f025,1,ok,-55473.1357,10424.0,65897.1357,1317.9427,300.0,2.9214,12,10,2,4,12046.0,45501.0,77289699,,
VNS,ttd300,20,2,0.5,150.0,299.0,ttd300_n20_L2_f050,1,ok,-30008.7763,14660.0,44668.7763,893.3755,300.0,13.4877,17,10,7,8,17084.0,45501.0,25423746,,
VNS,ttd300,20,3,0.5,178.0,357.0,ttd300_n20_L3_f050,1,ok,-41196.6673,12545.0,53741.6673,1074.8333,300.0028,12.5135,14,8,6,9,14063.0,45501.0,20821328,,
VNS,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-48704.9604,14158.0,62862.9604,1257.2592,300.0649,41.5867,16,9,7,8,16068.0,45501.0,26591096,,
VNS,ttd300,20,4,0.5,164.0,328.0,ttd300_n20_L4_f050,1,ok,-35214.2866,14553.0,49767.2866,995.3457,300.0,13.7336,18,10,8,9,18101.0,45501.0,24335214,,
VNS,ttd300,20,5,0.5,180.0,360.0,ttd300_n20_L5_f050,1,ok,-45228.9723,10424.0,55652.9723,1113.0594,300.0117,140.6371,12,8,4,7,12046.0,45501.0,39422914,,
VNS,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-32908.2537,16724.0,49632.2537,992.6451,300.0001,236.7446,19,11,8,9,19077.0,45501.0,14982575,,
VNS,ttd300,20,2,0.75,224.0,299.0,ttd300_n20_L2_f075,1,ok,-25614.4096,15335.0,40949.4096,818.9882,300.0058,8.4878,18,10,8,9,18105.0,45501.0,15892476,,
VNS,ttd300,20,4,0.75,246.0,328.0,ttd300_n20_L4_f075,1,ok,-26449.8208,15139.0,41588.8208,831.7764,300.0019,287.1838,18,8,10,10,18098.0,45501.0,19966921,,
VNS,ttd300,20,3,0.75,268.0,357.0,ttd300_n20_L3_f075,1,ok,-29807.7086,17694.0,47501.7086,950.0342,300.0145,3.5973,20,11,9,9,20089.0,45501.0,13973712,,
VNS,ttd300,20,5,0.75,270.0,360.0,ttd300_n20_L5_f075,1,ok,-33232.5669,16420.0,49652.5669,993.0513,300.0543,216.3342,20,10,10,10,20082.0,45501.0,19188737,,
VNS,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-27599.1875,17523.0,45122.1875,902.4438,300.0005,222.5685,20,13,7,7,20078.0,45501.0,11886920,,
VNS,ttd300,20,3,1.0,357.0,357.0,ttd300_n20_L3_f100,1,ok,-27853.9042,17694.0,45547.9042,910.9581,300.0,91.9882,20,12,8,8,20089.0,45501.0,11353620,,
VNS,ttd300,20,2,1.0,299.0,299.0,ttd300_n20_L2_f100,1,ok,-23490.7981,16052.0,39542.7981,790.856,300.0086,117.7341,19,11,8,9,19106.0,45501.0,10318015,,
VNS,ttd300,20,4,1.0,328.0,328.0,ttd300_n20_L4_f100,1,ok,-26449.8208,15139.0,41588.8208,831.7764,300.0,19.3145,18,8,10,10,18098.0,45501.0,14007357,,
VNS,ttd300,20,5,1.0,360.0,360.0,ttd300_n20_L5_f100,1,ok,-29565.0877,16420.0,45985.0877,919.7018,300.0074,38.6655,20,11,9,9,20082.0,45501.0,8045581,,
VNS,ttd300,20,1,0.25,96.0,384.0,ttd300_n20_L1_f025,2,ok,-54904.7824,12974.0,67878.7824,1357.5756,300.0,4.4453,15,10,5,6,15059.0,45501.0,77236063,,
VNS,ttd300,20,2,0.25,75.0,299.0,ttd300_n20_L2_f025,2,ok,-40691.1572,13934.0,54625.1572,1092.5031,300.0,1.8607,16,11,5,5,16092.0,45501.0,81919470,,
VNS,ttd300,20,3,0.25,89.0,357.0,ttd300_n20_L3_f025,2,ok,-56881.5195,11564.0,68445.5195,1368.9104,300.0,0.1948,13,12,1,2,13062.0,45501.0,76850155,,
VNS,ttd300,20,4,0.25,82.0,328.0,ttd300_n20_L4_f025,2,ok,-48586.3479,11420.0,60006.3479,1200.127,300.005,3.1031,13,12,1,4,13077.0,45501.0,83597801,,
VNS,ttd300,20,5,0.25,90.0,360.0,ttd300_n20_L5_f025,2,ok,-55473.1357,10424.0,65897.1357,1317.9427,300.0,0.4758,12,10,2,4,12046.0,45501.0,77583226,,
VNS,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,2,ok,-48704.9604,14158.0,62862.9604,1257.2592,300.0017,22.7839,16,9,7,8,16068.0,45501.0,27527935,,
VNS,ttd300,20,2,0.5,150.0,299.0,ttd300_n20_L2_f050,2,ok,-30008.7763,14660.0,44668.7763,893.3755,300.0,11.7249,17,10,7,8,17084.0,45501.0,25269604,,
VNS,ttd300,20,3,0.5,178.0,357.0,ttd300_n20_L3_f050,2,ok,-41196.6673,12545.0,53741.6673,1074.8333,300.009,75.5006,14,8,6,9,14063.0,45501.0,21440867,,
VNS,ttd300,20,5,0.5,180.0,360.0,ttd300_n20_L5_f050,2,ok,-43046.8091,11075.0,54121.8091,1082.4362,300.0407,181.0953,13,7,6,9,13058.0,45501.0,23623884,,
VNS,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,2,ok,-32908.2537,16724.0,49632.2537,992.6451,300.0133,59.2893,19,11,8,9,19077.0,45501.0,12151490,,
VNS,ttd300,20,4,0.5,164.0,328.0,ttd300_n20_L4_f050,2,ok,-35214.2866,14553.0,49767.2866,995.3457,300.0704,10.5822,18,10,8,9,18101.0,45501.0,24342526,,
VNS,ttd300,20,2,0.75,224.0,299.0,ttd300_n20_L2_f075,2,ok,-23628.1266,16811.0,40439.1266,808.7825,300.0047,163.0526,20,10,10,10,20106.0,45501.0,21401765,,
VNS,ttd300,20,3,0.75,268.0,357.0,ttd300_n20_L3_f075,2,ok,-29807.7086,17694.0,47501.7086,950.0342,300.0166,3.0718,20,11,9,9,20089.0,45501.0,13691975,,
VNS,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,2,ok,-27599.1875,17523.0,45122.1875,902.4438,300.0026,10.6396,20,13,7,7,20078.0,45501.0,15531870,,
VNS,ttd300,20,4,0.75,246.0,328.0,ttd300_n20_L4_f075,2,ok,-26449.8208,15139.0,41588.8208,831.7764,300.0166,172.6677,18,8,10,10,18098.0,45501.0,19580010,,
VNS,ttd300,20,5,0.75,270.0,360.0,ttd300_n20_L5_f075,2,ok,-32898.7142,14832.0,47730.7142,954.6143,300.0354,115.5056,18,10,8,9,18076.0,45501.0,16946474,,
VNS,ttd300,20,2,1.0,299.0,299.0,ttd300_n20_L2_f100,2,ok,-23615.6057,16052.0,39667.6057,793.3521,300.004,138.177,19,11,8,9,19106.0,45501.0,10520663,,
VNS,ttd300,20,3,1.0,357.0,357.0,ttd300_n20_L3_f100,2,ok,-27853.9042,17694.0,45547.9042,910.9581,300.0022,165.7659,20,12,8,8,20089.0,45501.0,10711243,,
VNS,ttd300,20,4,1.0,328.0,328.0,ttd300_n20_L4_f100,2,ok,-26449.8208,15139.0,41588.8208,831.7764,300.0186,134.4159,18,8,10,10,18098.0,45501.0,13037813,,
VNS,ttd300,20,5,1.0,360.0,360.0,ttd300_n20_L5_f100,2,ok,-29856.4348,15672.0,45528.4348,910.5687,300.0056,125.4761,19,12,7,8,19081.0,45501.0,9924151,,
VNS,ttd300,20,1,0.25,96.0,384.0,ttd300_n20_L1_f025,3,ok,-54904.7824,12974.0,67878.7824,1357.5756,300.0,2.5965,15,10,5,6,15059.0,45501.0,77500619,,
VNS,ttd300,20,2,0.25,75.0,299.0,ttd300_n20_L2_f025,3,ok,-40691.1572,13934.0,54625.1572,1092.5031,300.0,14.127,16,11,5,5,16092.0,45501.0,82384861,,
VNS,ttd300,20,3,0.25,89.0,357.0,ttd300_n20_L3_f025,3,ok,-56881.5195,11564.0,68445.5195,1368.9104,300.0,0.7646,13,12,1,2,13062.0,45501.0,77269861,,
VNS,ttd300,20,4,0.25,82.0,328.0,ttd300_n20_L4_f025,3,ok,-48586.3479,11420.0,60006.3479,1200.127,300.0,34.0138,13,12,1,4,13077.0,45501.0,83864201,,
VNS,ttd300,20,5,0.25,90.0,360.0,ttd300_n20_L5_f025,3,ok,-55473.1357,10424.0,65897.1357,1317.9427,300.0,3.4022,12,10,2,4,12046.0,45501.0,76370607,,
VNS,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,3,ok,-49060.5145,15826.0,64886.5145,1297.7303,300.0,6.0467,18,10,8,8,18070.0,45501.0,34202406,,
VNS,ttd300,20,2,0.5,150.0,299.0,ttd300_n20_L2_f050,3,ok,-30008.7763,14660.0,44668.7763,893.3755,300.0,18.2889,17,10,7,8,17084.0,45501.0,24891729,,
VNS,ttd300,20,3,0.5,178.0,357.0,ttd300_n20_L3_f050,3,ok,-41196.6673,12545.0,53741.6673,1074.8333,300.0178,48.7202,14,8,6,9,14063.0,45501.0,20692842,,
VNS,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,3,ok,-32908.2537,16724.0,49632.2537,992.6451,300.0119,24.5886,19,11,8,9,19077.0,45501.0,11537998,,
VNS,ttd300,20,4,0.5,164.0,328.0,ttd300_n20_L4_f050,3,ok,-35726.9533,14158.0,49884.9533,997.6991,300.0462,156.4707,17,9,8,9,17098.0,45501.0,23079256,,
VNS,ttd300,20,2,0.75,224.0,299.0,ttd300_n20_L2_f075,3,ok,-23012.4261,16811.0,39823.4261,796.4685,300.0,171.8429,20,10,10,10,20106.0,45501.0,22324804,,
VNS,ttd300,20,5,0.5,180.0,360.0,ttd300_n20_L5_f050,3,ok,-45064.6558,11075.0,56139.6558,1122.7931,300.0605,87.845,13,7,6,9,13058.0,45501.0,24099608,,
VNS,ttd300,20,4,0.75,246.0,328.0,ttd300_n20_L4_f075,3,ok,-26449.8208,15139.0,41588.8208,831.7764,300.0079,131.0359,18,8,10,10,18098.0,45501.0,19402454,,
VNS,ttd300,20,3,0.75,268.0,357.0,ttd300_n20_L3_f075,3,ok,-29807.7086,17694.0,47501.7086,950.0342,300.0102,11.1344,20,11,9,9,20089.0,45501.0,13907069,,
VNS,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,3,ok,-27599.1875,17523.0,45122.1875,902.4438,300.0029,212.1071,20,13,7,7,20078.0,45501.0,14183369,,
VNS,ttd300,20,5,0.75,270.0,360.0,ttd300_n20_L5_f075,3,ok,-33232.5669,16420.0,49652.5669,993.0513,300.0853,112.5838,20,10,10,10,20082.0,45501.0,19171629,,
VNS,ttd300,20,3,1.0,357.0,357.0,ttd300_n20_L3_f100,3,ok,-27853.9042,17694.0,45547.9042,910.9581,300.0029,33.5624,20,12,8,8,20089.0,45501.0,11794273,,
VNS,ttd300,20,2,1.0,299.0,299.0,ttd300_n20_L2_f100,3,ok,-24217.8678,16811.0,41028.8678,820.5774,300.006,16.4831,20,12,8,8,20106.0,45501.0,10663042,,
VNS,ttd300,20,4,1.0,328.0,328.0,ttd300_n20_L4_f100,3,ok,-26938.013,15139.0,42077.013,841.5403,300.0203,295.6893,18,8,10,10,18098.0,45501.0,10728502,,
VNS,ttd300,20,5,1.0,360.0,360.0,ttd300_n20_L5_f100,3,ok,-29856.4348,15672.0,45528.4348,910.5687,300.0072,46.6853,19,12,7,8,19081.0,45501.0,9330443,,
VNS,ttd300,20,1,0.25,96.0,384.0,ttd300_n20_L1_f025,4,ok,-54904.7824,12974.0,67878.7824,1357.5756,300.0,3.6824,15,10,5,6,15059.0,45501.0,77460126,,
VNS,ttd300,20,2,0.25,75.0,299.0,ttd300_n20_L2_f025,4,ok,-40691.1572,13934.0,54625.1572,1092.5031,300.0,0.5385,16,11,5,5,16092.0,45501.0,81036486,,
VNS,ttd300,20,3,0.25,89.0,357.0,ttd300_n20_L3_f025,4,ok,-56881.5195,11564.0,68445.5195,1368.9104,300.0,0.1059,13,12,1,2,13062.0,45501.0,77502793,,
VNS,ttd300,20,4,0.25,82.0,328.0,ttd300_n20_L4_f025,4,ok,-48586.3479,11420.0,60006.3479,1200.127,300.0,0.3687,13,12,1,4,13077.0,45501.0,83119547,,
VNS,ttd300,20,5,0.25,90.0,360.0,ttd300_n20_L5_f025,4,ok,-55473.1357,10424.0,65897.1357,1317.9427,300.0,0.9085,12,10,2,4,12046.0,45501.0,77511475,,
VNS,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,4,ok,-48704.9604,14158.0,62862.9604,1257.2592,300.0005,44.0288,16,9,7,8,16068.0,45501.0,26999613,,
VNS,ttd300,20,3,0.5,178.0,357.0,ttd300_n20_L3_f050,4,ok,-41196.6673,12545.0,53741.6673,1074.8333,300.0171,27.3184,14,8,6,9,14063.0,45501.0,21092836,,
VNS,ttd300,20,2,0.5,150.0,299.0,ttd300_n20_L2_f050,4,ok,-30008.7763,14660.0,44668.7763,893.3755,300.0817,13.6806,17,10,7,8,17084.0,45501.0,25510648,,
VNS,ttd300,20,5,0.5,180.0,360.0,ttd300_n20_L5_f050,4,ok,-43818.6116,12692.0,56510.6116,1130.2122,300.0092,259.604,15,8,7,9,15067.0,45501.0,22148663,,
VNS,ttd300,20,4,0.5,164.0,328.0,ttd300_n20_L4_f050,4,ok,-35825.5306,14158.0,49983.5306,999.6706,300.0683,6.9409,17,9,8,9,17098.0,45501.0,23398336,,
VNS,ttd300,20,2,0.75,224.0,299.0,ttd300_n20_L2_f075,4,ok,-22872.2041,16811.0,39683.2041,793.6641,300.0068,16.9631,20,10,10,10,20106.0,45501.0,24681391,,
VNS,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,4,ok,-32908.2537,16724.0,49632.2537,992.6451,300.0384,175.3973,19,11,8,9,19077.0,45501.0,13450469,,
VNS,ttd300,20,3,0.75,268.0,357.0,ttd300_n20_L3_f075,4,ok,-29807.7086,17694.0,47501.7086,950.0342,300.0507,1.5826,20,11,9,9,20089.0,45501.0,14024945,,
VNS,ttd300,20,4,0.75,246.0,328.0,ttd300_n20_L4_f075,4,ok,-26449.8208,15139.0,41588.8208,831.7764,300.0213,23.6665,18,8,10,10,18098.0,45501.0,19424947,,
VNS,ttd300,20,5,0.75,270.0,360.0,ttd300_n20_L5_f075,4,ok,-33232.5669,16420.0,49652.5669,993.0513,300.0023,126.2747,20,10,10,10,20082.0,45501.0,19615230,,
VNS,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,4,ok,-27953.0771,17523.0,45476.0771,909.5215,300.0008,15.048,20,14,6,6,20078.0,45501.0,14834800,,
VNS,ttd300,20,2,1.0,299.0,299.0,ttd300_n20_L2_f100,4,ok,-23615.6057,16052.0,39667.6057,793.3521,300.0138,10.1561,19,11,8,9,19106.0,45501.0,10214945,,
VNS,ttd300,20,3,1.0,357.0,357.0,ttd300_n20_L3_f100,4,ok,-27853.9042,17694.0,45547.9042,910.9581,300.001,93.6185,20,12,8,8,20089.0,45501.0,11105873,,
VNS,ttd300,20,4,1.0,328.0,328.0,ttd300_n20_L4_f100,4,ok,-28199.5179,13992.0,42191.5179,843.8304,300.0093,14.8139,17,9,8,9,17092.0,45501.0,9364499,,
VNS,ttd300,20,5,1.0,360.0,360.0,ttd300_n20_L5_f100,4,ok,-29565.0877,16420.0,45985.0877,919.7018,300.0086,100.4052,20,11,9,9,20082.0,45501.0,8712862,,
VNS,ttd300,30,2,0.25,93.0,372.0,ttd300_n30_L2_f025,1,ok,-42801.8218,21784.0,64585.8218,1291.7164,450.013,30.2239,25,15,10,12,25102.0,68251.0,53839519,,
SA,ttd300,30,2,0.25,93.0,372.0,ttd300_n30_L2_f025,1,ok,-42865.0273,21784.0,64649.0273,1292.9805,450.0423,311.0268,25,15,10,12,25102.0,68251.0,29593067,261,
VNS,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-54242.1201,18707.0,72949.1201,1458.9824,450.2109,165.1294,22,16,6,9,22112.0,68251.0,14930736,,
SA,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-52773.6726,21425.0,74198.6726,1483.9735,450.2802,450.2802,25,18,7,9,25122.0,68251.0,32002139,283,
VNS,ttd300,30,3,0.25,80.0,321.0,ttd300_n30_L3_f025,1,ok,-48399.0429,20493.0,68892.0429,1377.8409,450.0397,81.001,25,16,9,9,25104.0,68251.0,25113353,,
SA,ttd300,30,3,0.25,80.0,321.0,ttd300_n30_L3_f025,1,ok,-48249.3926,20493.0,68742.3926,1374.8479,450.1617,267.6439,25,16,9,9,25104.0,68251.0,34577392,306,
SA,ttd300,30,4,0.25,87.0,347.0,ttd300_n30_L4_f025,1,ok,-49102.4367,22545.0,71647.4367,1432.9487,450.0377,450.0377,26,16,10,11,26112.0,68251.0,32590186,288,
VNS,ttd300,30,4,0.25,87.0,347.0,ttd300_n30_L4_f025,1,ok,-49102.4367,22545.0,71647.4367,1432.9487,450.0,41.0779,26,16,10,11,26112.0,68251.0,57094906,,
SA,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-36714.6248,24492.0,61206.6248,1224.1325,450.0174,113.771,29,16,13,13,29150.0,68251.0,27875330,246,
VNS,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-40166.1362,22557.0,62723.1362,1254.4627,450.0435,67.1759,26,14,12,12,26125.0,68251.0,30205715,,
VNS,ttd300,30,5,0.25,83.0,331.0,ttd300_n30_L5_f025,1,ok,-44665.0907,20563.0,65228.0907,1304.5618,450.0801,16.54,24,16,8,9,24128.0,68251.0,19067245,,
SA,ttd300,30,5,0.25,83.0,331.0,ttd300_n30_L5_f025,1,ok,-45883.1403,19612.0,65495.1403,1309.9028,450.2685,31.8248,23,15,8,9,23119.0,68251.0,32590692,288,
SA,ttd300,30,2,0.5,186.0,372.0,ttd300_n30_L2_f050,1,ok,-37442.4179,24004.0,61446.4179,1228.9284,450.023,450.0229,28,14,14,14,28110.0,68251.0,28795397,254,
SA,ttd300,30,3,0.5,160.0,321.0,ttd300_n30_L3_f050,1,ok,-30954.0728,23892.0,54846.0728,1096.9215,450.0165,178.8971,29,15,14,14,29119.0,68251.0,28459712,251,
VNS,ttd300,30,2,0.5,186.0,372.0,ttd300_n30_L2_f050,1,ok,-38994.0658,22470.0,61464.0658,1229.2813,450.0226,21.327,26,16,10,11,26113.0,68251.0,24267517,,
VNS,ttd300,30,3,0.5,160.0,321.0,ttd300_n30_L3_f050,1,ok,-32329.9875,23224.0,55553.9875,1111.0798,450.0089,382.6507,28,14,14,14,28114.0,68251.0,37120016,,
SA,ttd300,30,4,0.5,174.0,347.0,ttd300_n30_L4_f050,1,ok,-33759.3046,23553.0,57312.3046,1146.2461,450.0169,3.3305,27,17,10,13,27118.0,68251.0,28522811,252,
VNS,ttd300,30,4,0.5,174.0,347.0,ttd300_n30_L4_f050,1,ok,-36131.9701,23451.0,59582.9701,1191.6594,450.009,241.136,27,17,10,11,27114.0,68251.0,37336869,,
SA,ttd300,30,5,0.5,166.0,331.0,ttd300_n30_L5_f050,1,ok,-32373.5527,22909.0,55282.5527,1105.6511,450.0186,268.5682,27,15,12,13,27140.0,68251.0,27980033,247,
VNS,ttd300,30,5,0.5,166.0,331.0,ttd300_n30_L5_f050,1,ok,-33175.2037,24036.0,57211.2037,1144.2241,450.0,133.5033,29,17,12,12,29154.0,68251.0,28197045,,
VNS,ttd300,30,2,0.75,279.0,372.0,ttd300_n30_L2_f075,1,ok,-36711.6916,23312.0,60023.6916,1200.4738,450.0087,203.8917,27,18,9,10,27114.0,68251.0,13208326,,
VNS,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-32132.968,24135.0,56267.968,1125.3594,450.0901,393.7323,28,18,10,12,28140.0,68251.0,18260859,,
SA,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-30403.5404,24668.0,55071.5404,1101.4308,450.2172,450.2172,29,18,11,11,29146.0,68251.0,27916309,246,
SA,ttd300,30,2,0.75,279.0,372.0,ttd300_n30_L2_f075,1,ok,-35664.574,24150.0,59814.574,1196.2915,450.2008,450.2008,28,19,9,10,28119.0,68251.0,28164353,249,
VNS,ttd300,30,3,0.75,241.0,321.0,ttd300_n30_L3_f075,1,ok,-27369.8642,23224.0,50593.8642,1011.8773,450.0093,426.8126,28,18,10,11,28114.0,68251.0,16532255,,
VNS,ttd300,30,4,0.75,260.0,347.0,ttd300_n30_L4_f075,1,ok,-28774.0203,25258.0,54032.0203,1080.6404,450.0,394.2841,30,19,11,11,30137.0,68251.0,30602899,,
SA,ttd300,30,4,0.75,260.0,347.0,ttd300_n30_L4_f075,1,ok,-30422.8542,24254.0,54676.8542,1093.5371,450.2578,450.2578,28,17,11,12,28122.0,68251.0,28454916,251,
SA,ttd300,30,3,0.75,241.0,321.0,ttd300_n30_L3_f075,1,ok,-25540.5289,24508.0,50048.5289,1000.9706,450.6871,450.687,30,18,12,12,30126.0,68251.0,28335722,250,
SA,ttd300,30,5,0.75,248.0,331.0,ttd300_n30_L5_f075,1,ok,-31343.8556,24114.0,55457.8556,1109.1571,450.0728,450.0727,29,19,10,10,29148.0,68251.0,28190542,249,
VNS,ttd300,30,5,0.75,248.0,331.0,ttd300_n30_L5_f075,1,ok,-32345.1388,22873.0,55218.1388,1104.3628,450.0564,134.3911,27,18,9,10,27136.0,68251.0,13553777,,
SA,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-29843.0387,25223.0,55066.0387,1101.3208,450.0166,123.3608,30,16,14,14,30154.0,68251.0,28136120,248,
