method,dataset,n,layout,ED_frac,ED,d_max,instance,seed,status,objective,profit,rental,arrival,time_s,time_to_best_s,n_items,n_truck,n_drone,n_rendv,W_final,W_capacity,evals,reheats,error
VNS,ttd300,10,5,0.75,208.0,278.0,ttd300_n10_L5_f075,0,ok,-31116.3078,5567.0,36683.3078,733.6662,120.0,0.0774,7,4,3,5,7035.0,22750.0,39606992,,
VNS,ttd300,10,1,1.0,306.0,306.0,ttd300_n10_L1_f100,0,ok,-29669.7658,7849.0,37518.7658,750.3753,120.0,25.5477,9,4,5,5,9048.0,22750.0,32330551,,
VNS,ttd300,10,3,1.0,300.0,300.0,ttd300_n10_L3_f100,0,ok,-27048.6463,6323.0,33371.6463,667.4329,120.0,4.3247,7,4,3,5,7025.0,22750.0,32823116,,
VNS,ttd300,10,2,1.0,270.0,270.0,ttd300_n10_L2_f100,0,ok,-21359.9423,7851.0,29210.9423,584.2188,120.0012,1.666,9,5,4,5,9042.0,22750.0,32095927,,
VNS,ttd300,10,4,1.0,252.0,252.0,ttd300_n10_ L4_f100,0,ok,-21573.3511,6216.0,27789.3511,555.787,120.0,2.8186,8,4,4,5,8044.0,22750.0,31408306,,
VNS,ttd300,10,5,1.0,278.0,278.0,ttd300_n10_L5_f100,0,ok,-29298.4085,5567.0,34865.4085,697.3082,120.0,0.4564,7,4,3,5,7035.0,22750.0,33317443,,
VNS,ttd300,20,1,0.25,96.0,384.0,ttd300_n20_L1_f025,0,ok,-54904.7824,12974.0,67878.7824,1357.5756,300.0,1.2961,15,10,5,6,15059.0,45501.0,75712991,,
VNS,ttd300,20,3,0.25,89.0,357.0,ttd300_n20_L3_f025,0,ok,-56881.5195,11564.0,68445.5195,1368.9104,300.0,0.5423,13,12,1,2,13062.0,45501.0,76197274,,
VNS,ttd300,20,4,0.25,82.0,328.0,ttd300_n20_L4_f025,0,ok,-48586.3479,11420.0,60006.3479,1200.127,300.0,0.923,13,12,1,4,13077.0,45501.0,81808304,,
VNS,ttd300,20,2,0.25,75.0,299.0,ttd300_n20_L2_f025,0,ok,-40691.1572,13934.0,54625.1572,1092.5031,300.004,4.3831,16,11,5,5,16092.0,45501.0,79583680,,
