param,value,dataset,n,layout,ED_frac,ED,d_max,instance,seed,status,objective,profit,rental,arrival,time_s,time_to_best_s,n_items,n_truck,n_drone,n_rendv,W_final,W_capacity,evals,reheats,error,R,vmin,vD
Wcap,0.25,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-54194.6534,5332.0,59526.6534,1190.5331,300.0775,116.2999,6,3,3,8,6033.0,11375.25,28081785,366,,50.0,0.1,2.0
R,50,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-48704.9604,14158.0,62862.9604,1257.2592,300.0913,300.0913,16,9,7,8,16068.0,45501.0,27202325,355,,50.0,0.1,2.0
Wcap,0.5,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-52491.2994,9806.0,62297.2994,1245.946,300.0729,284.1727,11,6,5,8,11044.0,22750.5,27270051,356,,50.0,0.1,2.0
Wcap,1,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-48704.9604,14158.0,62862.9604,1257.2592,300.0904,300.0904,16,9,7,8,16068.0,45501.0,27118976,354,,50.0,0.1,2.0
Wcap,2,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-44931.5448,17523.0,62454.5448,1249.0909,300.0862,194.0619,20,12,8,8,20078.0,91002.0,26836715,350,,50.0,0.1,2.0
Wcap,4,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-42787.5389,17523.0,60310.5389,1206.2108,300.0857,151.7261,20,12,8,8,20078.0,182004.0,26477151,346,,50.0,0.1,2.0
baseline,-,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-48704.9604,14158.0,62862.9604,1257.2592,300.0919,300.0918,16,9,7,8,16068.0,45501.0,27160302,354,,50.0,0.1,2.0
vDfact,0.5,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-57579.8777,12332.0,69911.8777,1398.2376,300.0276,200.1742,14,11,3,3,14064.0,45501.0,33075789,432,,50.0,0.1,0.5
vDfact,1,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-52122.495,13218.0,65340.495,1306.8099,300.0439,138.1637,15,10,5,6,15068.0,45501.0,30194050,394,,50.0,0.1,1.0
vDfact,2,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-48704.9604,14158.0,62862.9604,1257.2592,300.0923,300.0922,16,9,7,8,16068.0,45501.0,27125616,354,,50.0,0.1,2.0
vDfact,4,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-45269.6716,15871.0,61140.6716,1222.8134,300.0825,300.0825,18,10,8,9,18072.0,45501.0,26313431,343,,50.0,0.1,4.0
vDfact,3,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-47410.4947,14840.0,62250.4947,1245.0099,300.1012,300.1011,17,9,8,8,17066.0,45501.0,26864781,351,,50.0,0.1,3.0
vmin,0.05,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-48975.9404,13218.0,62193.9404,1243.8788,300.0924,300.0924,15,9,6,8,15068.0,45501.0,26941551,352,,50.0,0.05,2.0
vmin,0.1,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-48704.9604,14158.0,62862.9604,1257.2592,300.0919,300.0918,16,9,7,8,16068.0,45501.0,26999297,352,,50.0,0.1,2.0
vmin,0.25,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-47825.3476,15871.0,63696.3476,1273.927,300.0738,205.8291,18,11,7,8,18072.0,45501.0,26716318,349,,50.0,0.25,2.0
vmin,0.5,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-45440.4952,17523.0,62963.4952,1259.2699,300.087,18.1748,20,12,8,8,20078.0,45501.0,26768507,349,,50.0,0.5,2.0
vmin,0.9,ttd300,20,1,0.5,192.0,384.0,ttd300_n20_L1_f050,1,ok,-41635.7124,17523.0,59158.7124,1183.1742,300.0653,3.4694,20,13,7,7,20078.0,45501.0,26400622,344,,50.0,0.9,2.0
R,1,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,16591.5203,17523.0,931.4797,931.4797,300.2837,92.6667,20,11,9,9,20078.0,45501.0,26915515,351,,1.0,0.1,2.0
R,100,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-73888.1854,10494.0,84382.1854,843.8219,300.2679,153.7315,12,6,6,9,12043.0,45501.0,25412002,331,,100.0,0.1,2.0
R,12.5,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,5914.1666,17523.0,11608.8334,928.7067,300.2664,188.8823,20,11,9,9,20078.0,45501.0,25214066,329,,12.5,0.1,2.0
R,200,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-157952.38,9596.0,167548.38,837.7419,300.2688,7.9589,11,6,5,9,11036.0,45501.0,25731525,336,,200.0,0.1,2.0
Wcap,0.25,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-36934.1102,6059.0,42993.1102,859.8622,300.2653,29.234,7,4,3,9,7025.0,11375.25,26244243,342,,50.0,0.1,2.0
R,25,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-5763.9916,17523.0,23286.9916,931.4797,300.2935,300.2935,20,11,9,9,20078.0,45501.0,25252310,329,,25.0,0.1,2.0
R,50,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-29438.8579,17523.0,46961.8579,939.2372,300.301,300.3009,20,11,9,9,20078.0,45501.0,25216543,329,,50.0,0.1,2.0
Wcap,0.5,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-34388.0385,9596.0,43984.0385,879.6808,300.2827,300.2826,11,6,5,9,11036.0,22750.5,25689573,335,,50.0,0.1,2.0
Wcap,2,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-25730.237,17523.0,43253.237,865.0647,300.2713,132.5824,20,11,9,9,20078.0,91002.0,24908164,325,,50.0,0.1,2.0
Wcap,4,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-24600.6282,17523.0,42123.6282,842.4726,300.2636,266.4975,20,11,9,9,20078.0,182004.0,25168296,328,,50.0,0.1,2.0
Wcap,1,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-29438.8579,17523.0,46961.8579,939.2372,300.2955,300.2955,20,11,9,9,20078.0,45501.0,25181616,328,,50.0,0.1,2.0
baseline,-,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-29438.8579,17523.0,46961.8579,939.2372,300.3026,300.3025,20,11,9,9,20078.0,45501.0,25268596,329,,50.0,0.1,2.0
vDfact,0.5,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-50335.921,12918.0,63253.921,1265.0784,300.0248,21.0976,15,13,2,2,15062.0,45501.0,33529891,438,,50.0,0.1,0.5
vDfact,1,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-47050.4429,17523.0,64573.4429,1291.4689,300.0325,190.0114,20,15,5,5,20078.0,45501.0,29722421,388,,50.0,0.1,1.0
vDfact,2,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-29438.8579,17523.0,46961.8579,939.2372,300.2847,300.2846,20,11,9,9,20078.0,45501.0,25112198,327,,50.0,0.1,2.0
vDfact,3,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-24856.7021,17523.0,42379.7021,847.594,300.2219,231.1109,20,11,9,9,20078.0,45501.0,24485456,319,,50.0,0.1,3.0
vDfact,4,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-22123.7417,17523.0,39646.7417,792.9348,300.055,300.0549,20,10,10,10,20078.0,45501.0,24178177,315,,50.0,0.1,4.0
vmin,0.05,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-29434.0372,17523.0,46957.0372,939.1407,300.2893,300.2893,20,11,9,9,20078.0,45501.0,25673239,335,,50.0,0.05,2.0
vmin,0.1,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-29438.8579,17523.0,46961.8579,939.2372,300.2892,300.2891,20,11,9,9,20078.0,45501.0,25314232,330,,50.0,0.1,2.0
vmin,0.25,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-28361.0202,17523.0,45884.0202,917.6804,300.2835,144.2101,20,11,9,9,20078.0,45501.0,25393535,331,,50.0,0.25,2.0
vmin,0.5,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-26668.999,17523.0,44191.999,883.84,300.2561,93.3034,20,11,9,9,20078.0,45501.0,25641813,335,,50.0,0.5,2.0
vmin,0.9,ttd300,20,1,0.75,288.0,384.0,ttd300_n20_L1_f075,1,ok,-24118.306,17523.0,41641.306,832.8261,300.3737,300.3737,20,11,9,9,20078.0,45501.0,25611507,334,,50.0,0.9,2.0
R,1,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,16614.7861,17523.0,908.2139,908.2139,300.2135,57.3556,20,13,7,7,20078.0,45501.0,27300589,356,,1.0,0.1,2.0
R,12.5,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,6170.3269,17523.0,11352.6731,908.2139,300.2099,17.2841,20,13,7,7,20078.0,45501.0,26443582,345,,12.5,0.1,2.0
R,100,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-71779.765,11488.0,83267.765,832.6777,300.2723,300.2723,13,8,5,7,13050.0,45501.0,26722671,348,,100.0,0.1,2.0
R,200,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-152518.1011,7135.0,159653.1011,798.2655,300.1284,86.8349,8,4,4,6,8034.0,45501.0,26900897,351,,200.0,0.1,2.0
R,25,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-5215.0386,17523.0,22738.0386,909.5215,300.1358,16.1135,20,14,6,6,20078.0,45501.0,26591405,347,,25.0,0.1,2.0
R,50,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-27953.0771,17523.0,45476.0771,909.5215,300.1354,139.6925,20,14,6,6,20078.0,45501.0,25689643,335,,50.0,0.1,2.0
Wcap,0.25,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-36101.4103,5175.0,41276.4103,825.5282,300.21,120.2486,6,4,2,7,6035.0,11375.25,27276528,356,,50.0,0.1,2.0
Wcap,0.5,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-33178.185,10676.0,43854.185,877.0837,300.1312,178.0401,12,8,4,6,12049.0,22750.5,26794058,349,,50.0,0.1,2.0
Wcap,1,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-27953.0771,17523.0,45476.0771,909.5215,300.1323,140.6252,20,14,6,6,20078.0,45501.0,25825260,337,,50.0,0.1,2.0
Wcap,2,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-24028.5073,17523.0,41551.5073,831.0301,300.1321,300.132,20,14,6,6,20078.0,91002.0,26609925,347,,50.0,0.1,2.0
Wcap,4,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-23145.2203,17523.0,40668.2203,813.3644,300.0844,265.7359,20,14,6,6,20078.0,182004.0,26768815,349,,50.0,0.1,2.0
baseline,-,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-27953.0771,17523.0,45476.0771,909.5215,300.1361,137.8462,20,14,6,6,20078.0,45501.0,26185187,341,,50.0,0.1,2.0
vDfact,0.5,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-48907.7355,13872.0,62779.7355,1255.5947,300.0404,28.246,16,13,3,3,16066.0,45501.0,34185361,447,,50.0,0.1,0.5
vDfact,1,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-41574.5194,15770.0,57344.5194,1146.8904,300.0828,298.186,18,13,5,5,18073.0,45501.0,31061062,406,,50.0,0.1,1.0
vDfact,2,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-27953.0771,17523.0,45476.0771,909.5215,300.1335,140.6372,20,14,6,6,20078.0,45501.0,25532582,333,,50.0,0.1,2.0
vDfact,3,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-22423.237,17523.0,39946.237,798.9247,300.1409,300.1409,20,10,10,10,20078.0,45501.0,24489394,319,,50.0,0.1,3.0
vDfact,4,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-18461.4451,17523.0,35984.4451,719.6889,300.0667,300.0667,20,10,10,10,20078.0,45501.0,23544695,307,,50.0,0.1,4.0
vmin,0.05,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-28414.9717,16651.0,45065.9717,901.3194,300.1376,223.3537,19,13,6,6,19078.0,45501.0,25814738,337,,50.0,0.05,2.0
vmin,0.1,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-27953.0771,17523.0,45476.0771,909.5215,300.1366,139.7569,20,14,6,6,20078.0,45501.0,25708171,335,,50.0,0.1,2.0
vmin,0.25,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-26565.8855,17523.0,44088.8855,881.7777,300.2169,76.0365,20,13,7,7,20078.0,45501.0,25782269,336,,50.0,0.25,2.0
vmin,0.5,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-25097.137,17523.0,42620.137,852.4027,300.2107,236.9673,20,13,7,7,20078.0,45501.0,26853919,350,,50.0,0.5,2.0
vmin,0.9,ttd300,20,1,1.0,384.0,384.0,ttd300_n20_L1_f100,1,ok,-22308.2329,17523.0,39831.2329,796.6247,300.1265,142.5331,20,14,6,6,20078.0,45501.0,26739487,349,,50.0,0.9,2.0
R,1,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,23625.6055,25223.0,1597.3945,1597.3945,450.0202,378.7105,30,20,10,10,30154.0,68251.0,35502910,314,,1.0,0.1,2.0
R,100,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-121737.5463,11289.0,133026.5463,1330.2655,450.2084,33.4876,13,9,4,8,13054.0,68251.0,34039158,301,,100.0,0.1,2.0
R,12.5,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,5433.6338,25223.0,19789.3662,1583.1493,450.4852,450.4851,30,21,9,9,30154.0,68251.0,33927599,300,,12.5,0.1,2.0
R,200,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-252595.6697,6205.0,258800.6697,1294.0033,450.2156,299.9788,7,5,2,8,7028.0,68251.0,35150083,311,,200.0,0.1,2.0
R,25,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-14730.9678,24668.0,39398.9678,1575.9587,450.2551,450.255,29,21,8,8,29146.0,68251.0,33949795,300,,25.0,0.1,2.0
R,50,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-52773.6726,21425.0,74198.6726,1483.9735,450.265,450.265,25,18,7,9,25122.0,68251.0,34753946,307,,50.0,0.1,2.0
Wcap,0.25,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-61342.7007,6759.0,68101.7007,1362.034,450.1882,277.4046,8,5,3,9,8028.0,17062.75,35474177,314,,50.0,0.1,2.0
Wcap,0.5,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-57731.9639,11289.0,69020.9639,1380.4193,450.021,26.5319,13,7,6,10,13054.0,34125.5,35071267,310,,50.0,0.1,2.0
Wcap,1,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-52773.6726,21425.0,74198.6726,1483.9735,450.2654,450.2653,25,18,7,9,25122.0,68251.0,34302866,303,,50.0,0.1,2.0
Wcap,2,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-45293.058,25223.0,70516.058,1410.3212,450.2398,450.2398,30,22,8,8,30154.0,136502.0,33233471,294,,50.0,0.1,2.0
Wcap,4,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-41806.523,25223.0,67029.523,1340.5905,450.2298,450.2298,30,22,8,8,30154.0,273004.0,34006877,301,,50.0,0.1,2.0
baseline,-,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-52773.6726,21425.0,74198.6726,1483.9735,450.2633,450.2633,25,18,7,9,25122.0,68251.0,34939739,309,,50.0,0.1,2.0
vDfact,0.5,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-59666.25,18707.0,78373.25,1567.465,450.0373,82.172,22,20,2,3,22112.0,68251.0,39263837,348,,50.0,0.1,0.5
vDfact,1,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-57224.1215,20663.0,77887.1215,1557.7424,450.3322,450.3322,24,18,6,8,24120.0,68251.0,36544906,323,,50.0,0.1,1.0
vDfact,2,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-52773.6726,21425.0,74198.6726,1483.9735,450.256,450.2559,25,18,7,9,25122.0,68251.0,34638759,306,,50.0,0.1,2.0
vDfact,3,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-51843.4432,21425.0,73268.4432,1465.3689,450.4458,450.4457,25,18,7,9,25122.0,68251.0,35092851,310,,50.0,0.1,3.0
vmin,0.05,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-54348.2765,20448.0,74796.2765,1495.9255,450.0245,323.9922,24,15,9,11,24118.0,68251.0,34743828,307,,50.0,0.05,2.0
vDfact,4,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-51351.7197,21425.0,72776.7197,1455.5344,450.3767,450.3766,25,17,8,10,25122.0,68251.0,34390333,304,,50.0,0.1,4.0
vmin,0.1,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-52773.6726,21425.0,74198.6726,1483.9735,450.2619,450.2619,25,18,7,9,25122.0,68251.0,35388895,313,,50.0,0.1,2.0
vmin,0.25,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-50024.5151,23329.0,73353.5151,1467.0703,450.2227,391.3603,27,21,6,8,27131.0,68251.0,34990856,309,,50.0,0.25,2.0
vmin,0.5,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-46133.4784,24668.0,70801.4784,1416.0296,450.2086,47.2265,29,21,8,8,29146.0,68251.0,34769342,307,,50.0,0.5,2.0
vmin,0.9,ttd300,30,1,0.25,94.0,374.0,ttd300_n30_L1_f025,1,ok,-40244.5417,25223.0,65467.5417,1309.3508,450.2472,325.501,30,21,9,9,30154.0,68251.0,33984309,300,,50.0,0.9,2.0
R,1,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,24008.6352,25223.0,1214.3648,1214.3648,450.1711,450.171,30,18,12,12,30154.0,68251.0,30872879,273,,1.0,0.1,2.0
R,100,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-95132.0728,19318.0,114450.0728,1144.5007,450.0155,55.3061,23,13,10,13,23115.0,68251.0,30740112,272,,100.0,0.1,2.0
R,12.5,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,10067.2023,25223.0,15155.7977,1212.4638,450.2347,450.2346,30,19,11,11,30154.0,68251.0,30060658,265,,12.5,0.1,2.0
R,200,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-204751.518,12109.0,216860.518,1084.3026,450.0156,405.6076,14,8,6,13,14056.0,68251.0,30690428,271,,200.0,0.1,2.0
R,25,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-5437.0215,25223.0,30660.0215,1226.4009,450.0159,332.9946,30,17,13,13,30154.0,68251.0,29446898,260,,25.0,0.1,2.0
R,50,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-36714.6248,24492.0,61206.6248,1224.1325,450.0153,104.4953,29,16,13,13,29150.0,68251.0,30146629,266,,50.0,0.1,2.0
Wcap,0.25,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-47726.1709,7203.0,54929.1709,1098.5834,450.0498,446.8336,8,4,4,11,8031.0,17062.75,30700081,271,,50.0,0.1,2.0
Wcap,0.5,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-43909.5201,15315.0,59224.5201,1184.4904,450.0163,87.3123,18,11,7,13,18077.0,34125.5,30384755,268,,50.0,0.1,2.0
Wcap,1,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-36714.6248,24492.0,61206.6248,1224.1325,450.0158,106.3723,29,16,13,13,29150.0,68251.0,29687084,262,,50.0,0.1,2.0
Wcap,2,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-30232.9153,25223.0,55455.9153,1109.1183,450.0265,450.0265,30,17,13,13,30154.0,136502.0,29585494,261,,50.0,0.1,2.0
Wcap,4,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-28841.5813,25223.0,54064.5813,1081.2916,450.0164,248.2942,30,17,13,13,30154.0,273004.0,29986344,265,,50.0,0.1,2.0
baseline,-,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-36714.6248,24492.0,61206.6248,1224.1325,450.0156,105.1336,29,16,13,13,29150.0,68251.0,30029847,265,,50.0,0.1,2.0
vDfact,0.5,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-55511.9793,19055.0,74566.9793,1491.3396,450.0771,317.9458,22,18,4,4,22110.0,68251.0,36500344,323,,50.0,0.1,0.5
vDfact,2,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-36714.6248,24492.0,61206.6248,1224.1325,450.0154,105.2088,29,16,13,13,29150.0,68251.0,30053116,265,,50.0,0.1,2.0
vDfact,3,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-33952.1478,24492.0,58444.1478,1168.883,450.0144,365.9401,29,15,14,14,29150.0,68251.0,29691596,262,,50.0,0.1,3.0
vDfact,4,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-32380.701,24492.0,56872.701,1137.454,450.0147,164.785,29,15,14,14,29150.0,68251.0,28776955,254,,50.0,0.1,4.0
vDfact,1,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-47022.819,22951.0,69973.819,1399.4764,450.7406,450.7406,27,20,7,8,27130.0,68251.0,33965301,300,,50.0,0.1,1.0
vmin,0.05,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-36954.9281,23959.0,60913.9281,1218.2786,450.0568,171.9664,28,18,10,11,28144.0,68251.0,30099537,266,,50.0,0.05,2.0
vmin,0.1,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-36714.6248,24492.0,61206.6248,1224.1325,450.0159,105.9498,29,16,13,13,29150.0,68251.0,29664560,262,,50.0,0.1,2.0
vmin,0.25,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-34445.4079,25223.0,59668.4079,1193.3682,450.016,230.146,30,17,13,13,30154.0,68251.0,30002840,265,,50.0,0.25,2.0
vmin,0.5,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-32142.3322,25223.0,57365.3322,1147.3066,450.0163,349.8123,30,17,13,13,30154.0,68251.0,29963154,265,,50.0,0.5,2.0
vmin,0.9,ttd300,30,1,0.5,187.0,374.0,ttd300_n30_L1_f050,1,ok,-27826.6458,25223.0,53049.6458,1060.9929,450.0765,450.0765,30,19,11,11,30154.0,68251.0,29859357,264,,50.0,0.9,2.0
R,1,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,24120.8875,25223.0,1102.1125,1102.1125,450.0273,450.0273,30,17,13,13,30154.0,68251.0,30618588,270,,1.0,0.1,2.0
R,100,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-84070.4896,18207.0,102277.4896,1022.7749,450.2483,345.5925,21,14,7,12,21104.0,68251.0,30021159,265,,100.0,0.1,2.0
R,12.5,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,11033.2785,25223.0,14189.7215,1135.1777,450.0171,327.2041,30,17,13,13,30154.0,68251.0,28455788,251,,12.5,0.1,2.0
R,200,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-185759.4343,9356.0,195115.4343,975.5772,450.5774,450.5774,11,7,4,12,11050.0,68251.0,30896494,273,,200.0,0.1,2.0
R,25,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-2523.5632,25223.0,27746.5632,1109.8625,450.4177,450.4176,30,18,12,12,30154.0,68251.0,29595570,261,,25.0,0.1,2.0
R,50,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-30403.5404,24668.0,55071.5404,1101.4308,450.2123,450.2123,29,18,11,11,29146.0,68251.0,30026872,265,,50.0,0.1,2.0
Wcap,0.25,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-42920.4096,7782.0,50702.4096,1014.0482,450.2974,450.2974,9,6,3,11,9041.0,17062.75,30840734,273,,50.0,0.1,2.0
Wcap,0.5,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-39179.8116,17048.0,56227.8116,1124.5562,450.0303,450.0303,20,10,10,14,20096.0,34125.5,30630640,271,,50.0,0.1,2.0
Wcap,1,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-30403.5404,24668.0,55071.5404,1101.4308,450.2142,450.2142,29,18,11,11,29146.0,68251.0,30099731,266,,50.0,0.1,2.0
Wcap,2,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-26004.1101,25223.0,51227.1101,1024.5422,450.6208,450.6208,30,18,12,12,30154.0,136502.0,30211489,267,,50.0,0.1,2.0
Wcap,4,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-24525.4088,25223.0,49748.4088,994.9682,450.6683,450.6683,30,18,12,12,30154.0,273004.0,30209122,267,,50.0,0.1,2.0
baseline,-,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-30403.5404,24668.0,55071.5404,1101.4308,450.1996,450.1996,29,18,11,11,29146.0,68251.0,29920902,264,,50.0,0.1,2.0
vDfact,0.5,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-54492.3213,18966.0,73458.3213,1469.1664,450.1413,407.1973,22,19,3,4,22116.0,68251.0,38227076,338,,50.0,0.1,0.5
