param,value,dataset,n,layout,ED_frac,ED,d_max,instance,seed,status,objective,profit,rental,arrival,time_s,time_to_best_s,n_items,n_truck,n_drone,n_rendv,W_final,W_capacity,evals,reheats,error,R,vmin,vD
vDfact,2,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-30403.5404,24668.0,55071.5404,1101.4308,450.2052,450.2052,29,18,11,11,29146.0,68251.0,30026367,265,,50.0,0.1,2.0
vDfact,1,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-44406.2195,23404.0,67810.2195,1356.2044,450.5952,450.5951,27,20,7,7,27136.0,68251.0,33420608,295,,50.0,0.1,1.0
vDfact,3,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-24689.1604,24668.0,49357.1604,987.1432,450.0134,355.3446,29,15,14,15,29146.0,68251.0,28720337,254,,50.0,0.1,3.0
vDfact,4,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-23681.4512,25223.0,48904.4512,978.089,450.0132,350.1915,30,15,15,15,30154.0,68251.0,28453833,251,,50.0,0.1,4.0
vmin,0.05,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-32165.6208,25223.0,57388.6208,1147.7724,450.2235,450.2235,30,19,11,11,30154.0,68251.0,29947426,265,,50.0,0.05,2.0
vmin,0.1,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-30403.5404,24668.0,55071.5404,1101.4308,450.2067,450.2067,29,18,11,11,29146.0,68251.0,30015225,265,,50.0,0.1,2.0
vmin,0.25,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-27580.3312,25223.0,52803.3312,1056.0666,450.5857,450.5856,30,18,12,12,30154.0,68251.0,30049622,265,,50.0,0.25,2.0
vmin,0.9,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-23021.994,25223.0,48244.994,964.8999,450.0973,450.0972,30,20,10,10,30154.0,68251.0,30155058,266,,50.0,0.9,2.0
vmin,0.5,ttd300,30,1,0.75,280.0,374.0,ttd300_n30_L1_f075,1,ok,-26650.5235,25223.0,51873.5235,1037.4705,451.2792,451.2791,30,18,12,12,30154.0,68251.0,30189304,266,,50.0,0.5,2.0
R,12.5,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,11771.3587,25223.0,13451.6413,1076.1313,450.0135,16.2943,30,15,15,15,30154.0,68251.0,29877333,264,,12.5,0.1,2.0
R,1,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,24125.4223,25223.0,1097.5777,1097.5777,450.8791,450.8791,30,18,12,12,30154.0,68251.0,31297997,276,,1.0,0.1,2.0
R,100,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-81266.5133,17985.0,99251.5133,992.5151,450.8147,450.8147,21,13,8,12,21111.0,68251.0,30481297,269,,100.0,0.1,2.0
R,25,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-2117.6697,25223.0,27340.6697,1093.6268,450.0158,271.1115,30,16,14,14,30154.0,68251.0,29525901,261,,25.0,0.1,2.0
R,50,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-29843.0387,25223.0,55066.0387,1101.3208,450.0157,115.9614,30,16,14,14,30154.0,68251.0,29985114,265,,50.0,0.1,2.0
R,200,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-171995.5507,10370.0,182365.5507,911.8278,451.2222,451.2222,12,7,5,12,12069.0,68251.0,30951398,273,,200.0,0.1,2.0
Wcap,0.25,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-40456.7466,7690.0,48146.7466,962.9349,450.4105,450.4105,9,4,5,11,9038.0,17062.75,31036713,274,,50.0,0.1,2.0
Wcap,0.5,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-37594.1833,15829.0,53423.1833,1068.4637,450.0176,248.2369,18,10,8,13,18082.0,34125.5,30309501,268,,50.0,0.1,2.0
Wcap,1,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-29843.0387,25223.0,55066.0387,1101.3208,450.0156,115.4836,30,16,14,14,30154.0,68251.0,30140978,266,,50.0,0.1,2.0
Wcap,4,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-21816.1935,25223.0,47039.1935,940.7839,450.2142,450.2141,30,20,10,10,30154.0,273004.0,30417809,269,,50.0,0.1,2.0
Wcap,2,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-22465.9393,25223.0,47688.9393,953.7788,451.0214,451.0214,30,18,12,12,30154.0,136502.0,30300200,268,,50.0,0.1,2.0
baseline,-,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-29843.0387,25223.0,55066.0387,1101.3208,450.0161,114.2501,30,16,14,14,30154.0,68251.0,30508638,269,,50.0,0.1,2.0
vDfact,0.5,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-51687.3319,21558.0,73245.3319,1464.9066,450.0925,4.0492,25,23,2,3,25122.0,68251.0,38715942,343,,50.0,0.1,0.5
vDfact,2,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-29843.0387,25223.0,55066.0387,1101.3208,450.0157,114.2498,30,16,14,14,30154.0,68251.0,30536460,270,,50.0,0.1,2.0
vDfact,1,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-40681.4156,23879.0,64560.4156,1291.2083,451.1856,451.1855,28,22,6,7,28140.0,68251.0,33779258,298,,50.0,0.1,1.0
vDfact,3,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-23335.6199,24690.0,48025.6199,960.5124,450.0162,395.3963,29,16,13,14,29148.0,68251.0,28658166,253,,50.0,0.1,3.0
vDfact,4,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-21825.9367,25223.0,47048.9367,940.9787,450.0136,226.2889,30,15,15,15,30154.0,68251.0,27829734,246,,50.0,0.1,4.0
vmin,0.05,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-30050.4045,23779.0,53829.4045,1076.5881,450.4326,450.4325,28,17,11,11,28139.0,68251.0,29994647,265,,50.0,0.05,2.0
vmin,0.1,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-29843.0387,25223.0,55066.0387,1101.3208,450.0155,115.4275,30,16,14,14,30154.0,68251.0,30198798,267,,50.0,0.1,2.0
vmin,0.25,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-27836.4062,25223.0,53059.4062,1061.1881,450.8015,450.8015,30,18,12,12,30154.0,68251.0,30108576,266,,50.0,0.25,2.0
vmin,0.5,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-24665.3578,25223.0,49888.3578,997.7672,450.838,450.838,30,18,12,12,30154.0,68251.0,30039163,265,,50.0,0.5,2.0
vmin,0.9,ttd300,30,1,1.0,374.0,374.0,ttd300_n30_L1_f100,1,ok,-21010.0039,25223.0,46233.0039,924.6601,450.4814,450.4813,30,19,11,11,30154.0,68251.0,30387775,268,,50.0,0.9,2.0
R,1,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,32841.7711,34418.0,1576.2289,1576.2289,600.0305,335.7777,40,25,15,15,40182.0,91001.0,38533409,257,,1.0,0.1,2.0
R,100,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-115853.3681,23329.0,139182.3681,1391.8237,600.0301,18.6718,26,18,8,15,26121.0,91001.0,38864255,260,,100.0,0.1,2.0
R,12.5,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,14819.0325,34418.0,19598.9675,1567.9174,600.0298,452.2696,40,25,15,15,40182.0,91001.0,37728967,252,,12.5,0.1,2.0
R,200,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-249112.6077,12443.0,261555.6077,1307.778,600.0297,461.925,14,9,5,15,14065.0,91001.0,39191416,262,,200.0,0.1,2.0
R,25,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-5074.0993,34418.0,39492.0993,1579.684,600.0298,46.7847,40,26,14,14,40182.0,91001.0,37494572,250,,25.0,0.1,2.0
R,50,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-43626.2665,31792.0,75418.2665,1508.3653,600.0308,261.7797,36,24,12,14,36164.0,91001.0,37755918,252,,50.0,0.1,2.0
Wcap,0.25,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-59327.6381,8640.0,67967.6381,1359.3528,600.0294,470.3149,10,6,4,13,10042.0,22750.25,39672782,265,,50.0,0.1,2.0
Wcap,0.5,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-53548.529,17794.0,71342.529,1426.8506,600.061,600.061,20,13,7,15,20087.0,45500.5,39011016,261,,50.0,0.1,2.0
Wcap,1,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-43626.2665,31792.0,75418.2665,1508.3653,600.0312,257.5946,36,24,12,14,36164.0,91001.0,38225148,255,,50.0,0.1,2.0
Wcap,2,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-35160.3524,34418.0,69578.3524,1391.567,600.03,186.0772,40,26,14,14,40182.0,182002.0,37933091,253,,50.0,0.1,2.0
Wcap,4,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-32274.1697,34418.0,66692.1697,1333.8434,600.0302,113.8067,40,25,15,15,40182.0,364004.0,37352393,249,,50.0,0.1,2.0
baseline,-,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-43626.2665,31792.0,75418.2665,1508.3653,600.0307,260.7478,36,24,12,14,36164.0,91001.0,37780940,252,,50.0,0.1,2.0
vDfact,0.5,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-55519.6249,32200.0,87719.6249,1754.3925,600.0938,82.1281,37,34,3,4,37172.0,91001.0,44728962,299,,50.0,0.1,0.5
vDfact,1,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-49771.3245,32200.0,81971.3245,1639.4265,600.0937,600.0937,37,26,11,12,37172.0,91001.0,39798154,266,,50.0,0.1,1.0
vDfact,2,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-43626.2665,31792.0,75418.2665,1508.3653,600.0306,259.8855,36,24,12,14,36164.0,91001.0,37945073,253,,50.0,0.1,2.0
vDfact,3,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-42678.709,31838.0,74516.709,1490.3342,600.0293,480.4316,36,22,14,16,36163.0,91001.0,37799450,252,,50.0,0.1,3.0
vDfact,4,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-42388.9917,31838.0,74226.9917,1484.5398,600.0306,51.013,36,22,14,16,36163.0,91001.0,37778046,252,,50.0,0.1,4.0
vmin,0.05,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-45031.6433,31032.0,76063.6433,1521.2729,600.0312,408.0499,35,24,11,15,35163.0,91001.0,37413453,250,,50.0,0.05,2.0
vmin,0.1,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-43626.2665,31792.0,75418.2665,1508.3653,600.0302,260.6067,36,24,12,14,36164.0,91001.0,37797771,252,,50.0,0.1,2.0
vmin,0.25,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-40760.1456,34418.0,75178.1456,1503.5629,600.0519,600.0519,40,26,14,14,40182.0,91001.0,36619904,244,,50.0,0.25,2.0
vmin,0.5,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-36176.5925,34418.0,70594.5925,1411.8918,600.0294,33.6567,40,24,16,16,40182.0,91001.0,38391024,256,,50.0,0.5,2.0
vmin,0.9,ttd300,40,1,0.25,94.0,378.0,ttd300_n40_L1_f025,1,ok,-31294.6552,34418.0,65712.6552,1314.2531,600.0311,190.9811,40,26,14,14,40182.0,91001.0,37185317,248,,50.0,0.9,2.0
R,1,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,33062.9789,34418.0,1355.0211,1355.0211,600.0315,332.9135,40,23,17,17,40182.0,91001.0,34775880,232,,1.0,0.1,2.0
R,100,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-97827.6943,23158.0,120985.6943,1209.8569,600.033,202.5882,27,18,9,15,27124.0,91001.0,34625866,231,,100.0,0.1,2.0
R,12.5,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,17338.5617,34418.0,17079.4383,1366.3551,600.0474,600.0474,40,23,17,17,40182.0,91001.0,34162504,228,,12.5,0.1,2.0
R,200,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-215969.6416,10750.0,226719.6416,1133.5982,600.0518,600.0518,13,7,6,15,13053.0,91001.0,35330807,236,,200.0,0.1,2.0
R,25,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,120.3904,34418.0,34297.6096,1371.9044,600.0332,308.6953,40,24,16,16,40182.0,91001.0,33784689,225,,25.0,0.1,2.0
R,50,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-32699.0651,33658.0,66357.0651,1327.1413,600.0336,67.1751,39,23,16,16,39181.0,91001.0,34152407,228,,50.0,0.1,2.0
Wcap,0.25,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-49754.9254,10604.0,60358.9254,1207.1785,600.0323,109.6995,12,7,5,15,12047.0,22750.25,35625304,238,,50.0,0.1,2.0
Wcap,0.5,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-44450.896,18673.0,63123.896,1262.4779,600.0304,553.9833,21,12,9,17,21087.0,45500.5,35140593,234,,50.0,0.1,2.0
Wcap,1,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-32699.0651,33658.0,66357.0651,1327.1413,600.0333,67.1153,39,23,16,16,39181.0,91001.0,34261592,229,,50.0,0.1,2.0
Wcap,2,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-26648.6234,34418.0,61066.6234,1221.3325,600.034,439.6684,40,26,14,14,40182.0,182002.0,34481008,230,,50.0,0.1,2.0
Wcap,4,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-23252.515,34418.0,57670.515,1153.4103,600.0331,129.4475,40,25,15,15,40182.0,364004.0,34739839,232,,50.0,0.1,2.0
baseline,-,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-32699.0651,33658.0,66357.0651,1327.1413,600.0337,66.121,39,23,16,16,39181.0,91001.0,34582217,231,,50.0,0.1,2.0
vDfact,0.5,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-52149.5049,31133.0,83282.5049,1665.6501,600.3905,600.3905,36,32,4,5,36170.0,91001.0,41591556,278,,50.0,0.1,0.5
vDfact,1,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-42051.0409,31838.0,73889.0409,1477.7808,600.2299,600.2299,36,27,9,11,36163.0,91001.0,36626554,244,,50.0,0.1,1.0
vDfact,2,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-32699.0651,33658.0,66357.0651,1327.1413,600.033,66.2001,39,23,16,16,39181.0,91001.0,34521038,230,,50.0,0.1,2.0
vDfact,3,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-30772.2835,34418.0,65190.2835,1303.8057,600.0304,32.5597,40,21,19,19,40182.0,91001.0,33621701,224,,50.0,0.1,3.0
vDfact,4,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-31311.3808,34418.0,65729.3808,1314.5876,600.0534,600.0533,40,21,19,19,40182.0,91001.0,33021930,220,,50.0,0.1,4.0
vmin,0.05,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-34944.0549,33658.0,68602.0549,1372.0411,600.0611,600.061,39,23,16,16,39181.0,91001.0,34314193,229,,50.0,0.05,2.0
vmin,0.1,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-32699.0651,33658.0,66357.0651,1327.1413,600.0335,66.3158,39,23,16,16,39181.0,91001.0,34595903,231,,50.0,0.1,2.0
vmin,0.25,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-30545.0657,34418.0,64963.0657,1299.2613,600.0323,221.7446,40,24,16,16,40182.0,91001.0,34507744,230,,50.0,0.25,2.0
vmin,0.5,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-27346.5892,34418.0,61764.5892,1235.2918,600.049,600.049,40,23,17,17,40182.0,91001.0,34359170,229,,50.0,0.5,2.0
vmin,0.9,ttd300,40,1,0.5,189.0,378.0,ttd300_n40_L1_f050,1,ok,-22264.0743,34418.0,56682.0743,1133.6415,600.0333,581.1764,40,24,16,16,40182.0,91001.0,35044204,234,,50.0,0.9,2.0
R,1,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,33062.0442,34418.0,1355.9558,1355.9558,600.0348,421.728,40,24,16,16,40182.0,91001.0,34711307,232,,1.0,0.1,2.0
R,100,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-97327.9059,24843.0,122170.9059,1221.7091,600.0305,174.7471,28,15,13,18,28124.0,91001.0,34712099,232,,100.0,0.1,2.0
R,12.5,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,17568.3589,34418.0,16849.6411,1347.9713,600.0507,600.0506,40,23,17,17,40182.0,91001.0,33981956,227,,12.5,0.1,2.0
R,200,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-216038.4679,15978.0,232016.4679,1160.0823,600.0326,120.5166,18,10,8,16,18083.0,91001.0,35124876,234,,200.0,0.1,2.0
R,25,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,485.738,34418.0,33932.262,1357.2905,600.6791,600.6791,40,28,12,12,40182.0,91001.0,33683040,224,,25.0,0.1,2.0
R,50,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-32803.6789,34418.0,67221.6789,1344.4336,600.0336,193.1639,40,23,17,17,40182.0,91001.0,34027901,227,,50.0,0.1,2.0
Wcap,0.25,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-50474.7159,10613.0,61087.7159,1221.7543,600.0335,254.7571,12,6,6,13,12051.0,22750.25,35556220,237,,50.0,0.1,2.0
Wcap,0.5,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-44280.7652,18988.0,63268.7652,1265.3753,600.0535,600.0535,21,13,8,13,21093.0,45500.5,34758720,232,,50.0,0.1,2.0
Wcap,1,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-32803.6789,34418.0,67221.6789,1344.4336,600.034,190.3148,40,23,17,17,40182.0,91001.0,34482868,230,,50.0,0.1,2.0
Wcap,2,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-25547.1553,34418.0,59965.1553,1199.3031,600.0528,600.0527,40,24,16,16,40182.0,182002.0,33652678,224,,50.0,0.1,2.0
Wcap,4,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-23981.2655,34418.0,58399.2655,1167.9853,600.0521,600.052,40,24,16,16,40182.0,364004.0,34809138,232,,50.0,0.1,2.0
baseline,-,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-32803.6789,34418.0,67221.6789,1344.4336,600.0354,192.9333,40,23,17,17,40182.0,91001.0,34013592,227,,50.0,0.1,2.0
vDfact,0.5,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-50573.3605,32056.0,82629.3605,1652.5872,600.2488,475.7154,37,33,4,4,37178.0,91001.0,42275398,283,,50.0,0.1,0.5
vDfact,1,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-41720.1784,31838.0,73558.1784,1471.1636,600.332,600.332,36,28,8,10,36163.0,91001.0,36317277,242,,50.0,0.1,1.0
vDfact,2,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-32803.6789,34418.0,67221.6789,1344.4336,600.0329,189.4597,40,23,17,17,40182.0,91001.0,34718118,232,,50.0,0.1,2.0
vDfact,3,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-28264.0687,33154.0,61418.0687,1228.3614,600.0333,424.6096,38,22,16,17,38173.0,91001.0,33149292,221,,50.0,0.1,3.0
vDfact,4,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-26544.5624,34418.0,60962.5624,1219.2512,600.0237,351.1299,40,20,20,20,40182.0,91001.0,32794633,219,,50.0,0.1,4.0
vmin,0.05,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-33620.1374,32598.0,66218.1374,1324.3627,600.0332,278.7815,37,21,16,16,37164.0,91001.0,34262279,228,,50.0,0.05,2.0
vmin,0.1,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-32803.6789,34418.0,67221.6789,1344.4336,600.0358,191.985,40,23,17,17,40182.0,91001.0,34201910,228,,50.0,0.1,2.0
vmin,0.25,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-30802.9932,34418.0,65220.9932,1304.4199,600.035,194.566,40,25,15,15,40182.0,91001.0,34340728,229,,50.0,0.25,2.0
vmin,0.5,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-27183.9971,34418.0,61601.9971,1232.0399,600.0309,122.8836,40,24,16,16,40182.0,91001.0,34629977,231,,50.0,0.5,2.0
vmin,0.9,ttd300,40,1,0.75,284.0,378.0,ttd300_n40_L1_f075,1,ok,-22090.5342,34418.0,56508.5342,1130.1707,600.0366,216.275,40,26,14,14,40182.0,91001.0,34119212,227,,50.0,0.9,2.0
R,1,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,33077.897,34418.0,1340.103,1340.103,600.0362,321.0588,40,26,14,14,40182.0,91001.0,34532384,230,,1.0,0.1,2.0
R,100,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-97688.4672,23036.0,120724.4672,1207.2447,600.0337,232.2843,27,17,10,15,27124.0,91001.0,34963170,233,,100.0,0.1,2.0
R,12.5,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,17572.8605,34418.0,16845.1395,1347.6112,600.0625,600.0625,40,27,13,13,40182.0,91001.0,34031635,227,,12.5,0.1,2.0
R,200,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-218243.6617,12353.0,230596.6617,1152.9833,600.0345,486.486,14,8,6,13,14054.0,91001.0,35267887,235,,200.0,0.1,2.0
R,50,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-32515.4175,34418.0,66933.4175,1338.6684,600.0354,98.4202,40,24,16,16,40182.0,91001.0,33882674,226,,50.0,0.1,2.0
Wcap,0.25,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-49207.674,10846.0,60053.674,1201.0735,600.0365,455.8811,13,8,5,13,13061.0,22750.25,35340232,236,,50.0,0.1,2.0
R,25,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,1303.7397,34418.0,33114.2603,1324.5704,601.17,601.17,40,29,11,11,40182.0,91001.0,34657796,231,,25.0,0.1,2.0
Wcap,0.5,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-43717.7924,18690.0,62407.7924,1248.1558,600.0339,330.8239,21,13,8,15,21092.0,45500.5,34234554,229,,50.0,0.1,2.0
Wcap,1,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-32515.4175,34418.0,66933.4175,1338.6684,600.0344,97.7901,40,24,16,16,40182.0,91001.0,34078240,227,,50.0,0.1,2.0
Wcap,2,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-25884.0395,34418.0,60302.0395,1206.0408,600.053,600.0529,40,24,16,16,40182.0,182002.0,34655966,231,,50.0,0.1,2.0
Wcap,4,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-23326.2528,34418.0,57744.2528,1154.8851,600.0351,225.3317,40,25,15,15,40182.0,364004.0,34497545,230,,50.0,0.1,2.0
baseline,-,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-32515.4175,34418.0,66933.4175,1338.6684,600.0346,96.4285,40,24,16,16,40182.0,91001.0,34397907,229,,50.0,0.1,2.0
vDfact,0.5,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-51382.3069,32056.0,83438.3069,1668.7661,600.433,445.3078,37,33,4,4,37178.0,91001.0,42817187,286,,50.0,0.1,0.5
vDfact,2,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-32515.4175,34418.0,66933.4175,1338.6684,600.035,97.0773,40,24,16,16,40182.0,91001.0,34192004,228,,50.0,0.1,2.0
vDfact,1,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-40531.8616,32598.0,73129.8616,1462.5972,606.0379,606.0379,37,27,10,10,37164.0,91001.0,36539174,244,,50.0,0.1,1.0
vDfact,3,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-27742.3284,33756.0,61498.3284,1229.9666,600.0337,9.9805,39,22,17,17,39176.0,91001.0,32851489,219,,50.0,0.1,3.0
vDfact,4,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-25135.6926,34418.0,59553.6926,1191.0739,600.034,593.2093,40,23,17,17,40182.0,91001.0,32838184,219,,50.0,0.1,4.0
vmin,0.05,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-33627.2446,33260.0,66887.2446,1337.7449,600.0357,348.7392,38,24,14,14,38170.0,91001.0,34869426,233,,50.0,0.05,2.0
vmin,0.1,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-32515.4175,34418.0,66933.4175,1338.6684,600.0338,98.7188,40,24,16,16,40182.0,91001.0,33987610,227,,50.0,0.1,2.0
vmin,0.25,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-31813.7631,34418.0,66231.7631,1324.6353,600.0596,600.0596,40,25,15,15,40182.0,91001.0,34297137,229,,50.0,0.25,2.0
vmin,0.9,ttd300,40,1,1.0,378.0,378.0,ttd300_n40_L1_f100,1,ok,-22697.0636,34418.0,57115.0636,1142.3013,600.0366,305.1178,40,25,15,15,40182.0,91001.0,34350624,229,,50.0,0.9,2.0
