n,ED_frac,param,value,n_layouts,objective,rental,arrival,n_truck,n_drone,n_rendv,n_items,profit,time_to_best_s,evals
30,0.75,R,12.5,1,11033.3,14189.7,1135.2,17.0,13.0,13.0,30.0,25223.0,327.2,28455788.0
30,0.75,R,200,1,-185759.4,195115.4,975.6,7.0,4.0,12.0,11.0,9356.0,450.6,30896494.0
30,0.75,R,25,1,-2523.6,27746.6,1109.9,18.0,12.0,12.0,30.0,25223.0,450.4,29595570.0
30,0.75,R,50,1,-30403.5,55071.5,1101.4,18.0,11.0,11.0,29.0,24668.0,450.2,30026872.0
30,0.75,Wcap,0.25,1,-42920.4,50702.4,1014.0,6.0,3.0,11.0,9.0,7782.0,450.3,30840734.0
30,0.75,Wcap,0.5,1,-39179.8,56227.8,1124.6,10.0,10.0,14.0,20.0,17048.0,450.0,30630640.0
30,0.75,Wcap,1,1,-30403.5,55071.5,1101.4,18.0,11.0,11.0,29.0,24668.0,450.2,30099731.0
30,0.75,Wcap,2,1,-26004.1,51227.1,1024.5,18.0,12.0,12.0,30.0,25223.0,450.6,30211489.0
30,0.75,Wcap,4,1,-24525.4,49748.4,995.0,18.0,12.0,12.0,30.0,25223.0,450.7,30209122.0
30,0.75,baseline,-,1,-30403.5,55071.5,1101.4,18.0,11.0,11.0,29.0,24668.0,450.2,29920902.0
30,0.75,vDfact,0.5,1,-54492.3,73458.3,1469.2,19.0,3.0,4.0,22.0,18966.0,407.2,38227076.0
30,0.75,vDfact,1,1,-44406.2,67810.2,1356.2,20.0,7.0,7.0,27.0,23404.0,450.6,33420608.0
30,0.75,vDfact,2,1,-30403.5,55071.5,1101.4,18.0,11.0,11.0,29.0,24668.0,450.2,30026367.0
30,0.75,vDfact,3,1,-24689.2,49357.2,987.1,15.0,14.0,15.0,29.0,24668.0,355.3,28720337.0
30,0.75,vDfact,4,1,-23681.5,48904.5,978.1,15.0,15.0,15.0,30.0,25223.0,350.2,28453833.0
30,0.75,vmin,0.05,1,-32165.6,57388.6,1147.8,19.0,11.0,11.0,30.0,25223.0,450.2,29947426.0
30,0.75,vmin,0.1,1,-30403.5,55071.5,1101.4,18.0,11.0,11.0,29.0,24668.0,450.2,30015225.0
30,0.75,vmin,0.25,1,-27580.3,52803.3,1056.1,18.0,12.0,12.0,30.0,25223.0,450.6,30049622.0
30,0.75,vmin,0.5,1,-26650.5,51873.5,1037.5,18.0,12.0,12.0,30.0,25223.0,451.3,30189304.0
30,0.75,vmin,0.9,1,-23022.0,48245.0,964.9,20.0,10.0,10.0,30.0,25223.0,450.1,30155058.0
30,1.0,R,1,1,24125.4,1097.6,1097.6,18.0,12.0,12.0,30.0,25223.0,450.9,31297997.0
30,1.0,R,100,1,-81266.5,99251.5,992.5,13.0,8.0,12.0,21.0,17985.0,450.8,30481297.0
30,1.0,R,12.5,1,11771.4,13451.6,1076.1,15.0,15.0,15.0,30.0,25223.0,16.3,29877333.0
30,1.0,R,200,1,-171995.6,182365.6,911.8,7.0,5.0,12.0,12.0,10370.0,451.2,30951398.0
30,1.0,R,25,1,-2117.7,27340.7,1093.6,16.0,14.0,14.0,30.0,25223.0,271.1,29525901.0
30,1.0,R,50,1,-29843.0,55066.0,1101.3,16.0,14.0,14.0,30.0,25223.0,116.0,29985114.0
30,1.0,Wcap,0.25,1,-40456.7,48146.7,962.9,4.0,5.0,11.0,9.0,7690.0,450.4,31036713.0
30,1.0,Wcap,0.5,1,-37594.2,53423.2,1068.5,10.0,8.0,13.0,18.0,15829.0,248.2,30309501.0
30,1.0,Wcap,1,1,-29843.0,55066.0,1101.3,16.0,14.0,14.0,30.0,25223.0,115.5,30140978.0
30,1.0,Wcap,2,1,-22465.9,47688.9,953.8,18.0,12.0,12.0,30.0,25223.0,451.0,30300200.0
30,1.0,Wcap,4,1,-21816.2,47039.2,940.8,20.0,10.0,10.0,30.0,25223.0,450.2,30417809.0
30,1.0,baseline,-,1,-29843.0,55066.0,1101.3,16.0,14.0,14.0,30.0,25223.0,114.3,30508638.0
30,1.0,vDfact,0.5,1,-51687.3,73245.3,1464.9,23.0,2.0,3.0,25.0,21558.0,4.0,38715942.0
30,1.0,vDfact,1,1,-40681.4,64560.4,1291.2,22.0,6.0,7.0,28.0,23879.0,451.2,33779258.0
30,1.0,vDfact,2,1,-29843.0,55066.0,1101.3,16.0,14.0,14.0,30.0,25223.0,114.2,30536460.0
30,1.0,vDfact,3,1,-23335.6,48025.6,960.5,16.0,13.0,14.0,29.0,24690.0,395.4,28658166.0
30,1.0,vDfact,4,1,-21825.9,47048.9,941.0,15.0,15.0,15.0,30.0,25223.0,226.3,27829734.0
30,1.0,vmin,0.05,1,-30050.4,53829.4,1076.6,17.0,11.0,11.0,28.0,23779.0,450.4,29994647.0
30,1.0,vmin,0.1,1,-29843.0,55066.0,1101.3,16.0,14.0,14.0,30.0,25223.0,115.4,30198798.0
30,1.0,vmin,0.25,1,-27836.4,53059.4,1061.2,18.0,12.0,12.0,30.0,25223.0,450.8,30108576.0
30,1.0,vmin,0.5,1,-24665.4,49888.4,997.8,18.0,12.0,12.0,30.0,25223.0,450.8,30039163.0
30,1.0,vmin,0.9,1,-21010.0,46233.0,924.7,19.0,11.0,11.0,30.0,25223.0,450.5,30387775.0
40,0.25,R,1,1,32841.8,1576.2,1576.2,25.0,15.0,15.0,40.0,34418.0,335.8,38533409.0
40,0.25,R,100,1,-115853.4,139182.4,1391.8,18.0,8.0,15.0,26.0,23329.0,18.7,38864255.0
40,0.25,R,12.5,1,14819.0,19599.0,1567.9,25.0,15.0,15.0,40.0,34418.0,452.3,37728967.0
40,0.25,R,200,1,-249112.6,261555.6,1307.8,9.0,5.0,15.0,14.0,12443.0,461.9,39191416.0
40,0.25,R,25,1,-5074.1,39492.1,1579.7,26.0,14.0,14.0,40.0,34418.0,46.8,37494572.0
40,0.25,R,50,1,-43626.3,75418.3,1508.4,24.0,12.0,14.0,36.0,31792.0,261.8,37755918.0
40,0.25,Wcap,0.25,1,-59327.6,67967.6,1359.4,6.0,4.0,13.0,10.0,8640.0,470.3,39672782.0
40,0.25,Wcap,0.5,1,-53548.5,71342.5,1426.9,13.0,7.0,15.0,20.0,17794.0,600.1,39011016.0
40,0.25,Wcap,1,1,-43626.3,75418.3,1508.4,24.0,12.0,14.0,36.0,31792.0,257.6,38225148.0
40,0.25,Wcap,2,1,-35160.4,69578.4,1391.6,26.0,14.0,14.0,40.0,34418.0,186.1,37933091.0
40,0.25,Wcap,4,1,-32274.2,66692.2,1333.8,25.0,15.0,15.0,40.0,34418.0,113.8,37352393.0
40,0.25,baseline,-,1,-43626.3,75418.3,1508.4,24.0,12.0,14.0,36.0,31792.0,260.7,37780940.0
40,0.25,vDfact,0.5,1,-55519.6,87719.6,1754.4,34.0,3.0,4.0,37.0,32200.0,82.1,44728962.0
40,0.25,vDfact,1,1,-49771.3,81971.3,1639.4,26.0,11.0,12.0,37.0,32200.0,600.1,39798154.0
40,0.25,vDfact,2,1,-43626.3,75418.3,1508.4,24.0,12.0,14.0,36.0,31792.0,259.9,37945073.0
40,0.25,vDfact,3,1,-42678.7,74516.7,1490.3,22.0,14.0,16.0,36.0,31838.0,480.4,37799450.0
40,0.25,vDfact,4,1,-42389.0,74227.0,1484.5,22.0,14.0,16.0,36.0,31838.0,51.0,37778046.0
40,0.25,vmin,0.05,1,-45031.6,76063.6,1521.3,24.0,11.0,15.0,35.0,31032.0,408.0,37413453.0
40,0.25,vmin,0.1,1,-43626.3,75418.3,1508.4,24.0,12.0,14.0,36.0,31792.0,260.6,37797771.0
40,0.25,vmin,0.25,1,-40760.1,75178.1,1503.6,26.0,14.0,14.0,40.0,34418.0,600.1,36619904.0
40,0.25,vmin,0.5,1,-36176.6,70594.6,1411.9,24.0,16.0,16.0,40.0,34418.0,33.7,38391024.0
40,0.25,vmin,0.9,1,-31294.7,65712.7,1314.3,26.0,14.0,14.0,40.0,34418.0,191.0,37185317.0
40,0.5,R,1,1,33063.0,1355.0,1355.0,23.0,17.0,17.0,40.0,34418.0,332.9,34775880.0
40,0.5,R,100,1,-97827.7,120985.7,1209.9,18.0,9.0,15.0,27.0,23158.0,202.6,34625866.0
40,0.5,R,12.5,1,17338.6,17079.4,1366.4,23.0,17.0,17.0,40.0,34418.0,600.0,34162504.0
40,0.5,R,200,1,-215969.6,226719.6,1133.6,7.0,6.0,15.0,13.0,10750.0,600.1,35330807.0
40,0.5,R,25,1,120.4,34297.6,1371.9,24.0,16.0,16.0,40.0,34418.0,308.7,33784689.0
40,0.5,R,50,1,-32699.1,66357.1,1327.1,23.0,16.0,16.0,39.0,33658.0,67.2,34152407.0
40,0.5,Wcap,0.25,1,-49754.9,60358.9,1207.2,7.0,5.0,15.0,12.0,10604.0,109.7,35625304.0
40,0.5,Wcap,0.5,1,-44450.9,63123.9,1262.5,12.0,9.0,17.0,21.0,18673.0,554.0,35140593.0
40,0.5,Wcap,1,1,-32699.1,66357.1,1327.1,23.0,16.0,16.0,39.0,33658.0,67.1,34261592.0
40,0.5,Wcap,2,1,-26648.6,61066.6,1221.3,26.0,14.0,14.0,40.0,34418.0,439.7,34481008.0
40,0.5,Wcap,4,1,-23252.5,57670.5,1153.4,25.0,15.0,15.0,40.0,34418.0,129.4,34739839.0
40,0.5,baseline,-,1,-32699.1,66357.1,1327.1,23.0,16.0,16.0,39.0,33658.0,66.1,34582217.0
40,0.5,vDfact,0.5,1,-52149.5,83282.5,1665.7,32.0,4.0,5.0,36.0,31133.0,600.4,41591556.0
40,0.5,vDfact,1,1,-42051.0,73889.0,1477.8,27.0,9.0,11.0,36.0,31838.0,600.2,36626554.0
40,0.5,vDfact,2,1,-32699.1,66357.1,1327.1,23.0,16.0,16.0,39.0,33658.0,66.2,34521038.0
40,0.5,vDfact,3,1,-30772.3,65190.3,1303.8,21.0,19.0,19.0,40.0,34418.0,32.6,33621701.0
40,0.5,vDfact,4,1,-31311.4,65729.4,1314.6,21.0,19.0,19.0,40.0,34418.0,600.1,33021930.0
40,0.5,vmin,0.05,1,-34944.1,68602.1,1372.0,23.0,16.0,16.0,39.0,33658.0,600.1,34314193.0
40,0.5,vmin,0.1,1,-32699.1,66357.1,1327.1,23.0,16.0,16.0,39.0,33658.0,66.3,34595903.0
40,0.5,vmin,0.25,1,-30545.1,64963.1,1299.3,24.0,16.0,16.0,40.0,34418.0,221.7,34507744.0
40,0.5,vmin,0.5,1,-27346.6,61764.6,1235.3,23.0,17.0,17.0,40.0,34418.0,600.0,34359170.0
40,0.5,vmin,0.9,1,-22264.1,56682.1,1133.6,24.0,16.0,16.0,40.0,34418.0,581.2,35044204.0
40,0.75,R,1,1,33062.0,1356.0,1356.0,24.0,16.0,16.0,40.0,34418.0,421.7,34711307.0
40,0.75,R,100,1,-97327.9,122170.9,1221.7,15.0,13.0,18.0,28.0,24843.0,174.7,34712099.0
40,0.75,R,12.5,1,17568.4,16849.6,1348.0,23.0,17.0,17.0,40.0,34418.0,600.1,33981956.0
40,0.75,R,200,1,-216038.5,232016.5,1160.1,10.0,8.0,16.0,18.0,15978.0,120.5,35124876.0
40,0.75,R,25,1,485.7,33932.3,1357.3,28.0,12.0,12.0,40.0,34418.0,600.7,33683040.0
40,0.75,R,50,1,-32803.7,67221.7,1344.4,23.0,17.0,17.0,40.0,34418.0,193.2,34027901.0
40,0.75,Wcap,0.25,1,-50474.7,61087.7,1221.8,6.0,6.0,13.0,12.0,10613.0,254.8,35556220.0
40,0.75,Wcap,0.5,1,-44280.8,63268.8,1265.4,13.0,8.0,13.0,21.0,18988.0,600.1,34758720.0
40,0.75,Wcap,1,1,-32803.7,67221.7,1344.4,23.0,17.0,17.0,40.0,34418.0,190.3,34482868.0
40,0.75,Wcap,2,1,-25547.2,59965.2,1199.3,24.0,16.0,16.0,40.0,34418.0,600.1,33652678.0
40,0.75,Wcap,4,1,-23981.3,58399.3,1168.0,24.0,16.0,16.0,40.0,34418.0,600.1,34809138.0
40,0.75,baseline,-,1,-32803.7,67221.7,1344.4,23.0,17.0,17.0,40.0,34418.0,192.9,34013592.0
40,0.75,vDfact,0.5,1,-50573.4,82629.4,1652.6,33.0,4.0,4.0,37.0,32056.0,475.7,42275398.0
40,0.75,vDfact,1,1,-41720.2,73558.2,1471.2,28.0,8.0,10.0,36.0,31838.0,600.3,36317277.0
40,0.75,vDfact,2,1,-32803.7,67221.7,1344.4,23.0,17.0,17.0,40.0,34418.0,189.5,34718118.0
40,0.75,vDfact,3,1,-28264.1,61418.1,1228.4,22.0,16.0,17.0,38.0,33154.0,424.6,33149292.0
40,0.75,vDfact,4,1,-26544.6,60962.6,1219.3,20.0,20.0,20.0,40.0,34418.0,351.1,32794633.0
40,0.75,vmin,0.05,1,-33620.1,66218.1,1324.4,21.0,16.0,16.0,37.0,32598.0,278.8,34262279.0
40,0.75,vmin,0.1,1,-32803.7,67221.7,1344.4,23.0,17.0,17.0,40.0,34418.0,192.0,34201910.0
40,0.75,vmin,0.25,1,-30803.0,65221.0,1304.4,25.0,15.0,15.0,40.0,34418.0,194.6,34340728.0
40,0.75,vmin,0.5,1,-27184.0,61602.0,1232.0,24.0,16.0,16.0,40.0,34418.0,122.9,34629977.0
40,0.75,vmin,0.9,1,-22090.5,56508.5,1130.2,26.0,14.0,14.0,40.0,34418.0,216.3,34119212.0
40,1.0,R,1,1,33077.9,1340.1,1340.1,26.0,14.0,14.0,40.0,34418.0,321.1,34532384.0
40,1.0,R,100,1,-97688.5,120724.5,1207.2,17.0,10.0,15.0,27.0,23036.0,232.3,34963170.0
40,1.0,R,12.5,1,17572.9,16845.1,1347.6,27.0,13.0,13.0,40.0,34418.0,600.1,34031635.0
40,1.0,R,200,1,-218243.7,230596.7,1153.0,8.0,6.0,13.0,14.0,12353.0,486.5,35267887.0
40,1.0,R,25,1,1303.7,33114.3,1324.6,29.0,11.0,11.0,40.0,34418.0,601.2,34657796.0
40,1.0,R,50,1,-32515.4,66933.4,1338.7,24.0,16.0,16.0,40.0,34418.0,98.4,33882674.0
40,1.0,Wcap,0.25,1,-49207.7,60053.7,1201.1,8.0,5.0,13.0,13.0,10846.0,455.9,35340232.0
40,1.0,Wcap,0.5,1,-43717.8,62407.8,1248.2,13.0,8.0,15.0,21.0,18690.0,330.8,34234554.0
40,1.0,Wcap,1,1,-32515.4,66933.4,1338.7,24.0,16.0,16.0,40.0,34418.0,97.8,34078240.0
40,1.0,Wcap,2,1,-25884.0,60302.0,1206.0,24.0,16.0,16.0,40.0,34418.0,600.1,34655966.0
40,1.0,Wcap,4,1,-23326.3,57744.3,1154.9,25.0,15.0,15.0,40.0,34418.0,225.3,34497545.0
40,1.0,baseline,-,1,-32515.4,66933.4,1338.7,24.0,16.0,16.0,40.0,34418.0,96.4,34397907.0
40,1.0,vDfact,0.5,1,-51382.3,83438.3,1668.8,33.0,4.0,4.0,37.0,32056.0,445.3,42817187.0
40,1.0,vDfact,1,1,-40531.9,73129.9,1462.6,27.0,10.0,10.0,37.0,32598.0,606.0,36539174.0
40,1.0,vDfact,2,1,-32515.4,66933.4,1338.7,24.0,16.0,16.0,40.0,34418.0,97.1,34192004.0
40,1.0,vDfact,3,1,-27742.3,61498.3,1230.0,22.0,17.0,17.0,39.0,33756.0,10.0,32851489.0
40,1.0,vDfact,4,1,-25135.7,59553.7,1191.1,23.0,17.0,17.0,40.0,34418.0,593.2,32838184.0
40,1.0,vmin,0.05,1,-33627.2,66887.2,1337.7,24.0,14.0,14.0,38.0,33260.0,348.7,34869426.0
40,1.0,vmin,0.1,1,-32515.4,66933.4,1338.7,24.0,16.0,16.0,40.0,34418.0,98.7,33987610.0
40,1.0,vmin,0.25,1,-31813.8,66231.8,1324.6,25.0,15.0,15.0,40.0,34418.0,600.1,34297137.0
40,1.0,vmin,0.5,1,-26888.8,61306.8,1226.1,29.0,11.0,11.0,40.0,34418.0,600.8,34555038.0
40,1.0,vmin,0.9,1,-22697.1,57115.1,1142.3,25.0,15.0,15.0,40.0,34418.0,305.1,34350624.0
50,0.25,R,1,1,38890.7,1720.3,1720.3,34.0,16.0,16.0,50.0,40611.0,726.1,40399772.0
50,0.25,R,100,1,-125176.6,153579.6,1535.8,22.0,12.0,16.0,34.0,28403.0,750.1,40373267.0
50,0.25,R,12.5,1,19157.7,21453.3,1716.3,32.0,18.0,18.0,50.0,40611.0,33.6,39687204.0
50,0.25,R,200,1,-271462.2,288217.2,1441.1,14.0,7.0,16.0,21.0,16755.0,680.6,41449152.0
50,0.25,R,25,1,-2925.6,43536.6,1741.5,33.0,17.0,17.0,50.0,40611.0,205.9,39622479.0
50,0.25,R,50,1,-44977.8,84334.8,1686.7,30.0,18.0,19.0,48.0,39357.0,750.1,39216879.0
50,0.25,Wcap,0.25,1,-62183.1,74301.1,1486.0,9.0,5.0,17.0,14.0,12118.0,750.1,42017128.0
50,0.25,Wcap,0.5,1,-57367.7,80306.7,1606.1,18.0,10.0,16.0,28.0,22939.0,750.1,40770872.0
50,0.25,Wcap,1,1,-45766.8,85123.8,1702.5,30.0,18.0,18.0,48.0,39357.0,107.7,39179814.0
50,0.25,Wcap,2,1,-36815.6,77426.6,1548.5,34.0,16.0,16.0,50.0,40611.0,629.6,39766973.0
50,0.25,Wcap,4,1,-33334.0,73945.0,1478.9,35.0,15.0,15.0,50.0,40611.0,750.1,39284164.0
50,0.25,baseline,-,1,-45766.8,85123.8,1702.5,30.0,18.0,18.0,48.0,39357.0,106.6,39663504.0
50,0.25,vDfact,0.5,1,-56178.3,94240.3,1884.8,40.0,6.0,6.0,46.0,38062.0,750.6,45519956.0
50,0.25,vDfact,1,1,-50965.4,91047.4,1820.9,36.0,13.0,13.0,49.0,40082.0,750.1,41086580.0
50,0.25,vDfact,2,1,-45766.8,85123.8,1702.5,30.0,18.0,18.0,48.0,39357.0,105.9,39555608.0
50,0.25,vDfact,3,1,-42851.4,82933.4,1658.7,30.0,19.0,19.0,49.0,40082.0,319.6,39571817.0
50,0.25,vDfact,4,1,-43657.1,82967.1,1659.3,29.0,19.0,19.0,48.0,39310.0,750.1,39535776.0
50,0.25,vmin,0.05,1,-46223.4,84808.4,1696.2,30.0,17.0,18.0,47.0,38585.0,524.5,39647997.0
50,0.25,vmin,0.1,1,-45766.8,85123.8,1702.5,30.0,18.0,18.0,48.0,39357.0,106.4,39637074.0
50,0.25,vmin,0.25,1,-42799.1,83410.1,1668.2,34.0,16.0,16.0,50.0,40611.0,750.1,40212942.0
50,0.25,vmin,0.5,1,-37647.5,78258.5,1565.2,33.0,17.0,17.0,50.0,40611.0,306.1,39283014.0
50,0.25,vmin,0.9,1,-31237.0,71848.0,1437.0,35.0,15.0,15.0,50.0,40611.0,750.1,39723644.0
50,0.5,R,1,1,39240.5,1370.5,1370.5,30.0,20.0,20.0,50.0,40611.0,302.8,37109355.0
50,0.5,R,100,1,-91888.6,129719.6,1297.2,28.0,18.0,18.0,46.0,37831.0,750.2,37610848.0
50,0.5,R,12.5,1,22885.5,17725.5,1418.0,31.0,19.0,19.0,50.0,40611.0,750.2,36929563.0
50,0.5,R,200,1,-223022.1,247852.1,1239.3,18.0,13.0,18.0,31.0,24830.0,750.1,37486368.0
50,0.5,R,25,1,5911.3,34699.7,1388.0,30.0,20.0,20.0,50.0,40611.0,642.5,36609085.0
50,0.5,R,50,1,-27173.0,67784.0,1355.7,29.0,21.0,21.0,50.0,40611.0,750.1,37085883.0
50,0.5,Wcap,0.25,1,-48590.1,63584.1,1271.7,11.0,8.0,18.0,19.0,14994.0,750.1,38087207.0
50,0.5,Wcap,0.5,1,-41068.8,70900.8,1418.0,21.0,14.0,19.0,35.0,29832.0,116.6,37012597.0
50,0.5,Wcap,1,1,-27221.2,67832.2,1356.6,30.0,20.0,20.0,50.0,40611.0,430.0,36516616.0
50,0.5,Wcap,2,1,-23427.9,64038.9,1280.8,31.0,19.0,19.0,50.0,40611.0,750.1,37031228.0
50,0.5,Wcap,4,1,-19242.9,59853.9,1197.1,33.0,17.0,17.0,50.0,40611.0,750.1,36857579.0
50,0.5,baseline,-,1,-27221.2,67832.2,1356.6,30.0,20.0,20.0,50.0,40611.0,424.8,37019207.0
50,0.5,vDfact,0.5,1,-54750.8,92022.8,1840.5,41.0,4.0,5.0,45.0,37272.0,750.8,42995886.0
50,0.5,vDfact,1,1,-40610.4,79967.4,1599.3,38.0,10.0,10.0,48.0,39357.0,750.3,39949729.0
50,0.5,vDfact,2,1,-27173.0,67784.0,1355.7,29.0,21.0,21.0,50.0,40611.0,750.1,36918152.0
50,0.5,vDfact,3,1,-27115.3,67197.3,1343.9,29.0,20.0,20.0,49.0,40082.0,699.8,35438025.0
50,0.5,vDfact,4,1,-21156.5,61767.5,1235.4,27.0,23.0,23.0,50.0,40611.0,70.4,34901830.0
50,0.5,vmin,0.05,1,-29299.0,69381.0,1387.6,32.0,17.0,17.0,49.0,40082.0,625.3,36686474.0
50,0.5,vmin,0.1,1,-27221.2,67832.2,1356.6,30.0,20.0,20.0,50.0,40611.0,426.8,36740151.0
50,0.5,vmin,0.25,1,-27692.3,68303.3,1366.1,30.0,20.0,20.0,50.0,40611.0,579.2,37379822.0
50,0.5,vmin,0.5,1,-21876.8,62487.8,1249.8,32.0,18.0,18.0,50.0,40611.0,750.1,35991675.0
50,0.5,vmin,0.9,1,-19944.5,60555.5,1211.1,35.0,15.0,15.0,50.0,40611.0,346.4,37247092.0
50,0.75,R,1,1,39265.5,1345.5,1345.5,32.0,18.0,18.0,50.0,40611.0,750.1,37509999.0
50,0.75,R,100,1,-98134.9,135965.9,1359.7,29.0,17.0,17.0,46.0,37831.0,750.1,37347918.0
50,0.75,R,12.5,1,23401.3,17209.7,1376.8,34.0,16.0,16.0,50.0,40611.0,566.4,36416415.0
50,0.75,R,200,1,-221886.8,241732.8,1208.7,17.0,8.0,16.0,25.0,19846.0,664.5,37965652.0
50,0.75,R,25,1,5605.0,35006.0,1400.2,35.0,15.0,15.0,50.0,40611.0,750.1,36849793.0
50,0.75,R,50,1,-27165.9,67776.9,1355.5,32.0,18.0,18.0,50.0,40611.0,750.1,36429300.0
50,0.75,Wcap,0.25,1,-49889.2,65982.2,1319.6,11.0,8.0,16.0,19.0,16093.0,750.1,37492205.0
50,0.75,Wcap,0.5,1,-39286.8,69353.8,1387.1,22.0,13.0,17.0,35.0,30067.0,750.1,36642549.0
50,0.75,Wcap,1,1,-27165.9,67776.9,1355.5,32.0,18.0,18.0,50.0,40611.0,750.1,36512079.0
50,0.75,Wcap,2,1,-23345.0,63956.0,1279.1,34.0,16.0,16.0,50.0,40611.0,750.1,37871422.0
50,0.75,Wcap,4,1,-21679.5,62290.5,1245.8,33.0,17.0,17.0,50.0,40611.0,750.1,37238538.0
50,0.75,baseline,-,1,-27165.9,67776.9,1355.5,32.0,18.0,18.0,50.0,40611.0,750.1,36456859.0
50,0.75,vDfact,0.5,1,-53983.4,90944.4,1818.9,39.0,5.0,5.0,44.0,36961.0,751.2,43678739.0
50,0.75,vDfact,1,1,-41498.8,81057.8,1621.2,36.0,12.0,12.0,48.0,39559.0,752.8,38894412.0
50,0.75,vDfact,2,1,-27165.9,67776.9,1355.5,32.0,18.0,18.0,50.0,40611.0,750.1,35545043.0
50,0.75,vDfact,3,1,-24488.1,65099.1,1302.0,27.0,23.0,23.0,50.0,40611.0,400.7,35623376.0
50,0.75,vDfact,4,1,-19242.6,59853.6,1197.1,27.0,23.0,23.0,50.0,40611.0,505.2,35240937.0
50,0.75,vmin,0.05,1,-29972.5,70054.5,1401.1,32.0,17.0,17.0,49.0,40082.0,319.4,37031384.0
50,0.75,vmin,0.1,1,-27165.9,67776.9,1355.5,32.0,18.0,18.0,50.0,40611.0,750.1,36297455.0
50,0.75,vmin,0.25,1,-27138.1,67749.1,1355.0,33.0,17.0,17.0,50.0,40611.0,731.2,37086164.0
50,0.75,vmin,0.5,1,-24538.8,65149.8,1303.0,33.0,17.0,17.0,50.0,40611.0,750.1,37506225.0
50,0.75,vmin,0.9,1,-20007.9,60618.9,1212.4,32.0,18.0,18.0,50.0,40611.0,52.7,37717224.0
50,1.0,R,1,1,39201.4,1409.6,1409.6,31.0,19.0,19.0,50.0,40611.0,91.4,37263105.0
50,1.0,R,100,1,-99058.3,136827.3,1368.3,30.0,16.0,17.0,46.0,37769.0,162.1,37124442.0
50,1.0,R,12.5,1,22838.7,17772.3,1421.8,35.0,15.0,15.0,50.0,40611.0,280.3,36475058.0
50,1.0,R,200,1,-223821.5,243958.5,1219.8,15.0,10.0,15.0,25.0,20137.0,511.1,37872322.0
50,1.0,R,25,1,5342.2,35268.8,1410.8,33.0,17.0,17.0,50.0,40611.0,278.8,36496564.0
50,1.0,R,50,1,-27858.4,67940.4,1358.8,31.0,18.0,18.0,49.0,40082.0,750.1,36653315.0
50,1.0,Wcap,0.25,1,-48202.3,65845.3,1316.9,12.0,9.0,17.0,21.0,17643.0,612.1,37933512.0
50,1.0,Wcap,0.5,1,-41890.7,71572.7,1431.5,21.0,14.0,18.0,35.0,29682.0,724.0,37255468.0
50,1.0,Wcap,1,1,-27858.4,67940.4,1358.8,31.0,18.0,18.0,49.0,40082.0,750.1,37041803.0
50,1.0,Wcap,2,1,-23747.1,64358.1,1287.2,34.0,16.0,16.0,50.0,40611.0,290.9,37423477.0
50,1.0,Wcap,4,1,-21245.8,61856.8,1237.1,34.0,16.0,16.0,50.0,40611.0,207.4,36986131.0
50,1.0,baseline,-,1,-27858.4,67940.4,1358.8,31.0,18.0,18.0,49.0,40082.0,750.1,36685981.0
50,1.0,vDfact,0.5,1,-53072.5,91152.5,1823.1,40.0,6.0,6.0,46.0,38080.0,756.1,44031022.0
50,1.0,vDfact,1,1,-41914.6,81996.6,1639.9,39.0,10.0,10.0,49.0,40082.0,751.9,40031034.0
50,1.0,vDfact,2,1,-27858.4,67940.4,1358.8,31.0,18.0,18.0,49.0,40082.0,750.1,36633031.0
50,1.0,vDfact,3,1,-21902.2,62513.2,1250.3,31.0,19.0,19.0,50.0,40611.0,680.4,35544737.0
50,1.0,vDfact,4,1,-19528.7,60139.7,1202.8,28.0,22.0,22.0,50.0,40611.0,63.1,34978669.0
50,1.0,vmin,0.05,1,-29837.9,70448.9,1409.0,33.0,17.0,17.0,50.0,40611.0,750.1,37337466.0
50,1.0,vmin,0.1,1,-27858.4,67940.4,1358.8,31.0,18.0,18.0,49.0,40082.0,750.1,36959417.0
50,1.0,vmin,0.25,1,-27746.7,68357.7,1367.2,32.0,18.0,18.0,50.0,40611.0,274.8,36801697.0
50,1.0,vmin,0.5,1,-25575.7,66186.7,1323.7,33.0,17.0,17.0,50.0,40611.0,15.7,36178242.0
50,1.0,vmin,0.9,1,-20704.8,61315.8,1226.3,35.0,15.0,15.0,50.0,40611.0,171.8,37152928.0
75,0.25,R,1,1,56856.8,2031.2,2031.2,52.0,23.0,23.0,75.0,58888.0,975.5,38330077.0
75,0.25,R,100,1,-137432.1,185383.1,1853.8,39.0,19.0,24.0,58.0,47951.0,975.3,38304243.0
75,0.25,R,12.5,1,33632.3,25255.7,2020.5,45.0,30.0,30.0,75.0,58888.0,975.4,37634526.0
75,0.25,R,200,1,-308709.5,342245.5,1711.2,24.0,18.0,27.0,42.0,33536.0,975.6,38889889.0
75,0.25,R,25,1,8268.0,50620.0,2024.8,48.0,27.0,27.0,75.0,58888.0,975.5,37546231.0
75,0.25,R,50,1,-43424.0,101112.0,2022.2,43.0,29.0,29.0,72.0,57688.0,975.2,37802552.0
75,0.25,Wcap,0.25,1,-74383.7,91628.7,1832.6,12.0,10.0,26.0,22.0,17245.0,975.4,40227749.0
75,0.25,Wcap,0.5,1,-58972.3,99275.3,1985.5,26.0,22.0,28.0,48.0,40303.0,975.4,38383239.0
