n,ED_frac,param,value,n_layouts,objective,rental,arrival,n_truck,n_drone,n_rendv,n_items,profit,time_to_best_s,evals
75,0.25,Wcap,1,1,-42879.8,100567.8,2011.4,42.0,30.0,30.0,72.0,57688.0,975.3,37850749.0
75,0.25,Wcap,2,1,-32480.7,91368.7,1827.4,52.0,23.0,23.0,75.0,58888.0,975.4,37872685.0
75,0.25,Wcap,4,1,-28785.6,87673.6,1753.5,45.0,30.0,30.0,75.0,58888.0,975.4,37561118.0
75,0.25,baseline,-,1,-43424.0,101112.0,2022.2,43.0,29.0,29.0,72.0,57688.0,975.2,37903541.0
75,0.25,vDfact,0.5,1,-58582.8,114268.8,2285.4,58.0,10.0,10.0,68.0,55686.0,977.9,41923533.0
75,0.25,vDfact,1,1,-50648.0,107750.0,2155.0,51.0,20.0,20.0,71.0,57102.0,975.5,39941748.0
75,0.25,vDfact,2,1,-43424.0,101112.0,2022.2,43.0,29.0,29.0,72.0,57688.0,975.2,38440241.0
75,0.25,vDfact,3,1,-41491.1,98194.1,1963.9,42.0,28.0,30.0,70.0,56703.0,975.2,36766686.0
75,0.25,vDfact,4,1,-42454.2,98566.2,1971.3,41.0,28.0,29.0,69.0,56112.0,975.2,37540239.0
75,0.25,vmin,0.05,1,-45123.2,101189.2,2023.8,45.0,24.0,26.0,69.0,56066.0,975.3,37414047.0
75,0.25,vmin,0.1,1,-43424.0,101112.0,2022.2,43.0,29.0,29.0,72.0,57688.0,975.2,38313183.0
75,0.25,vmin,0.25,1,-39959.5,98073.5,1961.5,48.0,25.0,25.0,73.0,58114.0,975.4,37880060.0
75,0.25,vmin,0.5,1,-35173.0,94061.0,1881.2,49.0,26.0,26.0,75.0,58888.0,975.2,37808638.0
75,0.25,vmin,0.9,1,-25225.9,84113.9,1682.3,51.0,24.0,24.0,75.0,58888.0,975.2,36928062.0
75,0.5,R,1,1,57062.4,1825.6,1825.6,51.0,24.0,24.0,75.0,58888.0,975.4,35585913.0
75,0.5,R,100,1,-127456.1,179472.1,1794.7,39.0,24.0,28.0,63.0,52016.0,975.2,36781453.0
75,0.5,R,12.5,1,35476.7,23411.3,1872.9,46.0,29.0,29.0,75.0,58888.0,406.7,35777633.0
75,0.5,R,200,1,-301317.5,325118.5,1625.6,22.0,8.0,21.0,30.0,23801.0,975.2,37107447.0
75,0.5,R,25,1,13078.9,45809.1,1832.4,49.0,26.0,26.0,75.0,58888.0,975.4,35076062.0
75,0.5,R,50,1,-33963.2,91994.2,1839.9,47.0,26.0,26.0,73.0,58031.0,975.4,36314289.0
75,0.5,Wcap,0.25,1,-64704.6,84917.6,1698.4,14.0,11.0,26.0,25.0,20213.0,503.0,37560442.0
75,0.5,Wcap,0.5,1,-51838.3,92775.3,1855.5,31.0,19.0,26.0,50.0,40937.0,975.4,36772913.0
75,0.5,Wcap,1,1,-33963.2,91994.2,1839.9,47.0,26.0,26.0,73.0,58031.0,975.4,35646400.0
75,0.5,Wcap,2,1,-24702.1,83590.1,1671.8,54.0,21.0,21.0,75.0,58888.0,583.7,36186847.0
75,0.5,Wcap,4,1,-21624.1,80512.1,1610.2,51.0,24.0,24.0,75.0,58888.0,975.2,35570885.0
75,0.5,baseline,-,1,-33963.2,91994.2,1839.9,47.0,26.0,26.0,73.0,58031.0,975.4,35939780.0
75,0.5,vDfact,0.5,1,-56289.1,112534.1,2250.7,60.0,9.0,9.0,69.0,56245.0,1024.5,40055720.0
75,0.5,vDfact,1,1,-46723.2,103903.2,2078.1,58.0,14.0,15.0,72.0,57180.0,975.5,38222780.0
75,0.5,vDfact,2,1,-34459.5,92490.5,1849.8,46.0,27.0,27.0,73.0,58031.0,975.5,36238034.0
75,0.5,vDfact,3,1,-26987.6,85101.6,1702.0,45.0,28.0,28.0,73.0,58114.0,975.4,35259814.0
75,0.5,vDfact,4,1,-22187.8,81075.8,1621.5,43.0,32.0,32.0,75.0,58888.0,975.4,34975724.0
75,0.5,vmin,0.05,1,-35728.4,93681.4,1873.6,49.0,24.0,25.0,73.0,57953.0,975.3,36332889.0
75,0.5,vmin,0.1,1,-33963.2,91994.2,1839.9,47.0,26.0,26.0,73.0,58031.0,975.4,36368502.0
75,0.5,vmin,0.25,1,-31188.2,90076.2,1801.5,48.0,27.0,27.0,75.0,58888.0,975.2,35412762.0
75,0.5,vmin,0.5,1,-25929.8,84817.8,1696.4,52.0,23.0,23.0,75.0,58888.0,975.3,35817490.0
75,0.5,vmin,0.9,1,-20599.5,79487.5,1589.8,49.0,26.0,26.0,75.0,58888.0,167.0,35934767.0
75,0.75,R,1,1,57020.2,1867.8,1867.8,53.0,22.0,22.0,75.0,58888.0,975.5,36764174.0
75,0.75,R,100,1,-126013.6,173966.6,1739.7,41.0,17.0,20.0,58.0,47953.0,645.9,35972087.0
75,0.75,R,12.5,1,35568.7,23319.3,1865.5,53.0,22.0,22.0,75.0,58888.0,975.3,35405908.0
75,0.75,R,200,1,-288418.1,316027.1,1580.1,21.0,13.0,23.0,34.0,27609.0,975.4,37014240.0
75,0.75,R,25,1,12149.0,46739.0,1869.6,51.0,24.0,24.0,75.0,58888.0,947.3,36307130.0
75,0.75,R,50,1,-34560.7,93448.7,1869.0,52.0,23.0,23.0,75.0,58888.0,975.4,36213328.0
75,0.75,Wcap,0.25,1,-63952.6,83602.6,1672.1,15.0,9.0,22.0,24.0,19650.0,975.3,38553094.0
75,0.75,Wcap,0.5,1,-50762.6,93351.6,1867.0,33.0,19.0,26.0,52.0,42589.0,975.3,37156098.0
75,0.75,Wcap,1,1,-34421.6,93309.6,1866.2,51.0,24.0,24.0,75.0,58888.0,975.5,36768829.0
75,0.75,Wcap,2,1,-26330.3,85218.3,1704.4,49.0,26.0,26.0,75.0,58888.0,164.6,36552388.0
75,0.75,Wcap,4,1,-21051.8,79939.8,1598.8,56.0,19.0,19.0,75.0,58888.0,975.5,37019025.0
75,0.75,baseline,-,1,-34560.7,93448.7,1869.0,52.0,23.0,23.0,75.0,58888.0,975.3,36532910.0
75,0.75,vDfact,0.5,1,-54265.5,112379.5,2247.6,65.0,8.0,8.0,73.0,58114.0,1013.3,41470535.0
75,0.75,vDfact,1,1,-45282.8,103396.8,2067.9,58.0,15.0,15.0,73.0,58114.0,313.2,39220089.0
75,0.75,vDfact,2,1,-34539.0,93427.0,1868.5,51.0,24.0,24.0,75.0,58888.0,975.5,36845397.0
75,0.75,vDfact,3,1,-27905.8,85499.8,1710.0,46.0,26.0,28.0,72.0,57594.0,975.5,35431572.0
75,0.75,vDfact,4,1,-23119.9,81123.9,1622.5,44.0,29.0,31.0,73.0,58004.0,975.2,33607685.0
75,0.75,vmin,0.05,1,-33541.1,89978.1,1799.6,49.0,21.0,22.0,70.0,56437.0,975.3,36117344.0
75,0.75,vmin,0.1,1,-34560.7,93448.7,1869.0,52.0,23.0,23.0,75.0,58888.0,975.4,36208349.0
75,0.75,vmin,0.25,1,-29787.0,88675.0,1773.5,53.0,22.0,22.0,75.0,58888.0,975.6,35980375.0
75,0.75,vmin,0.5,1,-25994.5,84882.5,1697.7,53.0,22.0,22.0,75.0,58888.0,535.1,35875287.0
75,0.75,vmin,0.9,1,-19204.3,78092.3,1561.8,50.0,25.0,25.0,75.0,58888.0,975.4,35910301.0
75,1.0,R,1,1,56993.0,1895.0,1895.0,53.0,22.0,22.0,75.0,58888.0,975.4,35438229.0
75,1.0,R,100,1,-124094.3,171121.3,1711.2,41.0,16.0,21.0,57.0,47027.0,962.8,35914610.0
75,1.0,R,12.5,1,35607.3,23280.7,1862.5,51.0,24.0,24.0,75.0,58888.0,975.5,34660833.0
75,1.0,R,200,1,-293808.0,323323.0,1616.6,24.0,12.0,20.0,36.0,29515.0,975.4,36840055.0
75,1.0,R,25,1,11929.9,46958.1,1878.3,51.0,24.0,24.0,75.0,58888.0,975.4,35686270.0
75,1.0,R,50,1,-31097.9,89985.9,1799.7,51.0,24.0,24.0,75.0,58888.0,976.0,35283294.0
75,1.0,Wcap,0.25,1,-64134.5,83375.5,1667.5,16.0,8.0,20.0,24.0,19241.0,975.3,37440458.0
75,1.0,Wcap,0.5,1,-52790.2,91512.2,1830.2,32.0,15.0,22.0,47.0,38722.0,975.3,36488899.0
75,1.0,Wcap,1,1,-31553.7,90441.7,1808.8,53.0,22.0,22.0,75.0,58888.0,975.6,35583283.0
75,1.0,Wcap,2,1,-26273.7,85161.7,1703.2,52.0,23.0,23.0,75.0,58888.0,260.6,35727833.0
75,1.0,Wcap,4,1,-22033.2,80921.2,1618.4,51.0,24.0,24.0,75.0,58888.0,975.3,35958612.0
75,1.0,baseline,-,1,-31553.7,90441.7,1808.8,53.0,22.0,22.0,75.0,58888.0,975.6,35638029.0
75,1.0,vDfact,0.5,1,-55126.4,110705.4,2214.1,61.0,7.0,7.0,68.0,55579.0,1005.9,42772607.0
75,1.0,vDfact,1,1,-46100.1,103330.1,2066.6,56.0,15.0,15.0,71.0,57230.0,975.3,39112905.0
75,1.0,vDfact,2,1,-31553.7,90441.7,1808.8,53.0,22.0,22.0,75.0,58888.0,975.6,35833442.0
75,1.0,vDfact,3,1,-27110.9,84798.9,1696.0,46.0,26.0,27.0,72.0,57688.0,975.3,35092341.0
75,1.0,vDfact,4,1,-22398.2,81286.2,1625.7,43.0,32.0,32.0,75.0,58888.0,975.3,34513737.0
75,1.0,vmin,0.05,1,-36160.0,92272.0,1845.4,51.0,18.0,21.0,69.0,56112.0,975.5,36294643.0
75,1.0,vmin,0.1,1,-30451.9,89339.9,1786.8,52.0,23.0,23.0,75.0,58888.0,975.8,35915157.0
75,1.0,vmin,0.25,1,-32149.8,90694.8,1813.9,52.0,22.0,22.0,74.0,58545.0,975.4,36199613.0
75,1.0,vmin,0.5,1,-24795.8,83683.8,1673.7,51.0,24.0,24.0,75.0,58888.0,975.5,36527871.0
75,1.0,vmin,0.9,1,-19533.3,78421.3,1568.4,55.0,20.0,20.0,75.0,58888.0,273.8,36553155.0
100,0.25,R,1,1,81348.7,2594.3,2594.3,68.0,32.0,32.0,100.0,83943.0,1200.4,38543789.0
100,0.25,R,100,1,-172031.5,242040.5,2420.4,56.0,24.0,29.0,80.0,70009.0,1200.3,37810558.0
100,0.25,R,12.5,1,51734.4,32208.6,2576.7,71.0,29.0,29.0,100.0,83943.0,288.3,36748682.0
100,0.25,R,200,1,-395360.2,437258.2,2186.3,32.0,18.0,31.0,50.0,41898.0,1200.8,38631496.0
100,0.25,R,25,1,21035.8,62907.2,2516.3,67.0,33.0,33.0,100.0,83943.0,1201.1,37367339.0
100,0.25,R,50,1,-44719.5,127429.5,2548.6,66.0,31.0,31.0,97.0,82710.0,1200.5,37299486.0
100,0.25,Wcap,0.25,1,-84666.6,116222.6,2324.5,23.0,12.0,29.0,35.0,31556.0,1200.8,39708815.0
100,0.25,Wcap,0.5,1,-71611.3,125664.3,2513.3,42.0,20.0,31.0,62.0,54053.0,1200.4,38689023.0
100,0.25,Wcap,1,1,-44719.5,127429.5,2548.6,66.0,31.0,31.0,97.0,82710.0,1200.5,37874655.0
100,0.25,Wcap,2,1,-32177.7,116120.7,2322.4,70.0,30.0,30.0,100.0,83943.0,989.6,37440214.0
100,0.25,Wcap,4,1,-26254.3,110197.3,2203.9,71.0,29.0,29.0,100.0,83943.0,1200.5,37870074.0
100,0.25,baseline,-,1,-44719.5,127429.5,2548.6,66.0,31.0,31.0,97.0,82710.0,1200.5,37496049.0
100,0.25,vDfact,0.5,1,-65018.1,144875.1,2897.5,82.0,10.0,10.0,92.0,79857.0,1201.2,41420332.0
100,0.25,vDfact,1,1,-56310.5,139208.5,2784.2,78.0,20.0,20.0,98.0,82898.0,1200.4,38548546.0
100,0.25,vDfact,2,1,-44253.1,126963.1,2539.3,65.0,32.0,32.0,97.0,82710.0,1200.7,37783047.0
100,0.25,vDfact,3,1,-40412.8,123601.8,2472.0,69.0,29.0,30.0,98.0,83189.0,1200.5,37323884.0
100,0.25,vDfact,4,1,-37918.2,120628.2,2412.6,66.0,31.0,33.0,97.0,82710.0,1201.0,37594753.0
100,0.25,vmin,0.05,1,-46756.1,129945.1,2598.9,65.0,33.0,33.0,98.0,83189.0,1201.0,37292996.0
100,0.25,vmin,0.1,1,-44609.2,127319.2,2546.4,65.0,32.0,32.0,97.0,82710.0,1200.7,37891077.0
100,0.25,vmin,0.25,1,-38053.5,121730.5,2434.6,69.0,30.0,31.0,99.0,83677.0,1200.4,37308203.0
100,0.25,vmin,0.5,1,-30296.8,114239.8,2284.8,63.0,37.0,37.0,100.0,83943.0,1200.6,37295848.0
100,0.25,vmin,0.9,1,-21387.8,105330.8,2106.6,72.0,28.0,28.0,100.0,83943.0,1200.7,37436469.0
100,0.5,R,1,1,81543.4,2399.6,2399.6,71.0,29.0,29.0,100.0,83943.0,1201.2,35841709.0
100,0.5,R,100,1,-160446.0,232196.0,2322.0,60.0,22.0,27.0,82.0,71750.0,1200.5,36027309.0
100,0.5,R,12.5,1,53837.5,30105.5,2408.4,70.0,30.0,30.0,100.0,83943.0,1201.2,35343451.0
100,0.5,R,200,1,-374649.6,417953.6,2089.8,39.0,12.0,28.0,51.0,43304.0,1200.4,36254530.0
100,0.5,R,25,1,22567.0,61376.0,2455.0,72.0,28.0,28.0,100.0,83943.0,1200.5,34745680.0
100,0.5,R,50,1,-36373.5,119837.5,2396.7,68.0,31.0,31.0,99.0,83464.0,1200.7,35436815.0
100,0.5,Wcap,0.25,1,-82633.4,114819.4,2296.4,25.0,11.0,28.0,36.0,32186.0,1160.7,37014855.0
100,0.5,Wcap,0.5,1,-64612.0,122863.0,2457.3,49.0,18.0,28.0,67.0,58251.0,1200.8,36403900.0
100,0.5,Wcap,1,1,-36373.5,119837.5,2396.7,68.0,31.0,31.0,99.0,83464.0,1200.8,35372103.0
100,0.5,Wcap,2,1,-24005.4,107948.4,2159.0,73.0,27.0,27.0,100.0,83943.0,584.3,35555514.0
100,0.5,Wcap,4,1,-17346.7,101289.7,2025.8,74.0,26.0,26.0,100.0,83943.0,1200.9,35612116.0
100,0.5,baseline,-,1,-38322.2,121511.2,2430.2,69.0,29.0,30.0,98.0,83189.0,1189.0,35734387.0
100,0.5,vDfact,0.5,1,-62420.2,143464.2,2869.3,85.0,9.0,9.0,94.0,81044.0,1311.2,22715835.0
100,0.5,vDfact,1,1,-51965.9,135642.9,2712.9,81.0,18.0,18.0,99.0,83677.0,1200.5,37381243.0
100,0.5,vDfact,2,1,-38322.2,121511.2,2430.2,69.0,29.0,30.0,98.0,83189.0,1188.5,35744135.0
100,0.5,vDfact,3,1,-27589.5,111266.5,2225.3,66.0,33.0,34.0,99.0,83677.0,1200.5,34986096.0
100,0.5,vDfact,4,1,-25723.1,109176.1,2183.5,60.0,39.0,40.0,99.0,83453.0,1200.4,33902229.0
100,0.5,vmin,0.05,1,-38455.1,121644.1,2432.9,70.0,28.0,29.0,98.0,83189.0,1200.7,35515722.0
100,0.5,vmin,0.1,1,-37081.7,120270.7,2405.4,67.0,31.0,32.0,98.0,83189.0,1200.8,35444583.0
100,0.5,vmin,0.25,1,-31740.6,115417.6,2308.4,70.0,29.0,30.0,99.0,83677.0,1200.7,35743661.0
100,0.5,vmin,0.5,1,-24446.6,108389.6,2167.8,71.0,29.0,29.0,100.0,83943.0,1200.6,35131197.0
100,0.5,vmin,0.9,1,-18193.7,102136.7,2042.7,71.0,29.0,29.0,100.0,83943.0,1200.5,35131822.0
100,0.75,R,1,1,81458.4,2484.6,2484.6,75.0,25.0,25.0,100.0,83943.0,730.8,35476455.0
100,0.75,R,100,1,-166652.3,236345.3,2363.5,56.0,23.0,27.0,79.0,69693.0,1200.7,35686462.0
100,0.75,R,12.5,1,53300.0,30643.0,2451.4,73.0,27.0,27.0,100.0,83943.0,1200.9,35211762.0
100,0.75,R,200,1,-374522.4,421637.4,2108.2,37.0,17.0,30.0,54.0,47115.0,1200.6,36178633.0
100,0.75,R,25,1,21422.7,62520.3,2500.8,76.0,24.0,24.0,100.0,83943.0,1200.4,34577485.0
100,0.75,R,50,1,-32453.4,115161.4,2303.2,72.0,25.0,25.0,97.0,82708.0,1200.4,35362802.0
100,0.75,Wcap,0.25,1,-83310.1,111641.1,2232.8,24.0,8.0,24.0,32.0,28331.0,1200.5,36799471.0
100,0.75,Wcap,0.5,1,-64222.3,124425.3,2488.5,48.0,22.0,31.0,70.0,60203.0,1200.7,35658239.0
100,0.75,Wcap,1,1,-32453.4,115161.4,2303.2,72.0,25.0,25.0,97.0,82708.0,1200.4,35130011.0
100,0.75,Wcap,2,1,-21496.9,105439.9,2108.8,73.0,27.0,27.0,100.0,83943.0,1201.1,35583701.0
100,0.75,Wcap,4,1,-20976.8,104919.8,2098.4,77.0,23.0,23.0,100.0,83943.0,1200.9,35722473.0
100,0.75,baseline,-,1,-32453.4,115161.4,2303.2,72.0,25.0,25.0,97.0,82708.0,1200.5,35210053.0
100,0.75,vDfact,0.5,1,-61686.2,143393.2,2867.9,86.0,9.0,10.0,95.0,81707.0,1240.8,16259461.0
100,0.75,vDfact,1,1,-51361.6,134559.6,2691.2,83.0,15.0,16.0,98.0,83198.0,1200.7,37113038.0
100,0.75,vDfact,2,1,-32453.4,115161.4,2303.2,72.0,25.0,25.0,97.0,82708.0,1200.5,35399578.0
100,0.75,vDfact,3,1,-35454.4,119397.4,2387.9,66.0,34.0,34.0,100.0,83943.0,1200.4,34199025.0
100,0.75,vDfact,4,1,-25515.6,109192.6,2183.9,62.0,37.0,37.0,99.0,83677.0,1200.6,33666483.0
100,0.75,vmin,0.05,1,-40191.8,123389.8,2467.8,68.0,30.0,31.0,98.0,83198.0,1200.9,35298085.0
100,0.75,vmin,0.1,1,-32101.4,114809.4,2296.2,71.0,26.0,26.0,97.0,82708.0,1200.7,35570141.0
100,0.75,vmin,0.25,1,-35494.0,119171.0,2383.4,72.0,27.0,27.0,99.0,83677.0,1200.6,35488805.0
100,0.75,vmin,0.5,1,-25894.6,109837.6,2196.8,77.0,23.0,23.0,100.0,83943.0,1200.4,35373493.0
100,0.75,vmin,0.9,1,-17421.0,101364.0,2027.3,75.0,25.0,25.0,100.0,83943.0,1200.7,35278068.0
100,1.0,R,1,1,81407.6,2535.4,2535.4,74.0,26.0,26.0,100.0,83943.0,1200.6,35681028.0
100,1.0,R,100,1,-159848.7,234297.7,2343.0,62.0,23.0,26.0,85.0,74449.0,1201.6,35936957.0
100,1.0,R,12.5,1,53130.2,30812.8,2465.0,74.0,26.0,26.0,100.0,83943.0,1200.9,35077267.0
100,1.0,R,200,1,-382170.7,424508.7,2122.5,32.0,17.0,26.0,49.0,42338.0,1200.9,36381618.0
100,1.0,R,25,1,21428.7,62514.3,2500.6,76.0,24.0,24.0,100.0,83943.0,1200.9,35133376.0
100,1.0,R,50,1,-38929.0,122180.0,2443.6,69.0,29.0,29.0,98.0,83251.0,1200.6,35553772.0
100,1.0,Wcap,0.25,1,-82931.2,115368.2,2307.4,24.0,12.0,24.0,36.0,32437.0,1200.6,36418351.0
100,1.0,Wcap,0.5,1,-65101.3,123861.3,2477.2,44.0,22.0,29.0,66.0,58760.0,1201.1,35613519.0
100,1.0,Wcap,1,1,-38929.0,122180.0,2443.6,69.0,29.0,29.0,98.0,83251.0,1200.6,35545851.0
100,1.0,Wcap,2,1,-28859.1,112802.1,2256.0,77.0,23.0,23.0,100.0,83943.0,160.6,35346709.0
100,1.0,Wcap,4,1,-17647.5,101590.5,2031.8,74.0,26.0,26.0,100.0,83943.0,1201.8,35116588.0
100,1.0,baseline,-,1,-38929.0,122180.0,2443.6,69.0,29.0,29.0,98.0,83251.0,1200.6,35533671.0
100,1.0,vDfact,0.5,1,-57656.5,138145.5,2762.9,83.0,10.0,10.0,93.0,80489.0,1449.8,7893205.0
100,1.0,vDfact,1,1,-50633.9,133884.9,2677.7,85.0,13.0,13.0,98.0,83251.0,1200.5,37215988.0
100,1.0,vDfact,2,1,-38740.3,121991.3,2439.8,68.0,30.0,30.0,98.0,83251.0,1201.0,35288864.0
100,1.0,vDfact,3,1,-34006.5,117949.5,2359.0,63.0,37.0,37.0,100.0,83943.0,1095.6,34373921.0
100,1.0,vDfact,4,1,-23415.9,107358.9,2147.2,61.0,39.0,39.0,100.0,83943.0,1200.7,33181218.0
100,1.0,vmin,0.05,1,-41311.1,123508.1,2470.2,70.0,26.0,27.0,96.0,82197.0,1200.7,34908196.0
100,1.0,vmin,0.1,1,-38929.0,122180.0,2443.6,69.0,29.0,29.0,98.0,83251.0,1200.6,35491606.0
100,1.0,vmin,0.25,1,-33469.2,117412.2,2348.2,72.0,28.0,28.0,100.0,83943.0,1201.0,34946939.0
100,1.0,vmin,0.5,1,-27964.2,111907.2,2238.1,74.0,26.0,26.0,100.0,83943.0,1200.6,34949685.0
100,1.0,vmin,0.9,1,-18704.8,102647.8,2053.0,75.0,25.0,25.0,100.0,83943.0,1200.8,35041737.0
