method,n,layout,frac,instance,ED,objective,time_s,seed,beam,source
VNS,30,2,f025,ttd300_n30_L2_f025,93.0,-44862.6079,450.0055,4,,SA and VNS.csv
SA,30,3,f025,ttd300_n30_L3_f025,80.0,-48249.3926,450.1671,4,,SA and VNS.csv
VNS,30,3,f025,ttd300_n30_L3_f025,80.0,-48399.0429,450.0007,4,,SA and VNS.csv
SA,30,4,f025,ttd300_n30_L4_f025,87.0,-49522.1979,450.0205,4,,SA and VNS.csv
VNS,30,4,f025,ttd300_n30_L4_f025,87.0,-49102.4367,450.037,4,,SA and VNS.csv
SA,30,5,f025,ttd300_n30_L5_f025,83.0,-44665.0907,450.2538,4,,SA and VNS.csv
VNS,30,5,f025,ttd300_n30_L5_f025,83.0,-44665.0907,450.0261,4,,SA and VNS.csv
VNS,30,1,f050,ttd300_n30_L1_f050,187.0,-41275.4569,450.0,4,,SA and VNS.csv
SA,30,1,f050,ttd300_n30_L1_f050,187.0,-36165.5091,450.3212,4,,SA and VNS.csv
SA,30,2,f050,ttd300_n30_L2_f050,186.0,-37775.0693,450.0281,4,,SA and VNS.csv
VNS,30,2,f050,ttd300_n30_L2_f050,186.0,-37328.7382,450.0,4,,SA and VNS.csv
SA,30,3,f050,ttd300_n30_L3_f050,160.0,-31536.3378,450.019,4,,SA and VNS.csv
VNS,30,3,f050,ttd300_n30_L3_f050,160.0,-30592.3865,450.0201,4,,SA and VNS.csv
SA,30,4,f050,ttd300_n30_L4_f050,174.0,-33994.5498,450.0173,4,,SA and VNS.csv
VNS,30,4,f050,ttd300_n30_L4_f050,174.0,-35138.6974,450.0457,4,,SA and VNS.csv
SA,30,5,f050,ttd300_n30_L5_f050,166.0,-32730.2222,450.0185,4,,SA and VNS.csv
VNS,30,5,f050,ttd300_n30_L5_f050,166.0,-35613.1901,450.0039,4,,SA and VNS.csv
VNS,30,1,f075,ttd300_n30_L1_f075,280.0,-30416.3068,450.043,4,,SA and VNS.csv
SA,30,1,f075,ttd300_n30_L1_f075,280.0,-31013.6961,450.551,4,,SA and VNS.csv
VNS,30,2,f075,ttd300_n30_L2_f075,279.0,-36206.6379,450.0,4,,SA and VNS.csv
SA,30,2,f075,ttd300_n30_L2_f075,279.0,-35867.7638,450.1777,4,,SA and VNS.csv
SA,30,3,f075,ttd300_n30_L3_f075,241.0,-29383.1337,450.0299,4,,SA and VNS.csv
VNS,30,3,f075,ttd300_n30_L3_f075,241.0,-28561.5587,450.0034,4,,SA and VNS.csv
SA,30,4,f075,ttd300_n30_L4_f075,260.0,-29779.2037,450.069,4,,SA and VNS.csv
VNS,30,4,f075,ttd300_n30_L4_f075,260.0,-30667.3352,450.0042,4,,SA and VNS.csv
SA,30,5,f075,ttd300_n30_L5_f075,248.0,-30729.5436,450.1498,4,,SA and VNS.csv
VNS,30,5,f075,ttd300_n30_L5_f075,248.0,-31528.4477,450.0096,4,,SA and VNS.csv
VNS,30,1,f100,ttd300_n30_L1_f100,374.0,-31061.7243,450.0923,4,,SA and VNS.csv
SA,30,1,f100,ttd300_n30_L1_f100,374.0,-27842.4402,451.0574,4,,SA and VNS.csv
VNS,30,2,f100,ttd300_n30_L2_f100,372.0,-37129.1581,450.0602,4,,SA and VNS.csv
SA,30,3,f100,ttd300_n30_L3_f100,321.0,-27086.6575,450.2079,4,,SA and VNS.csv
VNS,30,3,f100,ttd300_n30_L3_f100,321.0,-30148.7099,450.0036,4,,SA and VNS.csv
SA,30,2,f100,ttd300_n30_L2_f100,372.0,-34551.4843,451.7097,4,,SA and VNS.csv
SA,30,4,f100,ttd300_n30_L4_f100,347.0,-29495.1462,450.3782,4,,SA and VNS.csv
VNS,30,4,f100,ttd300_n30_L4_f100,347.0,-28605.5467,450.0421,4,,SA and VNS.csv
VNS,30,5,f100,ttd300_n30_L5_f100,331.0,-30905.7834,450.0427,4,,SA and VNS.csv
SA,30,5,f100,ttd300_n30_L5_f100,331.0,-30877.7251,450.6837,4,,SA and VNS.csv
SA,40,1,f025,ttd300_n40_L1_f025,94.0,-43626.2665,600.033,1,,SA and VNS.csv
VNS,40,1,f025,ttd300_n40_L1_f025,94.0,-42965.9477,600.0058,1,,SA and VNS.csv
SA,40,2,f025,ttd300_n40_L2_f025,80.0,-46477.8955,600.1439,1,,SA and VNS.csv
VNS,40,2,f025,ttd300_n40_L2_f025,80.0,-46372.6659,600.0,1,,SA and VNS.csv
VNS,40,3,f025,ttd300_n40_L3_f025,96.0,-54244.8596,600.0666,1,,SA and VNS.csv
SA,40,3,f025,ttd300_n40_L3_f025,96.0,-54022.8584,600.1882,1,,SA and VNS.csv
SA,40,4,f025,ttd300_n40_L4_f025,91.0,-50966.2765,600.0332,1,,SA and VNS.csv
VNS,40,4,f025,ttd300_n40_L4_f025,91.0,-51033.8834,600.004,1,,SA and VNS.csv
SA,40,5,f025,ttd300_n40_L5_f025,100.0,-47878.8268,600.0343,1,,SA and VNS.csv
VNS,40,5,f025,ttd300_n40_L5_f025,100.0,-47354.2787,600.0001,1,,SA and VNS.csv
SA,40,1,f050,ttd300_n40_L1_f050,189.0,-32699.0651,600.0363,1,,SA and VNS.csv
VNS,40,1,f050,ttd300_n40_L1_f050,189.0,-35171.3552,600.1369,1,,SA and VNS.csv
SA,40,2,f050,ttd300_n40_L2_f050,160.0,-31951.727,600.0766,1,,SA and VNS.csv
VNS,40,2,f050,ttd300_n40_L2_f050,160.0,-38066.7266,600.1165,1,,SA and VNS.csv
SA,40,3,f050,ttd300_n40_L3_f050,191.0,-38476.999,600.0356,1,,SA and VNS.csv
VNS,40,3,f050,ttd300_n40_L3_f050,191.0,-45714.8481,600.1367,1,,SA and VNS.csv
SA,40,4,f050,ttd300_n40_L4_f050,182.0,-33658.5484,600.0332,1,,SA and VNS.csv
VNS,40,4,f050,ttd300_n40_L4_f050,182.0,-35727.4845,600.2236,1,,SA and VNS.csv
SA,40,5,f050,ttd300_n40_L5_f050,200.0,-34715.6551,600.0329,1,,SA and VNS.csv
VNS,40,5,f050,ttd300_n40_L5_f050,200.0,-36689.5587,600.0,1,,SA and VNS.csv
SA,40,1,f075,ttd300_n40_L1_f075,284.0,-32803.6789,600.0356,1,,SA and VNS.csv
VNS,40,1,f075,ttd300_n40_L1_f075,284.0,-34460.7883,600.0487,1,,SA and VNS.csv
SA,40,2,f075,ttd300_n40_L2_f075,241.0,-29326.3629,600.0582,1,,SA and VNS.csv
VNS,40,2,f075,ttd300_n40_L2_f075,241.0,-34528.5699,600.0369,1,,SA and VNS.csv
SA,40,3,f075,ttd300_n40_L3_f075,286.0,-37570.5327,600.0336,1,,SA and VNS.csv
VNS,40,3,f075,ttd300_n40_L3_f075,286.0,-44238.5193,600.5112,1,,SA and VNS.csv
SA,40,4,f075,ttd300_n40_L4_f075,274.0,-32844.5313,600.0335,1,,SA and VNS.csv
VNS,40,4,f075,ttd300_n40_L4_f075,274.0,-41826.1584,600.1107,1,,SA and VNS.csv
SA,40,5,f075,ttd300_n40_L5_f075,300.0,-32349.4554,600.036,1,,SA and VNS.csv
VNS,40,5,f075,ttd300_n40_L5_f075,300.0,-35075.4762,600.0001,1,,SA and VNS.csv
SA,40,1,f100,ttd300_n40_L1_f100,378.0,-32515.4175,600.0397,1,,SA and VNS.csv
VNS,40,1,f100,ttd300_n40_L1_f100,378.0,-36008.201,600.0,1,,SA and VNS.csv
SA,40,2,f100,ttd300_n40_L2_f100,321.0,-28807.6133,600.0384,1,,SA and VNS.csv
VNS,40,2,f100,ttd300_n40_L2_f100,321.0,-29998.5333,600.1754,1,,SA and VNS.csv
SA,40,3,f100,ttd300_n40_L3_f100,382.0,-36001.7788,600.0404,1,,SA and VNS.csv
VNS,40,3,f100,ttd300_n40_L3_f100,382.0,-42423.7682,600.0,1,,SA and VNS.csv
SA,40,4,f100,ttd300_n40_L4_f100,365.0,-33293.7191,600.0894,1,,SA and VNS.csv
VNS,40,4,f100,ttd300_n40_L4_f100,365.0,-45378.9515,600.0001,1,,SA and VNS.csv
SA,40,5,f100,ttd300_n40_L5_f100,400.0,-32335.8639,600.0381,1,,SA and VNS.csv
VNS,40,5,f100,ttd300_n40_L5_f100,400.0,-35717.0194,600.203,1,,SA and VNS.csv
SA,40,1,f025,ttd300_n40_L1_f025,94.0,-44483.3734,600.0649,2,,SA and VNS.csv
VNS,40,1,f025,ttd300_n40_L1_f025,94.0,-43071.9702,600.0001,2,,SA and VNS.csv
SA,40,2,f025,ttd300_n40_L2_f025,80.0,-46598.2137,600.1608,2,,SA and VNS.csv
VNS,40,2,f025,ttd300_n40_L2_f025,80.0,-46544.5809,600.0001,2,,SA and VNS.csv
SA,40,3,f025,ttd300_n40_L3_f025,96.0,-54396.6345,600.0351,2,,SA and VNS.csv
VNS,40,3,f025,ttd300_n40_L3_f025,96.0,-55263.3408,600.1057,2,,SA and VNS.csv
SA,40,4,f025,ttd300_n40_L4_f025,91.0,-51708.2471,600.0312,2,,SA and VNS.csv
VNS,40,4,f025,ttd300_n40_L4_f025,91.0,-51033.8834,600.0001,2,,SA and VNS.csv
SA,40,5,f025,ttd300_n40_L5_f025,100.0,-47279.1356,600.0313,2,,SA and VNS.csv
VNS,40,5,f025,ttd300_n40_L5_f025,100.0,-46093.9044,600.0001,2,,SA and VNS.csv
SA,40,1,f050,ttd300_n40_L1_f050,189.0,-32410.6851,600.0323,2,,SA and VNS.csv
VNS,40,1,f050,ttd300_n40_L1_f050,189.0,-34301.2963,600.1885,2,,SA and VNS.csv
SA,40,2,f050,ttd300_n40_L2_f050,160.0,-35218.4689,600.0339,2,,SA and VNS.csv
VNS,40,2,f050,ttd300_n40_L2_f050,160.0,-36306.7265,600.0001,2,,SA and VNS.csv
SA,40,3,f050,ttd300_n40_L3_f050,191.0,-40342.02,600.0323,2,,SA and VNS.csv
VNS,40,3,f050,ttd300_n40_L3_f050,191.0,-37254.7596,600.0397,2,,SA and VNS.csv
SA,40,4,f050,ttd300_n40_L4_f050,182.0,-33061.9469,600.0536,2,,SA and VNS.csv
VNS,40,4,f050,ttd300_n40_L4_f050,182.0,-33724.8923,600.005,2,,SA and VNS.csv
SA,40,5,f050,ttd300_n40_L5_f050,200.0,-35155.1202,600.0529,2,,SA and VNS.csv
VNS,40,5,f050,ttd300_n40_L5_f050,200.0,-40738.2901,600.0,2,,SA and VNS.csv
SA,40,1,f075,ttd300_n40_L1_f075,284.0,-32453.3161,600.0332,2,,SA and VNS.csv
VNS,40,1,f075,ttd300_n40_L1_f075,284.0,-36555.0673,600.036,2,,SA and VNS.csv
SA,40,2,f075,ttd300_n40_L2_f075,241.0,-30023.2321,600.0764,2,,SA and VNS.csv
VNS,40,2,f075,ttd300_n40_L2_f075,241.0,-33242.3454,600.1271,2,,SA and VNS.csv
VNS,40,3,f075,ttd300_n40_L3_f075,286.0,-44262.9087,600.0001,2,,SA and VNS.csv
SA,40,3,f075,ttd300_n40_L3_f075,286.0,-36223.0913,600.756,2,,SA and VNS.csv
SA,40,4,f075,ttd300_n40_L4_f075,274.0,-33475.3269,600.0328,2,,SA and VNS.csv
VNS,40,4,f075,ttd300_n40_L4_f075,274.0,-36378.6853,600.0,2,,SA and VNS.csv
SA,40,5,f075,ttd300_n40_L5_f075,300.0,-32338.8702,600.061,2,,SA and VNS.csv
VNS,40,5,f075,ttd300_n40_L5_f075,300.0,-42379.7187,600.0001,2,,SA and VNS.csv
SA,40,1,f100,ttd300_n40_L1_f100,378.0,-34171.0527,600.0623,2,,SA and VNS.csv
VNS,40,1,f100,ttd300_n40_L1_f100,378.0,-34201.8671,600.0001,2,,SA and VNS.csv
SA,40,2,f100,ttd300_n40_L2_f100,321.0,-29204.8387,600.0561,2,,SA and VNS.csv
VNS,40,2,f100,ttd300_n40_L2_f100,321.0,-31006.7943,600.053,2,,SA and VNS.csv
SA,40,3,f100,ttd300_n40_L3_f100,382.0,-36155.7023,600.043,2,,SA and VNS.csv
VNS,40,3,f100,ttd300_n40_L3_f100,382.0,-35181.5084,600.0001,2,,SA and VNS.csv
SA,40,4,f100,ttd300_n40_L4_f100,365.0,-32544.7572,600.0551,2,,SA and VNS.csv
VNS,40,4,f100,ttd300_n40_L4_f100,365.0,-40970.4632,600.1316,2,,SA and VNS.csv
SA,40,5,f100,ttd300_n40_L5_f100,400.0,-32976.3965,600.0406,2,,SA and VNS.csv
VNS,40,5,f100,ttd300_n40_L5_f100,400.0,-40345.8189,600.2848,2,,SA and VNS.csv
SA,40,1,f025,ttd300_n40_L1_f025,94.0,-43501.7211,600.0331,3,,SA and VNS.csv
VNS,40,1,f025,ttd300_n40_L1_f025,94.0,-43290.283,600.0001,3,,SA and VNS.csv
SA,40,2,f025,ttd300_n40_L2_f025,80.0,-47221.1489,600.0612,3,,SA and VNS.csv
VNS,40,2,f025,ttd300_n40_L2_f025,80.0,-49529.1649,600.0185,3,,SA and VNS.csv
SA,40,3,f025,ttd300_n40_L3_f025,96.0,-54886.5381,600.0299,3,,SA and VNS.csv
VNS,40,3,f025,ttd300_n40_L3_f025,96.0,-52993.6649,600.0001,3,,SA and VNS.csv
SA,40,4,f025,ttd300_n40_L4_f025,91.0,-51364.0559,600.031,3,,SA and VNS.csv
VNS,40,4,f025,ttd300_n40_L4_f025,91.0,-51463.8376,600.0,3,,SA and VNS.csv
SA,40,5,f025,ttd300_n40_L5_f025,100.0,-47517.0212,600.0313,3,,SA and VNS.csv
VNS,40,5,f025,ttd300_n40_L5_f025,100.0,-45632.4628,600.0,3,,SA and VNS.csv
SA,40,1,f050,ttd300_n40_L1_f050,189.0,-33869.6502,600.0388,3,,SA and VNS.csv
VNS,40,1,f050,ttd300_n40_L1_f050,189.0,-35453.4346,600.028,3,,SA and VNS.csv
SA,40,2,f050,ttd300_n40_L2_f050,160.0,-31643.2311,600.078,3,,SA and VNS.csv
VNS,40,2,f050,ttd300_n40_L2_f050,160.0,-33179.3301,600.0886,3,,SA and VNS.csv
SA,40,3,f050,ttd300_n40_L3_f050,191.0,-40826.2289,600.0326,3,,SA and VNS.csv
VNS,40,3,f050,ttd300_n40_L3_f050,191.0,-40593.2172,600.0001,3,,SA and VNS.csv
SA,40,4,f050,ttd300_n40_L4_f050,182.0,-33032.2478,600.0355,3,,SA and VNS.csv
VNS,40,4,f050,ttd300_n40_L4_f050,182.0,-38279.069,600.0293,3,,SA and VNS.csv
SA,40,5,f050,ttd300_n40_L5_f050,200.0,-35091.9768,600.0328,3,,SA and VNS.csv
VNS,40,5,f050,ttd300_n40_L5_f050,200.0,-36943.4428,600.0338,3,,SA and VNS.csv
SA,40,1,f075,ttd300_n40_L1_f075,284.0,-34115.6676,600.0396,3,,SA and VNS.csv
VNS,40,1,f075,ttd300_n40_L1_f075,284.0,-36210.9466,600.0406,3,,SA and VNS.csv
SA,40,2,f075,ttd300_n40_L2_f075,241.0,-29665.0826,600.1588,3,,SA and VNS.csv
VNS,40,2,f075,ttd300_n40_L2_f075,241.0,-36038.3081,600.0001,3,,SA and VNS.csv
SA,40,3,f075,ttd300_n40_L3_f075,286.0,-37202.8179,600.0559,3,,SA and VNS.csv
VNS,40,3,f075,ttd300_n40_L3_f075,286.0,-48293.612,600.198,3,,SA and VNS.csv
SA,40,4,f075,ttd300_n40_L4_f075,274.0,-30994.5402,600.0352,3,,SA and VNS.csv
VNS,40,4,f075,ttd300_n40_L4_f075,274.0,-33930.0534,600.0,3,,SA and VNS.csv
SA,40,5,f075,ttd300_n40_L5_f075,300.0,-32765.0542,600.0542,3,,SA and VNS.csv
VNS,40,5,f075,ttd300_n40_L5_f075,300.0,-41312.567,600.2307,3,,SA and VNS.csv
SA,40,1,f100,ttd300_n40_L1_f100,378.0,-31373.5041,600.069,3,,SA and VNS.csv
VNS,40,1,f100,ttd300_n40_L1_f100,378.0,-32740.8877,600.1385,3,,SA and VNS.csv
SA,40,2,f100,ttd300_n40_L2_f100,321.0,-28748.8279,600.0411,3,,SA and VNS.csv
VNS,40,2,f100,ttd300_n40_L2_f100,321.0,-31007.3653,600.0465,3,,SA and VNS.csv
VNS,40,3,f100,ttd300_n40_L3_f100,382.0,-47006.8425,600.1267,3,,SA and VNS.csv
SA,40,3,f100,ttd300_n40_L3_f100,382.0,-36349.9481,601.2779,3,,SA and VNS.csv
SA,40,4,f100,ttd300_n40_L4_f100,365.0,-32481.0331,600.057,3,,SA and VNS.csv
VNS,40,4,f100,ttd300_n40_L4_f100,365.0,-45378.9515,600.0339,3,,SA and VNS.csv
SA,40,5,f100,ttd300_n40_L5_f100,400.0,-32895.0821,600.0373,3,,SA and VNS.csv
VNS,40,5,f100,ttd300_n40_L5_f100,400.0,-38506.1301,600.0116,3,,SA and VNS.csv
SA,40,1,f025,ttd300_n40_L1_f025,94.0,-44388.4934,600.033,4,,SA and VNS.csv
VNS,40,1,f025,ttd300_n40_L1_f025,94.0,-43625.2538,600.0,4,,SA and VNS.csv
SA,40,2,f025,ttd300_n40_L2_f025,80.0,-46049.4661,600.0335,4,,SA and VNS.csv
VNS,40,2,f025,ttd300_n40_L2_f025,80.0,-46544.5809,600.0,4,,SA and VNS.csv
SA,40,3,f025,ttd300_n40_L3_f025,96.0,-54362.1036,600.0641,4,,SA and VNS.csv
VNS,40,3,f025,ttd300_n40_L3_f025,96.0,-52126.6609,600.0,4,,SA and VNS.csv
SA,40,4,f025,ttd300_n40_L4_f025,91.0,-51167.06,600.036,4,,SA and VNS.csv
VNS,40,4,f025,ttd300_n40_L4_f025,91.0,-52945.6597,600.0001,4,,SA and VNS.csv
SA,40,5,f025,ttd300_n40_L5_f025,100.0,-46237.9845,600.0519,4,,SA and VNS.csv
VNS,40,5,f025,ttd300_n40_L5_f025,100.0,-48142.3857,600.0,4,,SA and VNS.csv
SA,40,1,f050,ttd300_n40_L1_f050,189.0,-33116.1482,600.0335,4,,SA and VNS.csv
VNS,40,1,f050,ttd300_n40_L1_f050,189.0,-35396.2139,600.1135,4,,SA and VNS.csv
SA,40,2,f050,ttd300_n40_L2_f050,160.0,-35246.0774,600.0331,4,,SA and VNS.csv
VNS,40,2,f050,ttd300_n40_L2_f050,160.0,-36243.0981,600.0,4,,SA and VNS.csv
SA,40,3,f050,ttd300_n40_L3_f050,191.0,-37267.3559,600.0581,4,,SA and VNS.csv
VNS,40,3,f050,ttd300_n40_L3_f050,191.0,-37686.9442,600.0001,4,,SA and VNS.csv
SA,40,4,f050,ttd300_n40_L4_f050,182.0,-32403.8347,600.0793,4,,SA and VNS.csv
VNS,40,4,f050,ttd300_n40_L4_f050,182.0,-34763.3008,600.0,4,,SA and VNS.csv
SA,40,5,f050,ttd300_n40_L5_f050,200.0,-35780.4477,600.0393,4,,SA and VNS.csv
VNS,40,5,f050,ttd300_n40_L5_f050,200.0,-39763.349,600.0001,4,,SA and VNS.csv
SA,40,1,f075,ttd300_n40_L1_f075,284.0,-32596.7296,600.0397,4,,SA and VNS.csv
VNS,40,1,f075,ttd300_n40_L1_f075,284.0,-34916.0653,600.0,4,,SA and VNS.csv
SA,40,2,f075,ttd300_n40_L2_f075,241.0,-28926.4694,600.0635,4,,SA and VNS.csv
VNS,40,2,f075,ttd300_n40_L2_f075,241.0,-30213.7884,600.0888,4,,SA and VNS.csv
VNS,40,3,f075,ttd300_n40_L3_f075,286.0,-36236.4489,600.0116,4,,SA and VNS.csv
SA,40,3,f075,ttd300_n40_L3_f075,286.0,-38287.9413,600.0369,4,,SA and VNS.csv
SA,40,4,f075,ttd300_n40_L4_f075,274.0,-30764.2689,600.0328,4,,SA and VNS.csv
VNS,40,4,f075,ttd300_n40_L4_f075,274.0,-41826.1584,600.0784,4,,SA and VNS.csv
SA,40,5,f075,ttd300_n40_L5_f075,300.0,-31896.068,600.035,4,,SA and VNS.csv
VNS,40,5,f075,ttd300_n40_L5_f075,300.0,-36147.0019,600.0624,4,,SA and VNS.csv
SA,40,1,f100,ttd300_n40_L1_f100,378.0,-33721.9692,600.0594,4,,SA and VNS.csv
VNS,40,1,f100,ttd300_n40_L1_f100,378.0,-38563.7671,600.1331,4,,SA and VNS.csv
SA,40,2,f100,ttd300_n40_L2_f100,321.0,-30510.0961,600.0408,4,,SA and VNS.csv
VNS,40,2,f100,ttd300_n40_L2_f100,321.0,-31868.0446,600.2166,4,,SA and VNS.csv
VNS,40,3,f100,ttd300_n40_L3_f100,382.0,-42367.605,600.1304,4,,SA and VNS.csv
SA,40,3,f100,ttd300_n40_L3_f100,382.0,-36368.1712,602.0475,4,,SA and VNS.csv
SA,40,4,f100,ttd300_n40_L4_f100,365.0,-32763.2955,600.0375,4,,SA and VNS.csv
VNS,40,4,f100,ttd300_n40_L4_f100,365.0,-44644.3408,600.2492,4,,SA and VNS.csv
SA,40,5,f100,ttd300_n40_L5_f100,400.0,-32992.4844,600.0369,4,,SA and VNS.csv
VNS,40,5,f100,ttd300_n40_L5_f100,400.0,-41698.949,600.1974,4,,SA and VNS.csv
SA,50,1,f025,ttd300_n50_L1_f025,94.0,-44977.8078,750.1122,1,,SA and VNS.csv
VNS,50,1,f025,ttd300_n50_L1_f025,94.0,-46159.4273,750.0001,1,,SA and VNS.csv
SA,50,2,f025,ttd300_n50_L2_f025,86.0,-41383.865,750.0931,1,,SA and VNS.csv
VNS,50,2,f025,ttd300_n50_L2_f025,86.0,-42325.287,750.0001,1,,SA and VNS.csv
SA,50,3,f025,ttd300_n50_L3_f025,95.0,-56675.4982,750.0532,1,,SA and VNS.csv
VNS,50,3,f025,ttd300_n50_L3_f025,95.0,-56573.8861,750.0001,1,,SA and VNS.csv
SA,50,4,f025,ttd300_n50_L4_f025,94.0,-55795.6703,750.1158,1,,SA and VNS.csv
VNS,50,4,f025,ttd300_n50_L4_f025,94.0,-55950.7243,750.0001,1,,SA and VNS.csv
SA,50,5,f025,ttd300_n50_L5_f025,93.0,-48302.5488,750.0585,1,,SA and VNS.csv
VNS,50,5,f025,ttd300_n50_L5_f025,93.0,-45389.942,750.0001,1,,SA and VNS.csv
SA,50,1,f050,ttd300_n50_L1_f050,187.0,-27221.1579,750.0561,1,,SA and VNS.csv
VNS,50,1,f050,ttd300_n50_L1_f050,187.0,-34769.3964,750.0001,1,,SA and VNS.csv
SA,50,2,f050,ttd300_n50_L2_f050,172.0,-29155.3038,750.0603,1,,SA and VNS.csv
VNS,50,2,f050,ttd300_n50_L2_f050,172.0,-34713.3322,750.0001,1,,SA and VNS.csv
SA,50,3,f050,ttd300_n50_L3_f050,190.0,-39006.9474,750.0601,1,,SA and VNS.csv
VNS,50,3,f050,ttd300_n50_L3_f050,190.0,-41782.4769,750.0001,1,,SA and VNS.csv
VNS,50,4,f050,ttd300_n50_L4_f050,188.0,-35120.0458,750.0001,1,,SA and VNS.csv
SA,50,4,f050,ttd300_n50_L4_f050,188.0,-32913.6488,750.1391,1,,SA and VNS.csv
SA,50,5,f050,ttd300_n50_L5_f050,186.0,-32360.5048,750.0599,1,,SA and VNS.csv
VNS,50,5,f050,ttd300_n50_L5_f050,186.0,-45638.644,750.0001,1,,SA and VNS.csv
VNS,50,1,f075,ttd300_n50_L1_f075,280.0,-33939.2141,750.0001,1,,SA and VNS.csv
SA,50,1,f075,ttd300_n50_L1_f075,280.0,-27165.9067,750.0993,1,,SA and VNS.csv
SA,50,2,f075,ttd300_n50_L2_f075,257.0,-24930.1046,750.1332,1,,SA and VNS.csv
VNS,50,2,f075,ttd300_n50_L2_f075,257.0,-35434.8475,750.1852,1,,SA and VNS.csv
SA,50,3,f075,ttd300_n50_L3_f075,284.0,-38317.3714,750.0655,1,,SA and VNS.csv
VNS,50,3,f075,ttd300_n50_L3_f075,284.0,-46603.0423,750.0465,1,,SA and VNS.csv
SA,50,4,f075,ttd300_n50_L4_f075,281.0,-31260.5323,750.0633,1,,SA and VNS.csv
VNS,50,4,f075,ttd300_n50_L4_f075,281.0,-42009.8847,750.1943,1,,SA and VNS.csv
SA,50,5,f075,ttd300_n50_L5_f075,279.0,-32802.1082,750.1273,1,,SA and VNS.csv
VNS,50,5,f075,ttd300_n50_L5_f075,279.0,-41841.0837,750.4063,1,,SA and VNS.csv
SA,50,1,f100,ttd300_n50_L1_f100,374.0,-27728.0143,750.199,1,,SA and VNS.csv
VNS,50,1,f100,ttd300_n50_L1_f100,374.0,-38029.9441,750.013,1,,SA and VNS.csv
SA,50,2,f100,ttd300_n50_L2_f100,343.0,-26683.2879,750.1146,1,,SA and VNS.csv
VNS,50,2,f100,ttd300_n50_L2_f100,343.0,-36315.1974,750.0,1,,SA and VNS.csv
SA,50,3,f100,ttd300_n50_L3_f100,379.0,-39309.0205,750.0728,1,,SA and VNS.csv
VNS,50,3,f100,ttd300_n50_L3_f100,379.0,-44575.1605,750.5003,1,,SA and VNS.csv
SA,50,4,f100,ttd300_n50_L4_f100,375.0,-31713.059,750.0675,1,,SA and VNS.csv
VNS,50,4,f100,ttd300_n50_L4_f100,375.0,-56258.5966,750.0566,1,,SA and VNS.csv
SA,50,5,f100,ttd300_n50_L5_f100,372.0,-35393.8829,750.0677,1,,SA and VNS.csv
VNS,50,5,f100,ttd300_n50_L5_f100,372.0,-44592.7639,750.3719,1,,SA and VNS.csv
SA,50,1,f025,ttd300_n50_L1_f025,94.0,-45628.8452,750.0544,2,,SA and VNS.csv
VNS,50,1,f025,ttd300_n50_L1_f025,94.0,-45728.3924,750.0001,2,,SA and VNS.csv
SA,50,2,f025,ttd300_n50_L2_f025,86.0,-40485.526,750.1111,2,,SA and VNS.csv
VNS,50,2,f025,ttd300_n50_L2_f025,86.0,-40563.552,750.0001,2,,SA and VNS.csv
VNS,50,3,f025,ttd300_n50_L3_f025,95.0,-52985.3681,750.0001,2,,SA and VNS.csv
SA,50,3,f025,ttd300_n50_L3_f025,95.0,-54077.2746,750.1874,2,,SA and VNS.csv
SA,50,4,f025,ttd300_n50_L4_f025,94.0,-55560.6495,750.0527,2,,SA and VNS.csv
VNS,50,4,f025,ttd300_n50_L4_f025,94.0,-54933.1464,750.0001,2,,SA and VNS.csv
VNS,50,5,f025,ttd300_n50_L5_f025,93.0,-46179.6638,750.0001,2,,SA and VNS.csv
SA,50,5,f025,ttd300_n50_L5_f025,93.0,-48174.0034,750.0571,2,,SA and VNS.csv
SA,50,1,f050,ttd300_n50_L1_f050,187.0,-27299.0221,750.0688,2,,SA and VNS.csv
VNS,50,1,f050,ttd300_n50_L1_f050,187.0,-33101.284,750.0685,2,,SA and VNS.csv
VNS,50,2,f050,ttd300_n50_L2_f050,172.0,-27408.2133,750.0001,2,,SA and VNS.csv
SA,50,2,f050,ttd300_n50_L2_f050,172.0,-30408.9058,750.0589,2,,SA and VNS.csv
SA,50,3,f050,ttd300_n50_L3_f050,190.0,-39635.6205,750.1375,2,,SA and VNS.csv
VNS,50,3,f050,ttd300_n50_L3_f050,190.0,-43453.8189,750.0001,2,,SA and VNS.csv
VNS,50,4,f050,ttd300_n50_L4_f050,188.0,-36735.7779,750.0001,2,,SA and VNS.csv
SA,50,4,f050,ttd300_n50_L4_f050,188.0,-33335.2181,750.107,2,,SA and VNS.csv
SA,50,5,f050,ttd300_n50_L5_f050,186.0,-32097.2616,750.0951,2,,SA and VNS.csv
VNS,50,5,f050,ttd300_n50_L5_f050,186.0,-43333.5356,750.1376,2,,SA and VNS.csv
VNS,50,1,f075,ttd300_n50_L1_f075,280.0,-30810.6617,750.0001,2,,SA and VNS.csv
SA,50,1,f075,ttd300_n50_L1_f075,280.0,-29954.9151,750.1094,2,,SA and VNS.csv
SA,50,2,f075,ttd300_n50_L2_f075,257.0,-26790.7997,750.11,2,,SA and VNS.csv
VNS,50,2,f075,ttd300_n50_L2_f075,257.0,-38044.9581,750.0334,2,,SA and VNS.csv
SA,50,3,f075,ttd300_n50_L3_f075,284.0,-39138.504,750.0656,2,,SA and VNS.csv
