n,status,objective,profit,rental,arrival,n_items,n_truck,n_drone,n_rendv,W_final,W_capacity,W_actual,mip_gap_%,n_nodes_explored,build_s,solve_s,total_s,truck_route_node_ids,drone_arc_node_ids,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,W_sequence
15,Optimal,-36397.39,9094.0,45491.39,625.7413,11,2,5,4,11051.0,34125.53571428572,15068.0,0.09,11618126,0.05,41115.605,41115.655,"[1, 268, 175, 108, 61, 124, 20, 10, 7, 1]","[(1, 145), (108, 77), (7, 240), (268, 190), (20, 30), (82, 108), (30, 7), (77, 61), (190, 175), (61, 184), (175, 82), (240, 1), (184, 20), (145, 268)]","[108, 7, 20, 82, 124, 10, 30, 77, 61, 240, 184]","[124, 10]","[82, 30, 77, 240, 184]","[108, 7, 20, 61]","[(1, 0.0), (268, 0.0), (175, 0.0), (108, 2018.0), (61, 4021.0), (124, 5026.0), (20, 7039.0), (10, 8040.0), (7, 10049.0), (1, 11051.0)]"
