n,objective,profit,rental,arrival,W_final,n_items,n_truck,n_drone,n_rendv,wall_s,truck_route_node_ids,drone_arc_node_ids,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,W_sequence
100,-80988.35633455147,67903.0,148891.35633455147,2048.02415865958,80362.0,80,36,44,50,652.2,"[1, 270, 17, 26, 34, 39, 125, 131, 153, 43, 58, 63, 65, 74, 76, 89, 104, 105, 103, 106, 173, 88, 113, 116, 160, 176, 157, 151, 178, 179, 182, 184, 146, 200, 203, 204, 143, 140, 266, 263, 261, 259, 257, 206, 207, 211, 250, 246, 232, 240, 242, 1]","[(1, 8), (8, 270), (270, 15), (15, 17), (17, 27), (27, 26), (26, 51), (51, 34), (34, 33), (33, 39), (39, 48), (48, 125), (125, 128), (128, 131), (131, 133), (133, 153), (153, 55), (55, 43), (43, 44), (44, 58), (58, 67), (67, 63), (63, 72), (72, 65), (65, 78), (78, 74), (74, 94), (94, 76), (76, 98), (98, 89), (89, 93), (93, 104), (104, 101), (101, 105), (105, 168), (168, 103), (103, 91), (91, 106), (106, 172), (172, 173), (173, 66), (66, 88), (88, 64), (64, 113), (113, 62), (62, 116), (116, 165), (165, 160), (160, 162), (162, 176), (176, 120), (120, 157), (157, 119), (119, 151), (151, 156), (156, 178), (178, 161), (161, 179), (179, 191), (191, 182), (182, 185), (185, 184), (184, 181), (181, 146), (146, 195), (195, 200), (200, 221), (221, 203), (203, 223), (223, 204), (204, 144), (144, 143), (143, 219), (219, 140), (140, 137), (137, 266), (266, 136), (136, 263), (263, 3), (3, 261), (261, 280), (280, 259), (259, 262), (262, 257), (257, 248), (248, 206), (206, 217), (217, 207), (207, 215), (215, 211), (211, 235), (235, 250), (250, 234), (234, 246), (246, 233), (233, 232), (232, 237), (237, 240), (240, 239), (239, 242)]","[74, 104, 105, 103, 106, 173, 88, 113, 116, 160, 176, 157, 151, 178, 179, 182, 184, 146, 200, 203, 204, 143, 140, 266, 263, 261, 259, 257, 206, 207, 211, 250, 246, 232, 240, 242, 15, 27, 51, 48, 133, 44, 72, 78, 94, 98, 93, 101, 168, 91, 172, 66, 62, 165, 162, 120, 119, 156, 161, 191, 185, 181, 195, 221, 223, 144, 219, 137, 136, 3, 280, 262, 248, 217, 215, 235, 234, 233, 237, 239]","[74, 104, 105, 103, 106, 173, 88, 113, 116, 160, 176, 157, 151, 178, 179, 182, 184, 146, 200, 203, 204, 143, 140, 266, 263, 261, 259, 257, 206, 207, 211, 250, 246, 232, 240, 242]","[15, 27, 51, 48, 133, 44, 72, 78, 94, 98, 93, 101, 168, 91, 172, 66, 62, 165, 162, 120, 119, 156, 161, 191, 185, 181, 195, 221, 223, 144, 219, 137, 136, 3, 280, 262, 248, 217, 215, 235, 234, 233, 237, 239]","[270, 17, 26, 34, 39, 125, 131, 153, 43, 58, 63, 65, 74, 76, 89, 104, 105, 103, 106, 173, 88, 113, 116, 160, 176, 157, 151, 178, 179, 182, 184, 146, 200, 203, 204, 143, 140, 266, 263, 261, 259, 257, 206, 207, 211, 250, 246, 232, 240, 242]","[(1, 0.0), (270, 0.0), (17, 0.0), (26, 1009.0), (34, 2016.0), (39, 3025.0), (125, 3025.0), (131, 4034.0), (153, 4034.0), (43, 5039.0), (58, 5039.0), (63, 6041.0), (65, 6041.0), (74, 7048.0), (76, 9053.0), (89, 10055.0), (104, 11060.0), (105, 13071.0), (103, 15075.0), (106, 17092.0), (173, 19103.0), (88, 21112.0), (113, 23120.0), (116, 24128.0), (160, 26139.0), (176, 28145.0), (157, 30159.0), (151, 32163.0), (178, 34173.0), (179, 36184.0), (182, 38187.0), (184, 40197.0), (146, 42206.0), (200, 44206.0), (203, 46211.0), (204, 48221.0), (143, 50232.0), (140, 52242.0), (266, 54256.0), (263, 56266.0), (261, 58279.0), (259, 60286.0), (257, 62287.0), (206, 64297.0), (207, 66305.0), (211, 68314.0), (250, 70320.0), (246, 72327.0), (232, 74337.0), (240, 76346.0), (242, 78354.0), (1, 80362.0)]"
