n,status,objective,profit,rental,arrival,n_items,n_truck,n_drone,n_rendv,W_final,W_capacity,W_actual,mip_gap_%,n_nodes_explored,build_s,solve_s,total_s,truck_route_node_ids,drone_arc_node_ids,collected_node_ids,truck_node_ids,drone_node_ids,rendezvous_node_ids,W_sequence
20,TimeLimit,-40099.31,13732.0,53831.31,740.4582,16,1,8,7,16072.0,45500.71428571428,20094.0,42.77,11740939,0.066,86400.105,86400.17,"[1, 15, 40, 66, 88, 108, 173, 164, 212, 210, 244, 1]","[(1, 135), (79, 88), (135, 15), (53, 66), (169, 210), (88, 104), (15, 54), (210, 220), (40, 53), (54, 40), (66, 79), (165, 164), (244, 232), (232, 1), (108, 170), (104, 108), (164, 169), (173, 165), (170, 173), (220, 244)]","[79, 53, 169, 88, 212, 210, 66, 165, 244, 232, 108, 104, 164, 173, 170, 220]",[212],"[79, 53, 169, 165, 232, 104, 170, 220]","[88, 210, 66, 244, 108, 164, 173]","[(1, 0.0), (15, 0.0), (40, 0.0), (66, 2009.0), (88, 4018.0), (108, 6033.0), (173, 8040.0), (164, 10046.0), (212, 11050.0), (210, 13058.0), (244, 15069.0), (1, 16072.0)]"
